"year","country","value"
2012,"BGD",2
2012,"BGR",2
2012,"BHR",1
2012,"BHS",1
2012,"BIH",1
2012,"BMU",1
2012,"BRA",1
2012,"BRB",2
2012,"CAN",298
2012,"CHE",2
2012,"CHN",3
2012,"CPV",1
2012,"CRI",4
2012,"CYP",2
2012,"CZE",1
2012,"DEU",6
2012,"DNK",1
2012,"DOM",1
2012,"DZA",1
2012,"ESP",9
2012,"ETH",1
2012,"FIN",1
2012,"FJI",1
2012,"FRA",4
2012,"GBR",100
2012,"GRC",1
2012,"GUY",1
2012,"HRV",1
2012,"HUN",2
2012,"IDN",1
