"year","country","value"
2012,"IND",26
2012,"IRL",7
2012,"IRN",2
2012,"ISL",1
2012,"ISR",4
2012,"ITA",2
2012,"JAM",3
2012,"JOR",1
2012,"JPN",4
2012,"KOR",3
2012,"LBN",1
2012,"LKA",1
2012,"LUX",3
2012,"MEX",8
2012,"MKD",1
2012,"MLT",1
2012,"MYS",3
2012,"NLD",6
2012,"NZL",4
2012,"PAK",2
2012,"PER",1
2012,"PHL",3
2012,"PLW",1
2012,"PNG",1
2012,"POL",3
2012,"PRI",9
2012,"PRT",3
2012,"ROU",5
2012,"RUS",2
2012,"SLV",1
2012,"SRB",2
2012,"SWE",5
2012,"TTO",3
2012,"USA",6753
2012,"VEN",4
2012,"VIR",1
2012,"ZAF",28
2012,"ZMB",2
2012,"ZWE",1
2013,"ALB",1
2013,"ARG",3
2013,"AUS",40
2013,"AUT",1
2013,"BEL",2
2013,"BGR",1
2013,"BIH",1
2013,"BLR",1
2013,"BOL",2
2013,"BRA",2
2013,"CAN",331
2013,"CHN",2
2013,"CRI",2
2013,"CUB",1
2013,"CYP",3
2013,"CZE",1
2013,"DEU",6
2013,"DMA",1
2013,"DNK",2
2013,"ECU",1
2013,"EGY",2
2013,"ESP",1
2013,"ETH",1
2013,"FRA",3
2013,"GBR",63
2013,"GRC",2
2013,"GTM",2
2013,"GUY",1
2013,"HND",2
2013,"HRV",1
2013,"IDN",7
2013,"IND",25
2013,"IRL",5
2013,"IRN",1
2013,"ISR",5
2013,"ITA",2
2013,"JAM",1
2013,"JPN",1
2013,"KEN",1
2013,"KOR",1
2013,"LSO",1
2013,"LTU",1
2013,"LUX",1
2013,"LVA",1
2013,"MEX",14
2013,"MLT",2
2013,"MMR",1
2013,"MUS",3
2013,"MYS",4
2013,"NIC",1
2013,"NLD",1
2013,"NOR",2
2013,"NZL",5
2013,"PAK",2
2013,"PAN",1
2013,"PER",1
2013,"PHL",7
2013,"POL",3
2013,"PRI",9
2013,"PRT",1
2013,"ROU",3
2013,"RUS",1
2013,"SVK",1
2013,"SWE",2
2013,"THA",2
2013,"TTO",2
2013,"TUN",1
2013,"USA",6468
2013,"ZAF",9
2014,"AUS",15
2014,"BEL",1
2014,"BGR",3
2014,"BRA",2
2014,"CAN",62
2014,"COL",1
2014,"CRI",1
2014,"DEU",3
2014,"DOM",1
2014,"EGY",1
2014,"ESP",2
2014,"FIN",1
2014,"GBR",27
2014,"GRC",1
2014,"GTM",1
2014,"HND",1
2014,"HRV",1
2014,"IDN",1
2014,"IND",14
2014,"IRL",3
2014,"IRN",2
2014,"JPN",2
2014,"KEN",2
2014,"KOR",1
2014,"MEX",5
2014,"MMR",1
2014,"MYS",2
2014,"NGA",1
2014,"NLD",1
2014,"NZL",3
2014,"OMN",1
2014,"PAK",2
2014,"PHL",2
2014,"PRI",4
2014,"SRB",1
2014,"SVN",2
2014,"THA",1
2014,"TTO",1
2014,"TUR",1
2014,"USA",2120
2014,"VIR",1
2014,"ZAF",6
