"year","country","value"
2014,"MYS",2
2008,"NAM",1
2009,"NAM",2
1991,"NGA",1
1992,"NGA",0
1993,"NGA",0
1994,"NGA",0
1995,"NGA",0
1996,"NGA",0
1997,"NGA",0
1998,"NGA",1
1999,"NGA",0
2000,"NGA",0
2001,"NGA",0
2002,"NGA",0
2003,"NGA",0
2004,"NGA",1
2005,"NGA",1
2006,"NGA",0
2007,"NGA",0
2008,"NGA",0
2009,"NGA",0
2010,"NGA",0
2011,"NGA",1
2012,"NGA",0
2013,"NGA",0
2014,"NGA",1
2013,"NIC",1
1974,"NLD",1
1975,"NLD",0
1976,"NLD",1
1977,"NLD",0
1978,"NLD",1
1979,"NLD",0
1980,"NLD",0
1981,"NLD",0
1982,"NLD",0
1983,"NLD",0
1984,"NLD",0
1985,"NLD",0
1986,"NLD",0
1987,"NLD",0
1988,"NLD",0
1989,"NLD",1
1990,"NLD",1
1991,"NLD",0
1992,"NLD",0
1993,"NLD",1
1994,"NLD",2
1995,"NLD",2
1996,"NLD",3
1997,"NLD",0
1998,"NLD",5
1999,"NLD",3
2000,"NLD",8
2001,"NLD",4
2002,"NLD",18
2003,"NLD",22
2004,"NLD",14
2005,"NLD",8
2006,"NLD",3
2007,"NLD",8
2008,"NLD",2
2009,"NLD",8
2010,"NLD",8
2011,"NLD",6
2012,"NLD",6
2013,"NLD",1
2014,"NLD",1
1970,"NOR",1
1971,"NOR",0
1972,"NOR",0
1973,"NOR",0
1974,"NOR",0
1975,"NOR",0
1976,"NOR",0
1977,"NOR",0
1978,"NOR",0
1979,"NOR",0
1980,"NOR",0
1981,"NOR",0
1982,"NOR",0
1983,"NOR",0
1984,"NOR",0
1985,"NOR",0
1986,"NOR",0
1987,"NOR",0
1988,"NOR",0
1989,"NOR",0
1990,"NOR",0
1991,"NOR",0
1992,"NOR",2
1993,"NOR",0
1994,"NOR",0
1995,"NOR",1
1996,"NOR",0
1997,"NOR",1
1998,"NOR",0
1999,"NOR",1
2000,"NOR",2
2001,"NOR",7
2002,"NOR",0
2003,"NOR",5
2004,"NOR",1
2005,"NOR",1
2006,"NOR",1
2007,"NOR",6
2008,"NOR",3
2009,"NOR",6
2010,"NOR",0
2011,"NOR",6
2012,"NOR",0
2013,"NOR",2
2008,"NPL",3
2009,"NPL",0
2010,"NPL",0
2011,"NPL",1
1972,"NZL",1
1973,"NZL",1
1974,"NZL",0
1975,"NZL",1
1976,"NZL",1
1977,"NZL",2
1978,"NZL",2
1979,"NZL",1
1980,"NZL",1
1981,"NZL",1
1982,"NZL",1
1983,"NZL",0
1984,"NZL",0
1985,"NZL",1
1986,"NZL",1
1987,"NZL",0
1988,"NZL",0
1989,"NZL",0
1990,"NZL",0
1991,"NZL",0
1992,"NZL",1
1993,"NZL",2
1994,"NZL",1
1995,"NZL",0
1996,"NZL",0
1997,"NZL",2
1998,"NZL",6
1999,"NZL",4
2000,"NZL",4
2001,"NZL",14
2002,"NZL",13
2003,"NZL",10
2004,"NZL",12
2005,"NZL",10
2006,"NZL",6
2007,"NZL",7
2008,"NZL",5
2009,"NZL",7
2010,"NZL",9
2011,"NZL",2
2012,"NZL",4
2013,"NZL",5
2014,"NZL",3
2009,"OMN",1
2010,"OMN",0
2011,"OMN",0
2012,"OMN",0
2013,"OMN",0
2014,"OMN",1
1986,"PAK",1
1987,"PAK",0
1988,"PAK",0
1989,"PAK",0
1990,"PAK",0
1991,"PAK",0
1992,"PAK",0
1993,"PAK",1
1994,"PAK",0
1995,"PAK",0
1996,"PAK",1
1997,"PAK",0
1998,"PAK",1
1999,"PAK",3
2000,"PAK",2
2001,"PAK",1
2002,"PAK",2
2003,"PAK",2
2004,"PAK",3
2005,"PAK",1
2006,"PAK",1
2007,"PAK",4
2008,"PAK",2
2009,"PAK",2
2010,"PAK",1
2011,"PAK",0
2012,"PAK",2
2013,"PAK",2
2014,"PAK",2
1981,"PAN",1
1982,"PAN",0
1983,"PAN",0
1984,"PAN",0
1985,"PAN",0
1986,"PAN",0
1987,"PAN",0
1988,"PAN",0
1989,"PAN",0
1990,"PAN",0
1991,"PAN",0
1992,"PAN",0
1993,"PAN",0
1994,"PAN",0
1995,"PAN",0
1996,"PAN",0
1997,"PAN",0
1998,"PAN",0
1999,"PAN",1
2000,"PAN",0
2001,"PAN",0
2002,"PAN",0
2003,"PAN",1
2004,"PAN",2
2005,"PAN",0
2006,"PAN",0
2007,"PAN",0
2008,"PAN",1
2009,"PAN",1
2010,"PAN",1
2011,"PAN",0
2012,"PAN",0
2013,"PAN",1
1966,"PER",1
1967,"PER",0
1968,"PER",1
1969,"PER",0
1970,"PER",0
1971,"PER",0
1972,"PER",0
1973,"PER",0
1974,"PER",0
1975,"PER",0
1976,"PER",0
1977,"PER",0
1978,"PER",1
1979,"PER",1
1980,"PER",0
1981,"PER",0
1982,"PER",0
1983,"PER",0
1984,"PER",0
1985,"PER",0
1986,"PER",0
1987,"PER",0
1988,"PER",0
1989,"PER",0
1990,"PER",0
1991,"PER",0
1992,"PER",0
1993,"PER",0
1994,"PER",0
1995,"PER",0
1996,"PER",0
1997,"PER",1
1998,"PER",0
1999,"PER",0
2000,"PER",1
2001,"PER",1
2002,"PER",1
2003,"PER",1
2004,"PER",1
2005,"PER",0
2006,"PER",0
2007,"PER",0
2008,"PER",1
2009,"PER",1
2010,"PER",3
2011,"PER",0
2012,"PER",1
2013,"PER",1
1970,"PHL",1
1971,"PHL",0
1972,"PHL",1
1973,"PHL",0
1974,"PHL",2
1975,"PHL",1
1976,"PHL",1
1977,"PHL",2
1978,"PHL",1
1979,"PHL",1
1980,"PHL",0
1981,"PHL",0
1982,"PHL",0
1983,"PHL",0
1984,"PHL",0
1985,"PHL",0
1986,"PHL",0
1987,"PHL",2
1988,"PHL",0
1989,"PHL",0
1990,"PHL",0
1991,"PHL",0
1992,"PHL",0
1993,"PHL",1
1994,"PHL",0
1995,"PHL",1
1996,"PHL",2
1997,"PHL",0
1998,"PHL",4
1999,"PHL",1
2000,"PHL",1
2001,"PHL",1
2002,"PHL",2
2003,"PHL",3
2004,"PHL",6
2005,"PHL",1
2006,"PHL",2
2007,"PHL",4
2008,"PHL",0
2009,"PHL",4
2010,"PHL",6
2011,"PHL",1
2012,"PHL",3
2013,"PHL",7
2014,"PHL",2
2005,"PLW",1
2006,"PLW",0
2007,"PLW",0
2008,"PLW",0
2009,"PLW",0
2010,"PLW",0
2011,"PLW",0
2012,"PLW",1
2012,"PNG",1
1995,"POL",1
1996,"POL",0
1997,"POL",2
1998,"POL",1
1999,"POL",2
2000,"POL",1
2001,"POL",2
2002,"POL",2
2003,"POL",1
2004,"POL",5
2005,"POL",0
2006,"POL",4
2007,"POL",1
2008,"POL",1
2009,"POL",1
2010,"POL",0
2011,"POL",3
2012,"POL",3
2013,"POL",3
1962,"PRI",1
1963,"PRI",0
1964,"PRI",0
1965,"PRI",0
1966,"PRI",0
1967,"PRI",0
1968,"PRI",0
1969,"PRI",0
1970,"PRI",3
1971,"PRI",0
1972,"PRI",1
1973,"PRI",0
1974,"PRI",0
1975,"PRI",0
1976,"PRI",1
1977,"PRI",2
1978,"PRI",1
1979,"PRI",1
1980,"PRI",2
1981,"PRI",2
1982,"PRI",0
1983,"PRI",0
1984,"PRI",0
1985,"PRI",0
1986,"PRI",0
1987,"PRI",1
1988,"PRI",0
1989,"PRI",3
1990,"PRI",2
1991,"PRI",1
1992,"PRI",0
1993,"PRI",1
1994,"PRI",0
1995,"PRI",3
1996,"PRI",0
1997,"PRI",0
1998,"PRI",6
1999,"PRI",2
2000,"PRI",0
2001,"PRI",0
2002,"PRI",0
2003,"PRI",3
2004,"PRI",2
2005,"PRI",4
2006,"PRI",5
2007,"PRI",6
2008,"PRI",11
2009,"PRI",6
2010,"PRI",3
2011,"PRI",8
2012,"PRI",9
2013,"PRI",9
2014,"PRI",4
1976,"PRT",1
1977,"PRT",0
1978,"PRT",1
1979,"PRT",0
1980,"PRT",0
1981,"PRT",1
1982,"PRT",0
1983,"PRT",0
1984,"PRT",0
1985,"PRT",0
1986,"PRT",0
1987,"PRT",0
1988,"PRT",0
1989,"PRT",0
1990,"PRT",0
1991,"PRT",0
1992,"PRT",0
1993,"PRT",0
1994,"PRT",0
1995,"PRT",0
1996,"PRT",1
1997,"PRT",1
1998,"PRT",1
1999,"PRT",0
2000,"PRT",0
2001,"PRT",6
2002,"PRT",4
2003,"PRT",3
2004,"PRT",8
2005,"PRT",2
2006,"PRT",3
2007,"PRT",1
2008,"PRT",2
2009,"PRT",3
2010,"PRT",1
2011,"PRT",2
2012,"PRT",3
2013,"PRT",1
2006,"PRY",1
2007,"PRY",0
2008,"PRY",1
1998,"PSE",1
1999,"PYF",1
1997,"QAT",1
1998,"QAT",0
1999,"QAT",0
2000,"QAT",0
2001,"QAT",0
2002,"QAT",0
2003,"QAT",0
2004,"QAT",0
2005,"QAT",0
2006,"QAT",0
2007,"QAT",0
2008,"QAT",0
2009,"QAT",0
2010,"QAT",0
2011,"QAT",1
1973,"ROU",1
1974,"ROU",0
1975,"ROU",0
1976,"ROU",0
1977,"ROU",0
1978,"ROU",0
1979,"ROU",0
1980,"ROU",0
1981,"ROU",0
1982,"ROU",0
1983,"ROU",1
1984,"ROU",0
1985,"ROU",0
1986,"ROU",1
1987,"ROU",1
1988,"ROU",1
1989,"ROU",0
1990,"ROU",0
1991,"ROU",0
1992,"ROU",0
1993,"ROU",0
1994,"ROU",0
1995,"ROU",0
1996,"ROU",0
1997,"ROU",0
1998,"ROU",1
1999,"ROU",0
2000,"ROU",2
2001,"ROU",0
2002,"ROU",2
2003,"ROU",4
2004,"ROU",2
2005,"ROU",5
2006,"ROU",2
2007,"ROU",0
2008,"ROU",0
2009,"ROU",1
2010,"ROU",1
2011,"ROU",0
2012,"ROU",5
2013,"ROU",3
1989,"RUS",2
1990,"RUS",0
1991,"RUS",2
1992,"RUS",0
1993,"RUS",2
1994,"RUS",1
1995,"RUS",0
1996,"RUS",0
1997,"RUS",0
1998,"RUS",0
1999,"RUS",1
2000,"RUS",1
2001,"RUS",3
2002,"RUS",2
2003,"RUS",0
2004,"RUS",2
2005,"RUS",1
2006,"RUS",2
2007,"RUS",0
2008,"RUS",1
2009,"RUS",2
2010,"RUS",0
2011,"RUS",0
2012,"RUS",2
2013,"RUS",1
1987,"SAU",1
1988,"SAU",0
1989,"SAU",1
1990,"SAU",2
1991,"SAU",1
1992,"SAU",0
1993,"SAU",0
1994,"SAU",0
1995,"SAU",0
1996,"SAU",0
1997,"SAU",0
1998,"SAU",0
1999,"SAU",0
2000,"SAU",0
2001,"SAU",1
2002,"SAU",1
2003,"SAU",0
2004,"SAU",0
2005,"SAU",1
2006,"SAU",0
2007,"SAU",3
2008,"SAU",0
2009,"SAU",1
2010,"SAU",0
2011,"SAU",1
2002,"SEN",1
2003,"SEN",1
2002,"SGP",1
2005,"SLB",1
1983,"SLV",1
1984,"SLV",0
1985,"SLV",0
1986,"SLV",0
1987,"SLV",0
1988,"SLV",0
1989,"SLV",0
1990,"SLV",0
1991,"SLV",0
1992,"SLV",0
1993,"SLV",0
1994,"SLV",0
1995,"SLV",0
1996,"SLV",0
1997,"SLV",0
1998,"SLV",0
1999,"SLV",0
2000,"SLV",0
2001,"SLV",0
2002,"SLV",0
2003,"SLV",0
2004,"SLV",0
2005,"SLV",1
2006,"SLV",0
2007,"SLV",0
2008,"SLV",0
2009,"SLV",0
2010,"SLV",0
2011,"SLV",0
2012,"SLV",1
1980,"SOM",1
1979,"SRB",1
1980,"SRB",0
1981,"SRB",0
1982,"SRB",0
1983,"SRB",0
1984,"SRB",0
1985,"SRB",0
1986,"SRB",0
1987,"SRB",0
1988,"SRB",0
1989,"SRB",0
1990,"SRB",0
1991,"SRB",0
1992,"SRB",0
1993,"SRB",0
1994,"SRB",0
1995,"SRB",0
1996,"SRB",0
1997,"SRB",0
1998,"SRB",0
1999,"SRB",0
2000,"SRB",0
2001,"SRB",0
2002,"SRB",0
2003,"SRB",3
2004,"SRB",3
2005,"SRB",1
2006,"SRB",1
2007,"SRB",0
2008,"SRB",3
2009,"SRB",1
2010,"SRB",2
2011,"SRB",1
2012,"SRB",2
2013,"SRB",0
2014,"SRB",1
2003,"SUR",1
2004,"SVK",1
2005,"SVK",0
2006,"SVK",1
2007,"SVK",1
2008,"SVK",0
2009,"SVK",0
2010,"SVK",1
2011,"SVK",0
2012,"SVK",0
2013,"SVK",1
1997,"SVN",2
1998,"SVN",0
1999,"SVN",0
2000,"SVN",1
2001,"SVN",0
2002,"SVN",2
2003,"SVN",0
2004,"SVN",0
2005,"SVN",0
2006,"SVN",0
2007,"SVN",1
2008,"SVN",0
2009,"SVN",0
2010,"SVN",0
2011,"SVN",3
2012,"SVN",0
2013,"SVN",0
2014,"SVN",2
1968,"SWE",1
1969,"SWE",0
1970,"SWE",0
1971,"SWE",2
1972,"SWE",0
1973,"SWE",0
1974,"SWE",0
1975,"SWE",1
1976,"SWE",0
1977,"SWE",2
1978,"SWE",0
1979,"SWE",0
1980,"SWE",0
1981,"SWE",0
1982,"SWE",0
1983,"SWE",0
1984,"SWE",1
1985,"SWE",0
1986,"SWE",0
1987,"SWE",0
1988,"SWE",0
1989,"SWE",0
1990,"SWE",0
1991,"SWE",1
1992,"SWE",0
1993,"SWE",1
1994,"SWE",2
1995,"SWE",2
1996,"SWE",0
1997,"SWE",2
1998,"SWE",2
1999,"SWE",2
2000,"SWE",3
2001,"SWE",1
2002,"SWE",2
2003,"SWE",6
2004,"SWE",6
2005,"SWE",6
2006,"SWE",1
2007,"SWE",0
2008,"SWE",0
2009,"SWE",2
2010,"SWE",2
2011,"SWE",4
2012,"SWE",5
2013,"SWE",2
1992,"SWZ",1
1978,"SYC",1
1995,"SYR",1
1996,"SYR",0
1997,"SYR",0
1998,"SYR",0
1999,"SYR",0
2000,"SYR",0
2001,"SYR",0
2002,"SYR",0
2003,"SYR",0
2004,"SYR",1
2005,"SYR",0
2006,"SYR",1
2007,"SYR",0
2008,"SYR",0
2009,"SYR",1
2005,"TCA",1
1968,"THA",2
1969,"THA",0
1970,"THA",0
1971,"THA",0
1972,"THA",0
1973,"THA",0
1974,"THA",0
1975,"THA",0
1976,"THA",0
1977,"THA",0
1978,"THA",0
1979,"THA",0
1980,"THA",0
1981,"THA",0
1982,"THA",0
1983,"THA",0
1984,"THA",0
1985,"THA",0
1986,"THA",0
1987,"THA",0
1988,"THA",0
1989,"THA",0
1990,"THA",0
1991,"THA",0
1992,"THA",0
1993,"THA",0
1994,"THA",0
1995,"THA",0
1996,"THA",0
1997,"THA",1
1998,"THA",0
1999,"THA",1
2000,"THA",0
2001,"THA",2
2002,"THA",0
2003,"THA",1
2004,"THA",3
2005,"THA",3
2006,"THA",2
2007,"THA",3
2008,"THA",0
2009,"THA",0
2010,"THA",1
2011,"THA",0
2012,"THA",0
2013,"THA",2
2014,"THA",1
1991,"TKM",1
2000,"TLS",1
1992,"TON",1
1995,"TTO",1
1996,"TTO",0
1997,"TTO",0
1998,"TTO",0
1999,"TTO",0
2000,"TTO",0
2001,"TTO",1
2002,"TTO",0
2003,"TTO",0
2004,"TTO",0
2005,"TTO",0
2006,"TTO",0
2007,"TTO",1
2008,"TTO",0
2009,"TTO",0
2010,"TTO",0
2011,"TTO",2
2012,"TTO",3
2013,"TTO",2
2014,"TTO",1
2006,"TUN",1
2007,"TUN",0
2008,"TUN",0
2009,"TUN",0
2010,"TUN",0
2011,"TUN",1
2012,"TUN",0
2013,"TUN",1
1968,"TUR",1
1969,"TUR",0
1970,"TUR",0
1971,"TUR",0
1972,"TUR",2
1973,"TUR",0
1974,"TUR",1
1975,"TUR",0
1976,"TUR",0
1977,"TUR",0
1978,"TUR",0
1979,"TUR",0
1980,"TUR",0
1981,"TUR",0
1982,"TUR",0
1983,"TUR",0
1984,"TUR",0
1985,"TUR",0
1986,"TUR",0
1987,"TUR",0
1988,"TUR",0
1989,"TUR",1
1990,"TUR",1
1991,"TUR",0
1992,"TUR",0
1993,"TUR",0
1994,"TUR",0
1995,"TUR",0
1996,"TUR",0
1997,"TUR",1
1998,"TUR",0
1999,"TUR",3
2000,"TUR",4
2001,"TUR",4
2002,"TUR",4
2003,"TUR",4
2004,"TUR",2
2005,"TUR",2
2006,"TUR",5
2007,"TUR",1
2008,"TUR",2
2009,"TUR",1
2010,"TUR",1
2011,"TUR",2
2012,"TUR",0
2013,"TUR",0
2014,"TUR",1
1997,"TUV",1
1966,"TZA",1
1967,"TZA",0
1968,"TZA",0
1969,"TZA",0
1970,"TZA",0
1971,"TZA",0
1972,"TZA",0
1973,"TZA",0
1974,"TZA",0
1975,"TZA",0
1976,"TZA",0
1977,"TZA",0
1978,"TZA",0
1979,"TZA",0
1980,"TZA",0
1981,"TZA",0
1982,"TZA",0
1983,"TZA",0
1984,"TZA",0
1985,"TZA",0
1986,"TZA",0
1987,"TZA",0
1988,"TZA",0
1989,"TZA",0
1990,"TZA",0
1991,"TZA",0
1992,"TZA",0
1993,"TZA",0
1994,"TZA",0
1995,"TZA",0
1996,"TZA",0
1997,"TZA",0
1998,"TZA",0
1999,"TZA",0
2000,"TZA",0
2001,"TZA",0
2002,"TZA",0
2003,"TZA",0
2004,"TZA",0
2005,"TZA",0
2006,"TZA",0
2007,"TZA",0
2008,"TZA",0
2009,"TZA",1
1999,"UGA",1
1986,"UKR",1
1987,"UKR",0
1988,"UKR",0
1989,"UKR",1
1990,"UKR",0
1991,"UKR",0
1992,"UKR",0
1993,"UKR",0
1994,"UKR",1
1995,"UKR",0
1996,"UKR",0
1997,"UKR",0
1998,"UKR",0
1999,"UKR",1
2000,"UKR",0
2001,"UKR",0
2002,"UKR",1
2003,"UKR",0
2004,"UKR",0
2005,"UKR",1
2006,"UKR",1
2007,"UKR",0
2008,"UKR",1
2009,"UKR",1
2010,"UKR",1
2011,"UKR",3
1973,"URY",1
1974,"URY",0
1975,"URY",0
1976,"URY",0
1977,"URY",0
1978,"URY",0
1979,"URY",0
1980,"URY",0
1981,"URY",0
1982,"URY",0
1983,"URY",0
1984,"URY",0
1985,"URY",0
1986,"URY",0
1987,"URY",0
1988,"URY",0
1989,"URY",0
1990,"URY",0
1991,"URY",0
1992,"URY",0
1993,"URY",0
1994,"URY",0
1995,"URY",1
1996,"URY",0
1997,"URY",0
1998,"URY",0
1999,"URY",0
2000,"URY",1
2001,"URY",0
2002,"URY",2
2003,"URY",0
2004,"URY",0
2005,"URY",0
2006,"URY",0
2007,"URY",0
2008,"URY",0
2009,"URY",1
1962,"USA",60
1963,"USA",0
1964,"USA",0
1965,"USA",0
1966,"USA",178
1967,"USA",0
1968,"USA",183
1969,"USA",0
1970,"USA",119
1971,"USA",99
1972,"USA",130
1973,"USA",200
1974,"USA",232
1975,"USA",262
1976,"USA",235
1977,"USA",221
1978,"USA",269
1979,"USA",202
1980,"USA",215
1981,"USA",148
1982,"USA",152
1983,"USA",131
1984,"USA",155
1985,"USA",185
1986,"USA",162
1987,"USA",191
1988,"USA",202
1989,"USA",215
1990,"USA",205
1991,"USA",192
1992,"USA",200
1993,"USA",248
1994,"USA",352
1995,"USA",1185
1996,"USA",740
1997,"USA",1088
1998,"USA",1530
1999,"USA",2434
2000,"USA",2377
2001,"USA",2709
2002,"USA",2689
2003,"USA",3225
2004,"USA",3519
2005,"USA",3465
2006,"USA",3139
2007,"USA",3739
2008,"USA",4318
2009,"USA",3944
2010,"USA",3828
2011,"USA",4668
2012,"USA",6753
2013,"USA",6468
2014,"USA",2120
1987,"UZB",2
1988,"UZB",1
1989,"UZB",0
1990,"UZB",0
1991,"UZB",0
1992,"UZB",0
1993,"UZB",0
1994,"UZB",0
1995,"UZB",0
1996,"UZB",0
1997,"UZB",0
1998,"UZB",0
1999,"UZB",0
2000,"UZB",0
2001,"UZB",0
2002,"UZB",0
2003,"UZB",0
2004,"UZB",0
2005,"UZB",1
1975,"VEN",1
1976,"VEN",0
1977,"VEN",0
1978,"VEN",0
1979,"VEN",0
1980,"VEN",0
1981,"VEN",0
1982,"VEN",0
1983,"VEN",0
1984,"VEN",0
1985,"VEN",0
1986,"VEN",0
1987,"VEN",0
1988,"VEN",1
1989,"VEN",0
1990,"VEN",0
1991,"VEN",0
1992,"VEN",0
1993,"VEN",0
1994,"VEN",0
1995,"VEN",0
1996,"VEN",0
1997,"VEN",1
1998,"VEN",4
1999,"VEN",2
2000,"VEN",4
2001,"VEN",0
2002,"VEN",0
2003,"VEN",2
2004,"VEN",1
2005,"VEN",1
2006,"VEN",1
2007,"VEN",1
2008,"VEN",1
2009,"VEN",4
2010,"VEN",1
2011,"VEN",0
2012,"VEN",4
1998,"VGB",1
1999,"VGB",0
2000,"VGB",0
2001,"VGB",0
2002,"VGB",0
2003,"VGB",0
2004,"VGB",0
2005,"VGB",1
2006,"VGB",0
2007,"VGB",0
2008,"VGB",0
2009,"VGB",1
1978,"VIR",1
1979,"VIR",0
1980,"VIR",0
1981,"VIR",0
1982,"VIR",0
1983,"VIR",1
1984,"VIR",0
1985,"VIR",0
1986,"VIR",0
1987,"VIR",0
1988,"VIR",0
1989,"VIR",0
1990,"VIR",0
1991,"VIR",0
1992,"VIR",0
1993,"VIR",0
1994,"VIR",0
1995,"VIR",1
1996,"VIR",0
1997,"VIR",1
1998,"VIR",1
1999,"VIR",1
2000,"VIR",0
2001,"VIR",0
2002,"VIR",0
2003,"VIR",1
2004,"VIR",1
2005,"VIR",0
2006,"VIR",0
2007,"VIR",0
2008,"VIR",0
2009,"VIR",0
2010,"VIR",1
2011,"VIR",1
2012,"VIR",1
2013,"VIR",0
2014,"VIR",1
1966,"VNM",3
1967,"VNM",0
1968,"VNM",5
1969,"VNM",0
1970,"VNM",0
1971,"VNM",0
1972,"VNM",1
1973,"VNM",0
1974,"VNM",0
1975,"VNM",0
1976,"VNM",0
1977,"VNM",0
1978,"VNM",0
1979,"VNM",0
1980,"VNM",0
1981,"VNM",0
1982,"VNM",0
1983,"VNM",0
1984,"VNM",0
1985,"VNM",0
1986,"VNM",0
1987,"VNM",0
1988,"VNM",0
1989,"VNM",0
1990,"VNM",0
1991,"VNM",0
1992,"VNM",0
1993,"VNM",0
1994,"VNM",0
1995,"VNM",0
1996,"VNM",0
1997,"VNM",0
1998,"VNM",0
1999,"VNM",0
2000,"VNM",1
2001,"VNM",0
2002,"VNM",0
2003,"VNM",0
2004,"VNM",0
2005,"VNM",0
2006,"VNM",0
2007,"VNM",0
2008,"VNM",0
2009,"VNM",0
2010,"VNM",1
1972,"ZAF",3
1973,"ZAF",1
1974,"ZAF",0
1975,"ZAF",0
1976,"ZAF",1
1977,"ZAF",0
1978,"ZAF",0
1979,"ZAF",0
1980,"ZAF",0
1981,"ZAF",0
1982,"ZAF",1
1983,"ZAF",1
1984,"ZAF",0
1985,"ZAF",2
1986,"ZAF",0
1987,"ZAF",0
1988,"ZAF",0
1989,"ZAF",0
1990,"ZAF",0
1991,"ZAF",0
1992,"ZAF",1
1993,"ZAF",1
1994,"ZAF",0
1995,"ZAF",0
1996,"ZAF",1
1997,"ZAF",1
1998,"ZAF",2
1999,"ZAF",7
2000,"ZAF",4
2001,"ZAF",11
2002,"ZAF",7
2003,"ZAF",10
2004,"ZAF",10
2005,"ZAF",3
2006,"ZAF",5
2007,"ZAF",4
2008,"ZAF",3
2009,"ZAF",9
2010,"ZAF",11
2011,"ZAF",8
2012,"ZAF",28
2013,"ZAF",9
2014,"ZAF",6
2012,"ZMB",2
1994,"ZWE",1
1995,"ZWE",0
1996,"ZWE",0
1997,"ZWE",0
1998,"ZWE",0
1999,"ZWE",0
2000,"ZWE",0
2001,"ZWE",0
2002,"ZWE",0
2003,"ZWE",1
2004,"ZWE",0
2005,"ZWE",0
2006,"ZWE",0
2007,"ZWE",0
2008,"ZWE",0
2009,"ZWE",1
2010,"ZWE",0
2011,"ZWE",0
2012,"ZWE",1
