"unique_id","datetime","country","shape","duration (seconds)","latitude","longitude","GDP (in USD)","Internet Users (percent of total)","Unemployment (percent of total)","Syfy Films (total year)","Year"
886,"2011-10-01 09:30:00","USA","unknown","1500","31.7091667","-98.9908333","15517926000000.0","69.72946076","8.89999961853027","26","2011"
887,"2011-10-01 13:00:00","USA","circle","300","32.3413889","-90.3216667","15517926000000.0","69.72946076","8.89999961853027","26","2011"
888,"2011-10-01 15:00:00","USA","unknown","0","43.6136111","-116.2025000","15517926000000.0","69.72946076","8.89999961853027","26","2011"
889,"2011-10-01 16:00:00","USA","oval","60","36.3511111","-119.4191667","15517926000000.0","69.72946076","8.89999961853027","26","2011"
890,"2011-10-01 17:00:00","FRA","cigar","180","48.945484","2.037356","2862680142625.14","77.81999899","9.2480001449585","26","2011"
891,"2011-10-01 20:00:00","USA","unknown","0","30.3319444","-81.6558333","15517926000000.0","69.72946076","8.89999961853027","26","2011"
892,"2011-10-01 20:00:00","USA","unknown","5","38.4858333","-91.8502778","15517926000000.0","69.72946076","8.89999961853027","26","2011"
893,"2011-10-01 20:00:00","USA","triangle","300","34.2255556","-77.9450000","15517926000000.0","69.72946076","8.89999961853027","26","2011"
894,"2011-10-01 20:15:00","USA","sphere","900","39.1619444","-84.4569444","15517926000000.0","69.72946076","8.89999961853027","26","2011"
895,"2011-10-01 20:30:00","USA","light","90","42.1102778","-88.0341667","15517926000000.0","69.72946076","8.89999961853027","26","2011"
896,"2011-10-01 21:00:00","USA","light","300","41.7830556","-123.0591667","15517926000000.0","69.72946076","8.89999961853027","26","2011"
897,"2011-10-01 21:20:00","USA","fireball","10","33.1580556","-117.3497222","15517926000000.0","69.72946076","8.89999961853027","26","2011"
898,"2011-10-01 21:43:00","USA","fireball","45","39.0997222","-94.5783333","15517926000000.0","69.72946076","8.89999961853027","26","2011"
899,"2011-10-01 21:43:00","USA","fireball","60","39.0997222","-94.5783333","15517926000000.0","69.72946076","8.89999961853027","26","2011"
900,"2011-10-01 21:50:00","USA","light","180","46.8569444","-122.8516667","15517926000000.0","69.72946076","8.89999961853027","26","2011"
901,"2011-10-01 22:00:00","USA","rectangle","10","31.2436111","-90.4530556","15517926000000.0","69.72946076","8.89999961853027","26","2011"
902,"2011-10-01 23:00:00","USA","light","0","43.7730556","-88.4469444","15517926000000.0","69.72946076","8.89999961853027","26","2011"
903,"2011-10-01 23:11:00","USA","light","3600","33.6675000","-84.0177778","15517926000000.0","69.72946076","8.89999961853027","26","2011"
904,"2011-10-01 23:57:00","USA","formation","35","25.4683333","-80.4777778","15517926000000.0","69.72946076","8.89999961853027","26","2011"
905,"2012-10-01 01:00:00","USA","unknown","300","29.5819444","-95.7605556","16155255000000.0","74.7","8.10000038146973","22","2012"
906,"2012-10-01 01:50:00","USA","light","9","38.8338889","-104.8208333","16155255000000.0","74.7","8.10000038146973","22","2012"
907,"2012-10-01 02:00:00","USA","light","9","33.6305556","-112.3325000","16155255000000.0","74.7","8.10000038146973","22","2012"
908,"2012-10-01 06:30:00","USA","formation","10","27.3361111","-82.5308333","16155255000000.0","74.7","8.10000038146973","22","2012"
909,"2012-10-01 11:20:00","CAN","fireball","2700","42.983333","-79.25","1824288757447.57","83.0","7.300000190734861","22","2012"
910,"2012-10-01 17:30:00","USA","light","1800","34.1477778","-119.1941667","16155255000000.0","74.7","8.10000038146973","22","2012"
911,"2012-10-01 18:02:00","USA","oval","0","34.2561111","-78.0450000","16155255000000.0","74.7","8.10000038146973","22","2012"
912,"2012-10-01 19:30:00","USA","fireball","180","41.8008333","-87.9369444","16155255000000.0","74.7","8.10000038146973","22","2012"
913,"2012-10-01 20:00:00","USA","light","180","44.0522222","-123.0855556","16155255000000.0","74.7","8.10000038146973","22","2012"
914,"2012-10-01 20:00:00","USA","fireball","900","34.0922222","-117.4341667","16155255000000.0","74.7","8.10000038146973","22","2012"
915,"2012-10-01 20:00:00","USA","other","900","42.7261111","-87.7827778","16155255000000.0","74.7","8.10000038146973","22","2012"
916,"2012-10-01 20:00:00","USA","unknown","300","42.7622222","-84.9925000","16155255000000.0","74.7","8.10000038146973","22","2012"
917,"2012-10-01 20:10:00","USA","light","60","36.9752778","-121.9522222","16155255000000.0","74.7","8.10000038146973","22","2012"
918,"2012-10-01 22:30:00","USA","triangle","2700","45.7375000","-94.9522222","16155255000000.0","74.7","8.10000038146973","22","2012"
919,"2012-10-01 23:00:00","USA","fireball","180","40.8830556","-85.4975000","16155255000000.0","74.7","8.10000038146973","22","2012"
920,"2012-10-01 00:00:00","USA","triangle","300","42.4805556","-83.4755556","16155255000000.0","74.7","8.10000038146973","22","2012"
921,"2013-10-01 03:00:00","USA","triangle","5400","38.8338889","-104.8208333","16691517000000.0","71.4","7.400000095367429","27","2013"
922,"2013-10-01 06:35:00","USA","flash","4","39.5358333","-76.3486111","16691517000000.0","71.4","7.400000095367429","27","2013"
923,"2013-10-01 07:40:00","USA","circle","30","35.3733333","-119.0177778","16691517000000.0","71.4","7.400000095367429","27","2013"
924,"2013-10-01 09:43:00","USA","triangle","7200","40.1933333","-85.3863889","16691517000000.0","71.4","7.400000095367429","27","2013"
925,"2013-10-01 12:30:00","USA","unknown","60","40.4405556","-79.9961111","16691517000000.0","71.4","7.400000095367429","27","2013"
926,"2013-10-01 12:30:00","USA","unknown","60","40.4405556","-79.9961111","16691517000000.0","71.4","7.400000095367429","27","2013"
927,"2013-10-01 18:30:00","USA","light","240","40.0150000","-105.2700000","16691517000000.0","71.4","7.400000095367429","27","2013"
928,"2013-10-01 19:15:00","USA","unknown","300","29.7955556","-90.8227778","16691517000000.0","71.4","7.400000095367429","27","2013"
929,"2013-10-01 19:20:00","USA","sphere","1800","43.2122222","-77.4302778","16691517000000.0","71.4","7.400000095367429","27","2013"
930,"2013-10-01 19:25:00","USA","light","300","26.0583333","-80.3375000","16691517000000.0","71.4","7.400000095367429","27","2013"
931,"2013-10-01 20:00:00","USA","light","3600","27.9472222","-82.4586111","16691517000000.0","71.4","7.400000095367429","27","2013"
932,"2013-10-01 21:30:00","USA","fireball","1200","34.2072222","-84.1402778","16691517000000.0","71.4","7.400000095367429","27","2013"
933,"2013-10-01 21:40:00","USA","circle","90","36.5297222","-83.2175000","16691517000000.0","71.4","7.400000095367429","27","2013"
934,"2013-10-01 22:10:00","USA","unknown","900","42.6916667","-83.5541667","16691517000000.0","71.4","7.400000095367429","27","2013"
935,"2013-10-01 22:30:00","USA","triangle","60","42.4927778","-92.3427778","16691517000000.0","71.4","7.400000095367429","27","2013"
936,"2013-10-01 22:45:00","USA","fireball","1200","40.8841667","-72.9377778","16691517000000.0","71.4","7.400000095367429","27","2013"
937,"2013-10-01 23:00:00","GBR","fireball","30","51.514125","-.093689","2719509472492.7","89.8441","7.52600002288818","27","2013"
938,"2013-10-01 23:30:00","USA","unknown","600","43.3380556","-89.3802778","16691517000000.0","71.4","7.400000095367429","27","2013"
939,"1971-10-12 22:00:00","USA","chevron","180","42.6919444","-73.7250000","1167770000000.0","nan","nan","2","1971"
940,"1973-10-12 19:00:00","USA","disk","900","33.5205556","-86.8025000","1428549000000.0","nan","nan","2","1973"
941,"1975-10-12 01:00:00","AUS","fireball","900","-31.95224","115.861397","97226546497.3372","nan","nan","1","1975"
942,"1976-10-12 23:00:00","USA","disk","300","38.4038889","-96.1813889","1877587000000.0","nan","nan","1","1976"
943,"1978-10-12 03:30:00","USA","disk","0","35.4872222","-80.6219444","2356571000000.0","nan","nan","3","1978"
944,"1978-10-12 21:00:00","USA","triangle","7200","36.0344444","-89.3855556","2356571000000.0","nan","nan","3","1978"
945,"1978-10-12 23:00:00","USA","circle","7200","33.8480556","-109.1425000","2356571000000.0","nan","nan","3","1978"
946,"1979-10-12 00:45:00","USA","rectangle","900","39.7530556","-74.2233333","2632143000000.0","nan","nan","7","1979"
947,"1982-10-12 05:30:00","USA","light","20","30.2463889","-89.6111111","3344991000000.0","nan","nan","8","1982"
948,"1982-10-12 05:30:00","USA","light","29","30.2463889","-89.6111111","3344991000000.0","nan","nan","8","1982"
949,"1985-10-12 23:45:00","USA","disk","300","34.6875000","-77.1194444","4346734000000.0","nan","nan","6","1985"
950,"1988-10-12 16:30:00","AUS","cigar","900","-37.813938","144.963425","236135768335.274","nan","nan","4","1988"
951,"1994-10-12 11:55:00","USA","other","120","42.8141667","-73.9400000","7308755000000.0","4.862780635","6.099999904632571","4","1994"
952,"1994-10-12 15:00:00","USA","chevron","120","36.8297222","-84.8491667","7308755000000.0","4.862780635","6.099999904632571","4","1994"
953,"1994-10-12 21:00:00","USA","disk","120","27.2436111","-80.8300000","7308755000000.0","4.862780635","6.099999904632571","4","1994"
954,"1995-10-12 20:30:00","USA","triangle","10","38.2544444","-104.6086111","7664060000000.0","9.237088297","5.599999904632571","5","1995"
955,"1997-10-12 10:30:00","GBR","other","60","50.716667","-2","1537090700720.37","7.3853989570000005","7.07200002670288","19","1997"
956,"1997-10-12 18:30:00","USA","sphere","20","33.6602778","-117.9983333","8608515000000.0","21.61640097","4.90000009536743","19","1997"
957,"1997-10-12 21:51:00","USA","disk","1260","29.9938889","-90.2416667","8608515000000.0","21.61640097","4.90000009536743","19","1997"
958,"1997-10-12 22:30:00","USA","light","300","41.8500000","-87.6500000","8608515000000.0","21.61640097","4.90000009536743","19","1997"
959,"1997-10-12 23:00:00","USA","other","15","43.4441667","-71.6477778","8608515000000.0","21.61640097","4.90000009536743","19","1997"
960,"1998-10-12 04:00:00","USA","egg","11","40.8000000","-96.6666667","9089168000000.0","30.09319659","4.5","13","1998"
961,"1998-10-12 07:00:00","USA","light","300","40.6669444","-111.8872222","9089168000000.0","30.09319659","4.5","13","1998"
962,"1998-10-12 19:00:00","USA","fireball","1800","35.6008333","-82.5541667","9089168000000.0","30.09319659","4.5","13","1998"
963,"1998-10-12 19:00:00","USA","light","2400","35.6008333","-82.5541667","9089168000000.0","30.09319659","4.5","13","1998"
964,"1999-10-12 01:30:00","USA","triangle","60","46.8722222","-113.9930556","9660624000000.0","35.84872446","4.19999980926514","20","1999"
965,"1999-10-12 05:11:00","USA","fireball","120","44.6366667","-123.1047222","9660624000000.0","35.84872446","4.19999980926514","20","1999"
966,"1999-10-12 09:00:00","USA","oval","120","36.8744444","-94.8772222","9660624000000.0","35.84872446","4.19999980926514","20","1999"
967,"1999-10-12 12:07:00","USA","fireball","3600","39.9991667","-78.2388889","9660624000000.0","35.84872446","4.19999980926514","20","1999"
968,"1999-10-12 17:15:00","USA","cigar","600","33.5091667","-111.8983333","9660624000000.0","35.84872446","4.19999980926514","20","1999"
969,"1999-10-12 20:00:00","USA","triangle","600","31.3797222","-110.1177778","9660624000000.0","35.84872446","4.19999980926514","20","1999"
970,"1999-10-12 21:35:00","USA","triangle","300","48.1172222","-122.7591667","9660624000000.0","35.84872446","4.19999980926514","20","1999"
971,"1999-10-12 22:00:00","USA","fireball","600","33.4483333","-112.0733333","9660624000000.0","35.84872446","4.19999980926514","20","1999"
972,"1999-10-12 22:15:00","USA","other","30","36.1538889","-95.9925000","9660624000000.0","35.84872446","4.19999980926514","20","1999"
973,"1999-10-12 23:00:00","USA","formation","3600","45.9763889","-94.3622222","9660624000000.0","35.84872446","4.19999980926514","20","1999"
974,"2000-10-12 08:00:00","USA","other","300","32.7555556","-98.9019444","10284779000000.0","43.07916264","4.0","18","2000"
975,"2000-10-12 11:09:00","CHL","formation","7620","-29.906301","-71.250204","77860932151.8471","16.6","9.16199970245361","18","2000"
976,"2000-10-12 15:00:00","USA","disk","30","36.4744444","-81.8050000","10284779000000.0","43.07916264","4.0","18","2000"
977,"2000-10-12 17:40:00","USA","disk","6","38.9863889","-81.9736111","10284779000000.0","43.07916264","4.0","18","2000"
978,"2000-10-12 18:00:00","USA","cigar","600","43.4155556","-72.8227778","10284779000000.0","43.07916264","4.0","18","2000"
979,"2000-10-12 18:59:00","USA","oval","1080","33.3527778","-111.7883333","10284779000000.0","43.07916264","4.0","18","2000"
980,"2000-10-12 19:00:00","USA","unknown","900","33.3527778","-111.7883333","10284779000000.0","43.07916264","4.0","18","2000"
981,"2000-10-12 19:30:00","USA","fireball","60","36.1538889","-95.9925000","10284779000000.0","43.07916264","4.0","18","2000"
982,"2000-10-12 20:08:00","GBR","light","600","50.39514","-3.513924","1635441065214.1","26.82175435","5.5619997978210405","18","2000"
983,"2000-10-12 21:30:00","USA","light","300","33.3702778","-112.5830556","10284779000000.0","43.07916264","4.0","18","2000"
984,"2001-10-12 01:30:00","USA","circle","1200","25.7738889","-80.1938889","10621824000000.0","49.08083159","4.699999809265139","19","2001"
985,"2001-10-12 05:30:00","USA","disk","1200","25.7738889","-80.1938889","10621824000000.0","49.08083159","4.699999809265139","19","2001"
986,"2001-10-12 12:34:00","IRL","light","754","0","0","109119123042.506","23.13881219","3.68300008773804","19","2001"
987,"2001-10-12 15:40:00","USA","disk","120","39.7391667","-104.9841667","10621824000000.0","49.08083159","4.699999809265139","19","2001"
988,"2001-10-12 18:30:00","USA","formation","120","33.4483333","-112.0733333","10621824000000.0","49.08083159","4.699999809265139","19","2001"
989,"2001-10-12 19:40:00","FRA","other","2","48.097456","-0.349277","1382218344519.02","26.32590355","9.10999965667725","19","2001"
990,"2001-10-12 20:30:00","GBR","triangle","10","52.683333","-2.016667","1613034403339.57","33.48109487","4.69600009918213","19","2001"
991,"2001-10-12 23:08:00","USA","other","10","61.3213889","-149.5677778","10621824000000.0","49.08083159","4.699999809265139","19","2001"
992,"2002-10-12 02:40:00","USA","light","0","47.6741667","-122.1202778","10977514000000.0","58.78540388","5.800000190734861","18","2002"
993,"2002-10-12 11:00:00","USA","disk","600","37.7250000","-122.1550000","10977514000000.0","58.78540388","5.800000190734861","18","2002"
994,"2002-10-12 11:00:00","USA","circle","600","33.1672222","-95.1116667","10977514000000.0","58.78540388","5.800000190734861","18","2002"
995,"2002-10-12 13:50:00","AUS","cone","0","-29.949369","114.982101","394635830891.586","nan","6.368000030517581","18","2002"
996,"2002-10-12 14:40:00","USA","unknown","180","37.7750000","-122.4183333","10977514000000.0","58.78540388","5.800000190734861","18","2002"
997,"2002-10-12 15:49:00","USA","light","900","40.3041667","-74.1008333","10977514000000.0","58.78540388","5.800000190734861","18","2002"
998,"2002-10-12 18:00:00","USA","formation","600","34.5400000","-112.4677778","10977514000000.0","58.78540388","5.800000190734861","18","2002"
999,"2002-10-12 19:10:00","USA","disk","3","47.4830556","-122.2158333","10977514000000.0","58.78540388","5.800000190734861","18","2002"
