"year","country","sightings","gdp","unemployment","internet","scifi"
2007,"PHL",4,1.49359920006e+11,7.38999986649,5.97,0
2008,"PHL",0,1.74195135053e+11,7.32999992371,6.22,0
2009,"PHL",4,1.68334599538e+11,7.46999979019,9.0,0
2010,"PHL",6,1.99590774785e+11,7.34999990463,25.0,0
2011,"PHL",1,2.24143083707e+11,7.03000020981,29.0,0
2012,"PHL",3,2.50092093548e+11,6.98999977112,36.2351,0
2013,"PHL",7,2.71836123724e+11,7.09999990463,48.09902359,0
2014,"PHL",2,2.84584522899e+11,6.59000015259,49.6,0
1960,"PLW",0,0,0,0,0
1961,"PLW",0,0,0,0,0
1962,"PLW",0,0,0,0,0
1963,"PLW",0,0,0,0,0
1964,"PLW",0,0,0,0,0
1965,"PLW",0,0,0,0,0
1966,"PLW",0,0,0,0,0
1967,"PLW",0,0,0,0,0
1968,"PLW",0,0,0,0,0
1969,"PLW",0,0,0,0,0
1970,"PLW",0,0,0,0,0
1971,"PLW",0,0,0,0,0
1972,"PLW",0,0,0,0,0
1973,"PLW",0,0,0,0,0
1974,"PLW",0,0,0,0,0
1975,"PLW",0,0,0,0,0
1976,"PLW",0,0,0,0,0
1977,"PLW",0,0,0,0,0
1978,"PLW",0,0,0,0,0
1979,"PLW",0,0,0,0,0
1980,"PLW",0,0,0,0,0
1981,"PLW",0,0,0,0,0
1982,"PLW",0,0,0,0,0
1983,"PLW",0,0,0,0,0
1984,"PLW",0,0,0,0,0
1985,"PLW",0,0,0,0,0
1986,"PLW",0,0,0,0,0
1987,"PLW",0,0,0,0,0
1988,"PLW",0,0,0,0,0
1989,"PLW",0,0,0,0,0
1990,"PLW",0,76888000.0,0,0.0,0
1991,"PLW",0,83855000.0,0,0.0,0
1992,"PLW",0,82451000.0,0,0.0,0
1993,"PLW",0,75907000.0,0,0.0,0
1994,"PLW",0,83527000.0,0,0.0,0
1995,"PLW",0,95237000.0,0,0.0,0
1996,"PLW",0,108203000.0,0,0.0,0
1997,"PLW",0,113213000.0,0,0.0,0
1998,"PLW",0,117320000.0,0,0.0,0
1999,"PLW",0,113485000.0,0,0.0,0
2000,"PLW",0,149300000.0,0,0.0,0
2001,"PLW",0,160000000.0,0,0.0,0
2002,"PLW",0,163500000.0,0,20.24393947,0
2003,"PLW",0,159900000.0,0,21.60152718,0
2004,"PLW",0,175300000.0,0,26.97033263,0
2005,"PLW",1,193300000.0,0,0,0
2006,"PLW",0,194700000.0,0,0,0
2007,"PLW",0,196000000.0,0,0,0
2008,"PLW",0,198100000.0,0,0,0
2009,"PLW",0,186400000.0,0,0,0
2010,"PLW",0,183800000.0,0,0,0
2011,"PLW",0,199900000.0,0,0,0
2012,"PLW",1,214200000.0,0,0,0
2013,"PLW",0,228700000.0,0,0,0
2014,"PLW",0,250900000.0,0,0,0
1960,"PNG",0,230496032.973,0,0,0
1961,"PNG",0,244832035.024,0,0,0
1962,"PNG",0,261184037.363,0,0,0
1963,"PNG",0,275968039.478,0,0,0
1964,"PNG",0,305312043.675,0,0,0
1965,"PNG",0,344159480.345,0,0,0
1966,"PNG",0,390973233.285,0,0,0
1967,"PNG",0,441706910.068,0,0,0
1968,"PNG",0,485160824.28,0,0,0
1969,"PNG",0,551237316.609,0,0,0
1970,"PNG",0,645537126.218,0,0,0
1971,"PNG",0,717716130.494,0,0,0
1972,"PNG",0,858802035.928,0,0,0
1973,"PNG",0,1299105240.73,0,0,0
1974,"PNG",0,1467346060.0,0,0,0
1975,"PNG",0,1356591176.86,0,0,0
1976,"PNG",0,1511856584.26,0,0,0
1977,"PNG",0,1640763204.45,0,0,0
1978,"PNG",0,1947947524.33,0,0,0
1979,"PNG",0,2293621944.37,0,0,0
1980,"PNG",0,2545983007.9,0,0,0
1981,"PNG",0,2498068350.67,0,0,0
1982,"PNG",0,2368584969.53,0,0,0
1983,"PNG",0,2562492524.82,0,0,0
1984,"PNG",0,2552526263.08,0,0,0
1985,"PNG",0,2423373088.07,0,0,0
1986,"PNG",0,2648033765.7,0,0,0
1987,"PNG",0,3143848331.31,0,0,0
1988,"PNG",0,3655979702.46,0,0,0
1989,"PNG",0,3546460176.99,0,0,0
1990,"PNG",0,3219730365.0,0,0.0,0
1991,"PNG",0,3787352286.67,2.71399998665,0.0,0
1992,"PNG",0,4377984100.0,2.69899988174,0.0,0
1993,"PNG",0,4974662910.0,2.66899991035,0.0,0
1994,"PNG",0,5502648500.0,2.65300011635,0.0,0
1995,"PNG",0,4636113480.0,2.65700006485,0.0,0
1996,"PNG",0,5155485419.7,2.63499999046,0.002067023,0
1997,"PNG",0,4936605080.0,2.63100004196,0.100588321,0
1998,"PNG",0,3789428160.0,2.62599992752,0.234958542,0
1999,"PNG",0,3477060138.33,2.61100006104,0.667113315,0
2000,"PNG",0,3521348154.8,2.8599998951,0.835249302,0
2001,"PNG",0,3081029665.98,2.7009999752,0.904103545,0
2002,"PNG",0,2999542369.42,2.56999993324,1.321656935,0
2003,"PNG",0,3536459111.24,2.59599995613,1.374404668,0
2004,"PNG",0,3927114465.91,2.62199997902,1.507912772,0
2005,"PNG",0,4865971718.3,2.55599999428,1.716190476,0
2006,"PNG",0,5527856839.07,2.49399995804,1.754487261,0
2007,"PNG",0,6340673793.55,2.43799996376,1.790559361,0
2008,"PNG",0,8000074071.33,2.38400006294,1.15,0
2009,"PNG",0,8105331929.88,2.40400004387,1.61,0
2010,"PNG",0,9716103408.97,2.367000103,1.28,0
2011,"PNG",0,12873049346.3,2.59999990463,2.0,0
2012,"PNG",1,15391629871.4,2.58999991417,3.5,0
2013,"PNG",0,15413163674.9,2.58500003815,5.1,0
2014,"PNG",0,16928680397.4,2.57999992371,6.5,0
1960,"POL",0,0,0,0,0
1961,"POL",0,0,0,0,0
1962,"POL",0,0,0,0,0
1963,"POL",0,0,0,0,0
1964,"POL",0,0,0,0,0
1965,"POL",0,0,0,0,0
1966,"POL",0,0,0,0,0
1967,"POL",0,0,0,0,0
1968,"POL",0,0,0,0,0
1969,"POL",0,0,0,0,0
1970,"POL",0,0,0,0,0
1971,"POL",0,0,0,0,0
1972,"POL",0,0,0,0,0
1973,"POL",0,0,0,0,0
1974,"POL",0,0,0,0,0
1975,"POL",0,0,0,0,0
1976,"POL",0,0,0,0,0
1977,"POL",0,0,0,0,0
1978,"POL",0,0,0,0,0
1979,"POL",0,0,0,0,0
1980,"POL",0,0,0,0,0
1981,"POL",0,0,0,0,0
1982,"POL",0,0,0,0,0
1983,"POL",0,0,0,0,0
1984,"POL",0,0,0,0,0
1985,"POL",0,0,0,0,0
1986,"POL",0,0,0,0,0
1987,"POL",0,0,0,0,0
1988,"POL",0,0,0,0,0
1989,"POL",0,0,0,0,0
1990,"POL",0,65977749038.4,0,0.0,0
1991,"POL",0,85500935935.0,11.9659996033,0.005229468,0
1992,"POL",0,94337050693.3,13.3190002441,0.052127181,0
1993,"POL",0,96045645026.2,13.998000145,0.129961704,0
1994,"POL",0,1.10803391517e+11,14.4440002441,0.389098144,0
1995,"POL",1,1.42137319588e+11,13.3380002975,0.647752333,0
1996,"POL",0,1.59942880457e+11,12.3540000916,1.295200255,0
1997,"POL",2,1.5911779953e+11,10.9639997482,2.073465474,0
1998,"POL",1,1.74388271854e+11,9.93500041962,4.102272002,0
1999,"POL",2,1.69717677901e+11,12.2899999619,5.45644373,0
2000,"POL",1,1.71885598583e+11,16.3129997253,7.285428708,0
2001,"POL",2,1.90521263343e+11,18.3729991913,9.900669707,0
2002,"POL",2,1.98680637255e+11,19.8950004578,21.15,0
2003,"POL",1,2.17518642325e+11,19.3700008392,24.87,0
2004,"POL",5,2.55102252843e+11,19.0729999542,32.53,0
2005,"POL",0,3.06134635594e+11,17.7460002899,38.81,0
2006,"POL",4,3.44826430298e+11,13.8400001526,44.58,0
2007,"POL",1,4.29249647595e+11,9.60200023651,48.6,0
2008,"POL",1,5.33815789474e+11,7.11800003052,53.13,0
2009,"POL",1,4.39796160379e+11,8.16699981689,58.97,0
2010,"POL",0,4.79321128909e+11,9.63700008392,62.32,0
2011,"POL",3,5.28819945375e+11,9.63199996948,61.94999897,0
2012,"POL",3,5.00344281382e+11,10.0880002975,62.30999727,0
2013,"POL",3,5.24214789308e+11,10.3260002136,62.8492,0
2014,"POL",0,5.4515177852e+11,8.98999977112,66.6,0
1960,"PRI",0,1691900000.0,0,0,0
1961,"PRI",0,1865100000.0,0,0,0
1962,"PRI",1,2094400000.0,0,0,0
1963,"PRI",0,2333600000.0,0,0,0
1964,"PRI",0,2570500000.0,0,0,0
1965,"PRI",0,2881500000.0,0,0,0
1966,"PRI",0,3170500000.0,0,0,0
1967,"PRI",0,3532700000.0,0,0,0
1968,"PRI",0,3941700000.0,0,0,0
1969,"PRI",0,4460700000.0,0,0,0
1970,"PRI",3,5034700000.0,0,0,0
1971,"PRI",0,5646800000.0,0,0,0
1972,"PRI",1,6328900000.0,0,0,0
1973,"PRI",0,7002400000.0,0,0,0
1974,"PRI",0,7684800000.0,0,0,0
1975,"PRI",0,8198300000.0,0,0,0
1976,"PRI",1,8968600000.0,0,0,0
1977,"PRI",2,9910900000.0,0,0,0
1978,"PRI",1,11165000000.0,0,0,0
1979,"PRI",1,12750000000.0,0,0,0
1980,"PRI",2,14436100000.0,0,0,0
1981,"PRI",2,15955700000.0,0,0,0
1982,"PRI",0,16764200000.0,0,0,0
1983,"PRI",0,17276600000.0,0,0,0
1984,"PRI",0,19162600000.0,0,0,0
1985,"PRI",0,20289200000.0,0,0,0
1986,"PRI",0,21969400000.0,0,0,0
1987,"PRI",1,23878000000.0,0,0,0
1988,"PRI",0,26178400000.0,0,0,0
1989,"PRI",3,28266800000.0,0,0,0
1990,"PRI",2,30603919000.0,0,0.0,0
1991,"PRI",1,32287031000.0,16.1800003052,0.0,0
1992,"PRI",0,34630430000.0,16.9300003052,0.0,0
1993,"PRI",1,36922456000.0,16.9099998474,0.0,0
1994,"PRI",0,39690630000.0,14.5600004196,0.027254662,0
1995,"PRI",3,42647331000.0,13.9300003052,0.135102783,0
1996,"PRI",0,45340835000.0,13.6400003433,0.268160428,0
1997,"PRI",0,48187039000.0,13.8000001907,1.331822159,0
1998,"PRI",6,54086409000.0,13.4600000381,2.647646679,0
1999,"PRI",2,57840954000.0,11.8100004196,5.265682651,0
2000,"PRI",0,61701810000.0,10.0799999237,10.47464821,0
2001,"PRI",0,69668635000.0,11.3400001526,15.63003092,0
2002,"PRI",0,72546194000.0,11.9399995804,17.54764757,0
2003,"PRI",3,75833996000.0,11.779999733,19.70702566,0
2004,"PRI",2,80322313000.0,10.3100004196,22.13073823,0
2005,"PRI",4,83914521340.5,11.3500003815,23.40005045,0
2006,"PRI",5,87276164364.6,11.0100002289,25.44241821,0
2007,"PRI",6,89524131617.2,10.9300003052,27.86,0
2008,"PRI",11,93639316000.0,11.4799995422,38.0,0
2009,"PRI",6,96385638000.0,15.0,41.5,0
2010,"PRI",3,98381268000.0,16.1000003815,45.3,0
2011,"PRI",8,1.0035167e+11,15.6999998093,48.0,0
2012,"PRI",9,1.01080738e+11,14.5,68.9999826,0
2013,"PRI",9,1.03134778e+11,14.3000001907,68.99999,0
2014,"PRI",4,0,13.8999996185,76.13385972,0
1960,"PRT",0,3193200404.37,0,0,0
1961,"PRT",0,3417516639.38,0,0,0
1962,"PRT",0,3668222357.66,0,0,0
1963,"PRT",0,3905734459.73,0,0,0
1964,"PRT",0,4235608177.67,0,0,0
1965,"PRT",0,4687464054.83,0,0,0
1966,"PRT",0,5135387845.97,0,0,0
1967,"PRT",0,5740241165.63,0,0,0
1968,"PRT",0,6354262628.34,0,0,0
1969,"PRT",0,6969025825.63,0,0,0
1970,"PRT",0,8109032775.45,0,0,0
1971,"PRT",0,9202512367.49,0,0,0
1972,"PRT",0,11240223128.2,0,0,0
1973,"PRT",0,15092052330.3,0,0,0
1974,"PRT",0,17514112075.8,0,0,0
1975,"PRT",0,19349512941.2,0,0,0
1976,"PRT",1,20334835543.8,0,0,0
1977,"PRT",0,21441635411.2,0,0,0
1978,"PRT",1,23489924726.3,0,0,0
1979,"PRT",0,26625439344.3,0,0,0
1980,"PRT",0,32899759311.2,0,0,0
1981,"PRT",1,31980423452.8,0,0,0
1982,"PRT",0,30530759334.0,0,0,0
1983,"PRT",0,27242331885.6,0,0,0
1984,"PRT",0,25220451794.0,0,0,0
1985,"PRT",0,27118476173.7,0,0,0
1986,"PRT",0,38749715721.8,0,0,0
1987,"PRT",0,48187667852.6,0,0,0
1988,"PRT",0,56352797353.8,0,0,0
1989,"PRT",0,60600056659.0,0,0,0
1990,"PRT",0,78721607509.5,0,0.0,0
1991,"PRT",0,89242382961.0,3.91899991035,0.10023057,0
1992,"PRT",0,1.07602689041e+11,3.9849998951,0.250426501,0
1993,"PRT",0,95019103603.0,5.30000019073,0.450161608,0
1994,"PRT",0,99698453260.9,6.71299982071,0.718905754,0
1995,"PRT",0,1.18133634072e+11,7.0640001297,1.494334529,0
1996,"PRT",1,1.22629812841e+11,7.29799985886,2.98087767,0
1997,"PRT",1,1.17046198971e+11,6.57100009918,4.953001955,0
1998,"PRT",1,1.2398173642e+11,4.65100002289,9.870446442,0
1999,"PRT",0,1.27465545493e+11,4.59499979019,14.74233784,0
2000,"PRT",0,1.18358489958e+11,3.81999993324,16.43046769,0
2001,"PRT",6,1.21545880984e+11,3.82500004768,18.08713656,0
2002,"PRT",4,1.34228697534e+11,4.49700021744,19.37,0
2003,"PRT",3,1.6496419526e+11,6.13199996948,29.67,0
2004,"PRT",8,1.89187437298e+11,6.31699991226,31.78,0
2005,"PRT",2,1.9730451312e+11,7.58199977875,34.99,0
2006,"PRT",3,2.0856694894e+11,7.64699983597,38.01,0
2007,"PRT",1,2.40169336162e+11,7.96400022507,42.09,0
2008,"PRT",2,2.6200759045e+11,7.55200004578,44.13,0
2009,"PRT",3,2.43745748819e+11,9.43200016022,48.27,0
2010,"PRT",1,2.38303443425e+11,10.7700004578,53.3,0
2011,"PRT",2,2.44895101712e+11,12.6770000458,55.24999688,0
2012,"PRT",3,2.16368178659e+11,15.5270004272,60.33999749,0
2013,"PRT",1,2.26073492966e+11,16.1830005646,62.0956,0
2014,"PRT",0,2.29629822122e+11,13.8940000534,64.59,0
1960,"PRY",0,0,0,0,0
1961,"PRY",0,0,0,0,0
1962,"PRY",0,0,0,0,0
1963,"PRY",0,0,0,0,0
1964,"PRY",0,0,0,0,0
1965,"PRY",0,400129691.27,0,0,0
1966,"PRY",0,421700442.063,0,0,0
1967,"PRY",0,451524124.603,0,0,0
1968,"PRY",0,477012512.698,0,0,0
1969,"PRY",0,512728946.032,0,0,0
1970,"PRY",0,548758098.413,0,0,0
1971,"PRY",0,609047284.921,0,0,0
1972,"PRY",0,697291727.778,0,0,0
1973,"PRY",0,889357059.524,0,0,0
1974,"PRY",0,1199618980.16,0,0,0
1975,"PRY",0,1351889403.17,0,0,0
1976,"PRY",0,1540820245.24,0,0,0
1977,"PRY",0,1912353339.68,0,0,0
1978,"PRY",0,2350329157.14,0,0,0
1979,"PRY",0,3135123879.37,0,0,0
1980,"PRY",0,4094810488.1,0,0,0
1981,"PRY",0,5219516810.32,0,0,0
1982,"PRY",0,5067450002.21,0,0,0
1983,"PRY",0,5237432542.47,0,0,0
1984,"PRY",0,4067222369.31,0,0,0
1985,"PRY",0,2966234106.19,0,0,0
1986,"PRY",0,3439716561.65,0,0,0
1987,"PRY",0,3778316380.24,0,0,0
1988,"PRY",0,4082625952.74,0,0,0
1989,"PRY",0,4599970618.44,0,0,0
1990,"PRY",0,5695201563.42,0,0.0,0
1991,"PRY",0,6984367762.9,6.33199977875,0.0,0
1992,"PRY",0,7157424031.06,7.50699996948,0.0,0
1993,"PRY",0,7249533620.31,5.05999994278,0.0,0
1994,"PRY",0,7870982170.98,4.40999984741,0.0,0
1995,"PRY",0,9062131307.88,3.40000009537,0.0,0
1996,"PRY",0,9788391732.83,8.19999980927,0.020359612,0
1997,"PRY",0,9965225496.59,5.40000009537,0.099576719,0
1998,"PRY",0,9024567484.2,5.30000019073,0.194904951,0
1999,"PRY",0,8392549702.32,6.59999990463,0.38165732,0
2000,"PRY",0,8195993230.74,7.59999990463,0.747630712,0
2001,"PRY",0,7662595075.9,7.59999990463,1.098793836,0
2002,"PRY",0,6325151760.07,10.6999998093,1.794969598,0
2003,"PRY",0,6588103836.35,7.90000009537,2.111942082,0
2004,"PRY",0,8033877360.42,7.40000009537,3.452438431,0
2005,"PRY",0,8734653809.5,5.80000019073,7.907007861,0
2006,"PRY",1,10646157920.3,6.69999980927,7.962073884,0
2007,"PRY",0,13794910633.9,5.61999988556,11.21,0
2008,"PRY",1,18504130753.0,5.59000015259,14.27,0
2009,"PRY",0,15929902138.1,6.51000022888,18.9,0
2010,"PRY",0,20030528042.9,5.67999982834,19.8,0
2011,"PRY",0,25099681460.9,5.51000022888,24.76351588,0
2012,"PRY",0,24595319573.8,4.84999990463,29.34,0
2013,"PRY",0,28965906502.2,5.01000022888,36.9,0
2014,"PRY",0,30881166852.3,6.01000022888,43.0,0
1960,"PSE",0,0,0,0,0
1961,"PSE",0,0,0,0,0
1962,"PSE",0,0,0,0,0
1963,"PSE",0,0,0,0,0
1964,"PSE",0,0,0,0,0
1965,"PSE",0,0,0,0,0
1966,"PSE",0,0,0,0,0
1967,"PSE",0,0,0,0,0
1968,"PSE",0,0,0,0,0
1969,"PSE",0,0,0,0,0
1970,"PSE",0,0,0,0,0
1971,"PSE",0,0,0,0,0
1972,"PSE",0,0,0,0,0
1973,"PSE",0,0,0,0,0
1974,"PSE",0,0,0,0,0
1975,"PSE",0,0,0,0,0
1976,"PSE",0,0,0,0,0
1977,"PSE",0,0,0,0,0
1978,"PSE",0,0,0,0,0
1979,"PSE",0,0,0,0,0
1980,"PSE",0,0,0,0,0
1981,"PSE",0,0,0,0,0
1982,"PSE",0,0,0,0,0
1983,"PSE",0,0,0,0,0
1984,"PSE",0,0,0,0,0
1985,"PSE",0,0,0,0,0
1986,"PSE",0,0,0,0,0
1987,"PSE",0,0,0,0,0
1988,"PSE",0,0,0,0,0
1989,"PSE",0,0,0,0,0
1990,"PSE",0,0,0,0.0,0
1991,"PSE",0,0,26.9139995575,0.0,0
1992,"PSE",0,0,28.6009998322,0.0,0
1993,"PSE",0,0,24.9880008698,0.0,0
1994,"PSE",0,2843300000.0,25.5860004425,0.0,0
1995,"PSE",0,3282800000.0,21.5739994049,0.0,0
1996,"PSE",0,3409600000.0,23.7999992371,0.0,0
1997,"PSE",0,3759800000.0,20.2999992371,0.0,0
1998,"PSE",1,4067800000.0,14.5699996948,0.0,0
1999,"PSE",0,4271200000.0,11.6099996567,0.0,0
2000,"PSE",0,4313600000.0,14.220000267,1.111306207,0
2001,"PSE",0,4003700000.0,24.9400005341,1.836854839,0
2002,"PSE",0,3555800000.0,30.6800003052,3.100092235,0
2003,"PSE",0,3968000000.0,24.4500007629,4.130616356,0
2004,"PSE",0,4329200000.0,26.7800006866,4.400904826,0
2005,"PSE",0,4831800000.0,23.4599990845,16.005,0
2006,"PSE",0,4910100000.0,23.5799999237,18.41,0
2007,"PSE",0,5505800000.0,21.3899993896,21.176,0
2008,"PSE",0,6673500000.0,25.9899997711,24.358,0
2009,"PSE",0,7268200000.0,24.5499992371,32.23,0
2010,"PSE",0,8913100000.0,23.7299995422,37.4,0
2011,"PSE",0,10465400000.0,20.9400005341,41.08,0
2012,"PSE",0,11279400000.0,22.9699993134,43.4,0
2013,"PSE",0,12476000000.0,23.3999996185,46.6,0
2014,"PSE",0,12715600000.0,26.9449996948,53.67,0
1960,"PYF",0,0,0,0,0
1961,"PYF",0,0,0,0,0
1962,"PYF",0,0,0,0,0
1963,"PYF",0,0,0,0,0
1964,"PYF",0,0,0,0,0
1965,"PYF",0,176534589.603,0,0,0
1966,"PYF",0,215659455.017,0,0,0
1967,"PYF",0,220984369.129,0,0,0
1968,"PYF",0,259590076.293,0,0,0
1969,"PYF",0,242943776.862,0,0,0
1970,"PYF",0,254035999.217,0,0,0
1971,"PYF",0,296613496.873,0,0,0
1972,"PYF",0,325843254.667,0,0,0
1973,"PYF",0,431254103.046,0,0,0
1974,"PYF",0,555337985.683,0,0,0
1975,"PYF",0,690319754.911,0,0,0
1976,"PYF",0,732286143.343,0,0,0
1977,"PYF",0,793193187.416,0,0,0
1978,"PYF",0,1005573294.21,0,0,0
1979,"PYF",0,1215031775.27,0,0,0
1980,"PYF",0,1362151523.69,0,0,0
1981,"PYF",0,1279972866.38,0,0,0
1982,"PYF",0,1286462642.64,0,0,0
1983,"PYF",0,1335895286.39,0,0,0
1984,"PYF",0,1378991403.38,0,0,0
1985,"PYF",0,1507230778.9,0,0,0
1986,"PYF",0,2301514717.3,0,0,0
1987,"PYF",0,2543199148.39,0,0,0
1988,"PYF",0,2687472829.63,0,0,0
1989,"PYF",0,2636461517.11,0,0,0
1990,"PYF",0,3181206304.82,0,0.0,0
1991,"PYF",0,3267367609.9,17.9869995117,0.0,0
1992,"PYF",0,3558215110.25,16.8600006104,0.0,0
1993,"PYF",0,3694600399.89,15.763999939,0.0,0
1994,"PYF",0,3522272321.41,14.7370004654,0.0,0
1995,"PYF",0,3982374845.93,13.7969999313,0.0,0
1996,"PYF",0,3954696873.75,12.8999996185,0.090971944,0
1997,"PYF",0,3567062511.87,13.9560003281,0.21438525,0
1998,"PYF",0,3775160797.39,15.0679998398,1.316164696,0
1999,"PYF",1,3797016068.7,21.2140007019,3.448900232,0
2000,"PYF",0,3447543137.94,17.3169994354,6.357063545,0
2001,"PYF",0,0,14.1639995575,6.251588946,0
2002,"PYF",0,0,11.7100000381,8.200216486,0
2003,"PYF",0,0,16.5750007629,14.12429379,0
2004,"PYF",0,0,13.1850004196,17.88453743,0
2005,"PYF",0,0,16.1089992523,21.54218547,0
2006,"PYF",0,0,19.466999054,25.10796425,0
2007,"PYF",0,0,11.6999998093,28.59,0
2008,"PYF",0,0,12.8280000687,33.87,0
2009,"PYF",0,0,12.4099998474,44.6,0
2010,"PYF",0,0,11.9420003891,49.0,0
2011,"PYF",0,0,16.2479991913,49.0,0
2012,"PYF",0,0,21.7900009155,52.87663059,0
2013,"PYF",0,0,21.7240009308,56.8,0
2014,"PYF",0,0,21.6149997711,60.68,0
1960,"QAT",0,0,0,0,0
1961,"QAT",0,0,0,0,0
1962,"QAT",0,0,0,0,0
1963,"QAT",0,0,0,0,0
1964,"QAT",0,0,0,0,0
1965,"QAT",0,0,0,0,0
1966,"QAT",0,0,0,0,0
1967,"QAT",0,0,0,0,0
1968,"QAT",0,0,0,0,0
1969,"QAT",0,0,0,0,0
1970,"QAT",0,301791301.791,0,0,0
1971,"QAT",0,387700084.246,0,0,0
1972,"QAT",0,510259940.72,0,0,0
1973,"QAT",0,793884368.04,0,0,0
1974,"QAT",0,2401403227.44,0,0,0
1975,"QAT",0,2512784033.38,0,0,0
1976,"QAT",0,3284301332.19,0,0,0
1977,"QAT",0,3617580171.76,0,0,0
1978,"QAT",0,4052000412.7,0,0,0
1979,"QAT",0,5633000318.02,0,0,0
1980,"QAT",0,7829094613.07,0,0,0
1981,"QAT",0,8661263763.74,0,0,0
1982,"QAT",0,7596703214.29,0,0,0
1983,"QAT",0,6467582307.69,0,0,0
1984,"QAT",0,6704395824.18,0,0,0
1985,"QAT",0,6153296456.04,0,0,0
1986,"QAT",0,5053021950.55,0,0,0
1987,"QAT",0,5446428681.32,0,0,0
1988,"QAT",0,6038187032.97,0,0,0
1989,"QAT",0,6487912087.91,0,0,0
1990,"QAT",0,7360439423.08,0,0.0,0
1991,"QAT",0,6883516483.52,0.754999995232,0.0,0
1992,"QAT",0,7646153983.52,0.467000007629,0.0,0
1993,"QAT",0,7156593653.85,0.414999991655,0.0,0
1994,"QAT",0,7374450769.23,0.36700001359,0.0,0
1995,"QAT",0,8137911978.02,0.324999988079,0.190209535,0
1996,"QAT",0,9059340384.62,0.298000007868,0.930185833,0
1997,"QAT",1,11297802115.4,2.83500003815,3.083749186,0
1998,"QAT",0,10255495027.5,0.467999994755,3.52002985,0
1999,"QAT",0,12393131868.1,0.294999986887,4.070728915,0
2000,"QAT",0,17759890109.9,1.42299997807,4.863679179,0
2001,"QAT",0,17538461538.5,5.39400005341,6.170268561,0
2002,"QAT",0,19363736263.7,4.70100021362,10.22612893,0
2003,"QAT",0,23533791208.8,3.82800006866,19.24233642,0
2004,"QAT",0,31734065934.1,2.07100009918,20.70164785,0
2005,"QAT",0,44530494505.5,1.55999994278,24.73349378,0
2006,"QAT",0,60882142857.1,1.36800003052,28.97411271,0
2007,"QAT",0,79712087912.1,0.572000026703,37.0,0
2008,"QAT",0,1.15270054945e+11,0.347000002861,44.3,0
2009,"QAT",0,97798351648.4,0.354000002146,53.1,0
2010,"QAT",0,1.25122306346e+11,0.451000005007,69.0,0
2011,"QAT",1,1.67775274725e+11,0.582000017166,69.0,0
2012,"QAT",0,1.86833516484e+11,0.458999991417,69.3,0
2013,"QAT",0,1.98727747253e+11,0.287000000477,85.3,0
2014,"QAT",0,2.06224725275e+11,0.209999993443,91.49,0
1960,"ROU",0,0,0,0,0
1961,"ROU",0,0,0,0,0
1962,"ROU",0,0,0,0,0
1963,"ROU",0,0,0,0,0
1964,"ROU",0,0,0,0,0
1965,"ROU",0,0,0,0,0
1966,"ROU",0,0,0,0,0
1967,"ROU",0,0,0,0,0
1968,"ROU",0,0,0,0,0
1969,"ROU",0,0,0,0,0
1970,"ROU",0,0,0,0,0
1971,"ROU",0,0,0,0,0
1972,"ROU",0,0,0,0,0
1973,"ROU",1,0,0,0,0
1974,"ROU",0,0,0,0,0
1975,"ROU",0,0,0,0,0
1976,"ROU",0,0,0,0,0
1977,"ROU",0,0,0,0,0
1978,"ROU",0,0,0,0,0
1979,"ROU",0,0,0,0,0
1980,"ROU",0,0,0,0,0
1981,"ROU",0,0,0,0,0
1982,"ROU",0,0,0,0,0
1983,"ROU",1,0,0,0,0
1984,"ROU",0,0,0,0,0
1985,"ROU",0,0,0,0,0
1986,"ROU",1,0,0,0,0
1987,"ROU",1,38413636363.6,0,0,0
1988,"ROU",1,40809523809.5,0,0,0
1989,"ROU",0,42105263157.9,0,0,0
1990,"ROU",0,38995454545.5,0,0.0,0
1991,"ROU",0,28998684210.5,7.3639998436,0.0,0
1992,"ROU",0,25121666666.7,8.26000022888,0.0,0
1993,"ROU",0,26362894736.8,8.09799957275,0.003703214,0
1994,"ROU",0,30074440483.4,8.19999980927,0.026300162,0
1995,"ROU",0,37662075750.1,8.0,0.074952756,0
1996,"ROU",0,37182938696.1,6.69999980927,0.221622649,0
1997,"ROU",0,35838588169.6,5.51399993896,0.445444676,0
1998,"ROU",1,41976002703.9,5.62900018692,2.237649473,0
1999,"ROU",0,36183003978.3,6.23699998856,2.697580217,0
2000,"ROU",2,37438527799.5,6.96700000763,3.613717291,0
2001,"ROU",0,40716836998.0,6.55800008774,4.538669029,0
2002,"ROU",2,46174557555.6,8.10999965668,6.58,0
2003,"ROU",4,59867801204.8,6.94999980927,8.9,0
2004,"ROU",2,76216441462.1,7.71899986267,15.0,0
2005,"ROU",5,99697566667.8,7.17399978638,21.5,0
2006,"ROU",2,1.23533036668e+11,7.26900005341,24.66,0
2007,"ROU",0,1.71536685396e+11,6.41300010681,28.3,0
2008,"ROU",0,2.08181626901e+11,5.78800010681,32.42,0
2009,"ROU",1,1.67422949529e+11,6.85900020599,36.6,0
2010,"ROU",1,1.67998080493e+11,6.95900011063,39.93,0
2011,"ROU",0,1.85362855081e+11,7.17700004578,40.00999678,0
2012,"ROU",5,1.71664638717e+11,6.79400014877,45.87999425,0
2013,"ROU",3,1.91549024911e+11,7.09600019455,49.7645,0
2014,"ROU",0,1.99493490983e+11,6.80200004578,54.08,0
