"year","country","sightings","gdp","unemployment","internet","scifi"
1981,"ESP",0,2.02257045774e+11,0,0,0
1982,"ESP",0,1.95464408602e+11,0,0,0
1983,"ESP",0,1.70486866357e+11,0,0,0
1984,"ESP",0,1.71635463362e+11,0,0,0
1985,"ESP",0,1.80302412231e+11,0,0,0
1986,"ESP",1,2.50638463467e+11,0,0,0
1987,"ESP",0,3.17882187037e+11,0,0,0
1988,"ESP",0,3.75138723325e+11,0,0,0
1989,"ESP",0,4.13630538018e+11,0,0,0
1990,"ESP",0,5.35101248776e+11,0,0.012873564,0
1991,"ESP",0,5.7559853707e+11,15.9280004501,0.025686194,0
1992,"ESP",0,6.29202392004e+11,17.7010002136,0.076845453,0
1993,"ESP",1,5.23649481762e+11,22.1609992981,0.127689668,0
1994,"ESP",0,5.2912157732e+11,24.2089996338,0.280069738,0
1995,"ESP",1,6.12939685081e+11,22.6749992371,0.380800728,0
1996,"ESP",1,6.40998292395e+11,22.1420001984,1.331847404,0
1997,"ESP",0,5.88692045455e+11,20.6979999542,2.803319625,0
1998,"ESP",2,6.17041986858e+11,18.6739997864,4.361892394,0
1999,"ESP",1,6.331941189e+11,15.4759998322,7.085039678,0
2000,"ESP",2,5.95402616547e+11,13.7849998474,13.62496081,0
2001,"ESP",7,6.25975838926e+11,10.3479995728,18.14872269,0
2002,"ESP",7,7.05145868624e+11,11.1459999084,20.39,0
2003,"ESP",10,9.06853273138e+11,11.2829999924,39.93,0
2004,"ESP",4,1.06955550037e+12,11.0900001526,44.01,0
2005,"ESP",11,1.15727645815e+12,9.14599990845,47.88,0
2006,"ESP",6,1.26455149918e+12,8.45199966431,50.37,0
2007,"ESP",2,1.47934163701e+12,8.23200035095,55.11,0
2008,"ESP",7,1.63498901421e+12,11.2550001144,59.6,0
2009,"ESP",4,1.49907474298e+12,17.857000351,62.4,0
2010,"ESP",8,1.4315876123e+12,19.8600006104,65.8,0
2011,"ESP",4,1.48801721351e+12,21.3910007477,67.08999939,0
2012,"ESP",9,1.33594571266e+12,24.7870006561,69.80999994,0
2013,"ESP",1,1.36177586986e+12,26.0939998627,71.635,0
2014,"ESP",2,1.37585605772e+12,24.4409999847,76.19,0
1960,"EST",0,0,0,0,0
1961,"EST",0,0,0,0,0
1962,"EST",0,0,0,0,0
1963,"EST",0,0,0,0,0
1964,"EST",0,0,0,0,0
1965,"EST",0,0,0,0,0
1966,"EST",0,0,0,0,0
1967,"EST",0,0,0,0,0
1968,"EST",0,0,0,0,0
1969,"EST",0,0,0,0,0
1970,"EST",0,0,0,0,0
1971,"EST",0,0,0,0,0
1972,"EST",0,0,0,0,0
1973,"EST",0,0,0,0,0
1974,"EST",0,0,0,0,0
1975,"EST",0,0,0,0,0
1976,"EST",0,0,0,0,0
1977,"EST",0,0,0,0,0
1978,"EST",0,0,0,0,0
1979,"EST",0,0,0,0,0
1980,"EST",0,0,0,0,0
1981,"EST",0,0,0,0,0
1982,"EST",0,0,0,0,0
1983,"EST",0,0,0,0,0
1984,"EST",0,0,0,0,0
1985,"EST",0,0,0,0,0
1986,"EST",0,0,0,0,0
1987,"EST",0,0,0,0,0
1988,"EST",0,0,0,0,0
1989,"EST",0,0,0,0,0
1990,"EST",1,0,0,0.0,0
1991,"EST",0,0,1.46800005436,0.0,0
1992,"EST",0,0,3.68099999428,0.065484797,0
1993,"EST",1,0,6.54400014877,0.300711282,0
1994,"EST",0,0,7.5609998703,1.159750913,0
1995,"EST",1,4373665145.55,9.65900039673,2.778968489,0
1996,"EST",0,4746109767.2,9.91499996185,3.525111129,0
1997,"EST",0,5066240419.3,10.3690004349,5.706276548,0
1998,"EST",0,5617109244.63,9.51000022888,10.79603483,0
1999,"EST",0,5726897998.3,11.5729999542,14.50089724,0
2000,"EST",0,5685774808.81,13.3599996567,28.57695381,0
2001,"EST",0,6245069734.13,13.1350002289,31.52748977,0
2002,"EST",0,7322069511.16,10.0260000229,41.52,0
2003,"EST",0,9833870709.12,11.2880001068,45.32,0
2004,"EST",0,12059201242.2,10.248000145,53.2,0
2005,"EST",3,14006088297.5,8.03299999237,61.45,0
2006,"EST",4,16963625015.7,5.91499996185,63.51,0
2007,"EST",1,22237061730.1,4.59200000763,66.19,0
2008,"EST",1,24194039255.9,5.45499992371,70.58,0
2009,"EST",1,19652492636.8,13.5480003357,72.5,0
2010,"EST",0,19490936349.2,16.7070007324,74.1,0
2011,"EST",1,23170239900.8,12.3280000687,76.5,0
2012,"EST",0,23043864510.1,10.0209999084,78.38992593,0
2013,"EST",0,25081185830.7,8.63099956512,80.0043,0
2014,"EST",0,26213940386.8,7.35200023651,84.24152803,0
1960,"ETH",0,0,0,0,0
1961,"ETH",0,0,0,0,0
1962,"ETH",0,0,0,0,0
1963,"ETH",0,0,0,0,0
1964,"ETH",0,0,0,0,0
1965,"ETH",0,0,0,0,0
1966,"ETH",0,0,0,0,0
1967,"ETH",0,0,0,0,0
1968,"ETH",0,0,0,0,0
1969,"ETH",0,0,0,0,0
1970,"ETH",0,0,0,0,0
1971,"ETH",0,0,0,0,0
1972,"ETH",0,0,0,0,0
1973,"ETH",0,0,0,0,0
1974,"ETH",0,0,0,0,0
1975,"ETH",0,0,0,0,0
1976,"ETH",0,0,0,0,0
1977,"ETH",0,0,0,0,0
1978,"ETH",0,0,0,0,0
1979,"ETH",0,0,0,0,0
1980,"ETH",0,0,0,0,0
1981,"ETH",0,7324903188.41,0,0,0
1982,"ETH",0,7707678019.32,0,0,0
1983,"ETH",0,8567890821.26,0,0,0
1984,"ETH",0,8096302367.15,0,0,0
1985,"ETH",0,9480840483.09,0,0,0
1986,"ETH",0,9848600869.57,0,0,0
1987,"ETH",0,10527338647.3,0,0,0
1988,"ETH",0,10908935748.8,0,0,0
1989,"ETH",0,11476584879.2,0,0,0
1990,"ETH",0,12175166763.3,0,0.0,0
1991,"ETH",0,13463868357.5,5.46000003815,0.0,0
1992,"ETH",0,10492993077.6,5.45599985123,0.0,0
1993,"ETH",0,8830712713.91,5.40399980545,0.0,0
1994,"ETH",0,6927950564.56,5.41800022125,0.0,0
1995,"ETH",0,7663984567.9,5.43200016022,1.75e-05,0
1996,"ETH",0,8547939730.62,5.4470000267,0.001703448,0
1997,"ETH",0,8589211390.5,6.24900007248,0.00496672,0
1998,"ETH",0,7818224905.55,7.16400003433,0.009663517,0
1999,"ETH",0,7700833482.01,8.19999980927,0.012541599,0
2000,"ETH",0,8242392103.68,5.15399980545,0.015263767,0
2001,"ETH",0,8231326016.47,7.06799983978,0.037162381,0
2002,"ETH",1,7850809498.17,6.43400001526,0.072402262,0
2003,"ETH",0,8623691300.04,5.85099983215,0.105811659,0
2004,"ETH",0,10131187261.4,5.31500005722,0.155334521,0
2005,"ETH",0,12401139454.0,5.38000011444,0.219659819,0
2006,"ETH",0,15280861834.6,5.26200008392,0.310592657,0
2007,"ETH",0,19707616772.8,5.28299999237,0.37,0
2008,"ETH",0,27066912635.2,5.21999979019,0.45,0
2009,"ETH",0,32437389116.0,5.11800003052,0.54,0
2010,"ETH",2,29933790334.3,5.16300010681,0.75,0
2011,"ETH",0,31952763089.3,5.23999977112,1.1,0
2012,"ETH",1,43310721414.1,5.91699981689,2.9,0
2013,"ETH",1,47648211133.2,4.98000001907,4.6,0
2014,"ETH",0,55612228233.5,4.98099994659,7.7,0
1960,"FIN",0,5224102195.53,0,0,0
1961,"FIN",0,5921659485.03,0,0,0
1962,"FIN",0,6340580854.39,0,0,0
1963,"FIN",0,6885920328.66,0,0,0
1964,"FIN",0,7766655085.79,0,0,0
1965,"FIN",0,8589340019.03,0,0,0
1966,"FIN",0,9208524504.88,0,0,0
1967,"FIN",0,9368954010.31,0,0,0
1968,"FIN",0,8823033880.33,0,0,0
1969,"FIN",0,10070766720.5,0,0,0
1970,"FIN",0,11365953567.4,0,0,0
1971,"FIN",0,12536710287.0,0,0,0
1972,"FIN",0,14754136507.0,0,0,0
1973,"FIN",1,19486826979.9,0,0,0
1974,"FIN",0,24867278714.4,0,0,0
1975,"FIN",0,29494515597.2,0,0,0
1976,"FIN",0,31873171718.7,0,0,0
1977,"FIN",1,33524682307.8,0,0,0
1978,"FIN",0,36283091407.9,0,0,0
1979,"FIN",0,44498283620.8,0,0,0
1980,"FIN",0,53685049410.3,0,0,0
1981,"FIN",0,52485533204.7,0,0,0
1982,"FIN",0,52832120389.8,0,0,0
1983,"FIN",0,51014090520.9,0,0,0
1984,"FIN",0,52926394934.7,0,0,0
1985,"FIN",0,55914236377.6,0,0,0
1986,"FIN",0,73586676049.7,0,0,0
1987,"FIN",0,91642093872.6,0,0,0
1988,"FIN",0,1.09103056148e+11,0,0,0
1989,"FIN",0,1.19064708328e+11,0,0,0
1990,"FIN",0,1.41517648888e+11,0,0.40108767,0
1991,"FIN",0,1.27866490222e+11,6.50299978256,1.397439332,0
1992,"FIN",0,1.12625431378e+11,11.595000267,1.88687977,0
1993,"FIN",1,89255751014.9,16.2010002136,2.568461349,0
1994,"FIN",1,1.03321570859e+11,16.4260005951,4.915098554,0
1995,"FIN",0,1.34199346405e+11,17.0049991608,13.90030389,0
1996,"FIN",0,1.32099404608e+11,15.5719995499,16.78007526,0
1997,"FIN",1,1.26833123354e+11,14.9670000076,19.4586828,0
1998,"FIN",0,1.33936359591e+11,13.2139997482,25.45252493,0
1999,"FIN",2,1.35225868315e+11,11.6929998398,32.29509229,0
2000,"FIN",1,1.25539893127e+11,11.1350002289,37.24846174,0
2001,"FIN",2,1.29250111857e+11,10.2910003662,43.10536335,0
2002,"FIN",3,1.39552983249e+11,10.4230003357,62.43,0
2003,"FIN",6,1.71071106095e+11,10.4689998627,69.22,0
2004,"FIN",2,1.96768065557e+11,10.3579998016,72.39,0
2005,"FIN",5,2.04436015421e+11,8.38399982452,74.48,0
2006,"FIN",0,2.16552502823e+11,7.71899986267,79.66,0
2007,"FIN",0,2.55384615385e+11,6.85400009155,80.78,0
2008,"FIN",2,2.83742493042e+11,6.36899995804,83.67,0
2009,"FIN",0,2.51499027508e+11,8.25,82.49,0
2010,"FIN",1,2.47799815768e+11,8.39400005341,86.89,0
2011,"FIN",1,2.73674236773e+11,7.78100013733,88.70999491,0
2012,"FIN",1,2.56706466091e+11,7.6890001297,89.87999797,0
2013,"FIN",0,2.69980111643e+11,8.19299983978,91.5144,0
2014,"FIN",1,2.7260928869e+11,8.66300010681,86.53039275,0
1960,"FJI",0,112328422.113,0,0,0
1961,"FJI",0,116987784.914,0,0,0
1962,"FJI",0,122906434.958,0,0,0
1963,"FJI",0,129454728.624,0,0,0
1964,"FJI",0,140032741.468,0,0,0
1965,"FJI",0,147084750.031,0,0,0
1966,"FJI",0,150603925.516,0,0,0
1967,"FJI",0,162625885.863,0,0,0
1968,"FJI",0,166952937.135,0,0,0
1969,"FJI",0,182182067.704,0,0,0
1970,"FJI",0,219878482.174,0,0,0
1971,"FJI",0,247749327.721,0,0,0
1972,"FJI",0,316650508.968,0,0,0
1973,"FJI",0,425963359.355,0,0,0
1974,"FJI",0,558589870.904,0,0,0
1975,"FJI",0,684268280.813,0,0,0
1976,"FJI",0,694552411.719,0,0,0
1977,"FJI",0,719533137.127,0,0,0
1978,"FJI",0,829239489.844,0,0,0
1979,"FJI",0,1019743927.25,0,0,0
1980,"FJI",0,1202567359.41,0,0,0
1981,"FJI",0,1235899836.18,0,0,0
1982,"FJI",0,1194015444.02,0,0,0
1983,"FJI",0,1123107276.3,0,0,0
1984,"FJI",0,1177997413.63,0,0,0
1985,"FJI",0,1141210124.83,0,0,0
1986,"FJI",1,1290228616.82,0,0,0
1987,"FJI",0,1177908191.98,0,0,0
1988,"FJI",0,1109976927.92,0,0,0
1989,"FJI",0,1182686577.23,0,0,0
1990,"FJI",0,1337024782.23,0,0.0,0
1991,"FJI",0,1383843860.12,5.90000009537,0.0,0
1992,"FJI",0,1531803060.55,5.40000009537,0.0,0
1993,"FJI",0,1635426125.31,5.90000009537,0.006678447,0
1994,"FJI",0,1825285158.12,5.69999980927,0.007907399,0
1995,"FJI",0,1970347720.97,5.40000009537,0.009115343,0
1996,"FJI",0,2129266728.43,5.78000020981,0.064437142,0
1997,"FJI",0,2093994597.22,6.67199993134,0.223454842,0
1998,"FJI",0,1656784779.55,8.85999965668,0.633167865,0
1999,"FJI",0,1942170999.19,8.30900001526,0.942462063,0
2000,"FJI",0,1684109743.49,7.78100013733,1.496854734,0
2001,"FJI",0,1660102345.6,6.12599992752,1.857978594,0
2002,"FJI",0,1842691481.09,8.35099983215,6.1526497,0
2003,"FJI",0,2315935752.72,8.5,6.725434738,0
2004,"FJI",0,2727507212.93,4.69999980927,7.412943485,0
2005,"FJI",0,3006725014.78,4.59999990463,8.453636634,0
2006,"FJI",0,3102741451.02,6.50400018692,9.6000384,0
2007,"FJI",0,3405050611.69,8.60000038147,10.89783105,0
2008,"FJI",1,3523185919.56,8.80000019073,13.0,0
2009,"FJI",0,2870624635.68,8.69999980927,17.0,0
2010,"FJI",0,3140508835.95,8.89999961853,20.0,0
2011,"FJI",0,3774530615.66,9.0,28.0,0
2012,"FJI",1,3972012570.53,9.0,33.74235675,0
2013,"FJI",0,4190143206.26,8.95600032806,35.2,0
2014,"FJI",0,4469810099.08,8.91499996185,37.4,0
1960,"FRA",0,62651474946.6,0,0,0
1961,"FRA",0,68346741504.4,0,0,0
1962,"FRA",0,76313782251.7,0,0,0
1963,"FRA",0,85551113767.4,0,0,0
1964,"FRA",0,94906593388.3,0,0,0
1965,"FRA",0,1.02160571409e+11,0,0,0
1966,"FRA",2,1.10597467199e+11,0,0,0
1967,"FRA",0,1.1946613962e+11,0,0,0
1968,"FRA",0,1.29847107788e+11,0,0,0
1969,"FRA",0,1.40725497222e+11,0,0,0
1970,"FRA",0,1.48948860281e+11,0,0,0
1971,"FRA",0,1.66564460755e+11,0,0,0
1972,"FRA",0,2.04283485046e+11,0,0,0
1973,"FRA",0,2.65381555687e+11,0,0,0
1974,"FRA",1,2.86526186579e+11,0,0,0
1975,"FRA",0,3.62000917852e+11,0,0,0
1976,"FRA",1,3.73410270418e+11,0,0,0
1977,"FRA",0,4.11464295266e+11,0,0,0
1978,"FRA",1,5.08183139535e+11,0,0,0
1979,"FRA",0,6.15834104224e+11,0,0,0
1980,"FRA",0,7.03525302701e+11,0,0,0
1981,"FRA",0,6.17589619795e+11,0,0,0
1982,"FRA",1,5.86837009682e+11,0,0,0
1983,"FRA",0,5.61852138738e+11,0,0,0
1984,"FRA",0,5.32648802822e+11,0,0,0
1985,"FRA",0,5.55197109067e+11,0,0,0
1986,"FRA",0,7.7455630268e+11,0,0,0
1987,"FRA",0,9.38368438284e+11,0,0,0
1988,"FRA",1,1.02350401938e+12,0,0,0
1989,"FRA",0,1.03012235246e+12,0,0,0
1990,"FRA",1,1.2753005662e+12,0,0.052777862,0
1991,"FRA",2,1.27556330659e+12,9.13399982452,0.140113895,0
1992,"FRA",0,1.40872490706e+12,10.2049999237,0.279049463,0
1993,"FRA",0,1.33009497336e+12,11.3210000992,0.590619383,0
1994,"FRA",3,1.40163634216e+12,12.593000412,0.899867425,0
1995,"FRA",0,1.60989223288e+12,12.0399999619,1.637947245,0
1996,"FRA",1,1.61424541608e+12,12.845000267,2.584033979,0
1997,"FRA",2,1.46070914812e+12,13.0559997559,4.255003872,0
1998,"FRA",2,1.5107582833e+12,12.6149997711,6.319778722,0
1999,"FRA",2,1.50027594289e+12,12.513999939,9.125317889,0
2000,"FRA",4,1.36843836374e+12,10.7430000305,14.30792394,0
2001,"FRA",3,1.38221834452e+12,9.10999965668,26.32590355,0
2002,"FRA",3,1.50033785056e+12,9.16899967194,30.18,0
2003,"FRA",6,1.8481241535e+12,8.79399967194,36.14,0
2004,"FRA",5,2.12411224236e+12,9.40200042725,39.15,0
2005,"FRA",5,2.20367864693e+12,8.94600009918,42.87,0
2006,"FRA",3,2.3250119182e+12,8.9359998703,46.87,0
2007,"FRA",2,2.66311251027e+12,8.05399990082,66.09,0
2008,"FRA",5,2.92346565109e+12,7.48400020599,70.68,0
2009,"FRA",2,2.69382745207e+12,9.14700031281,71.58,0
2010,"FRA",4,2.64683711179e+12,9.30399990082,77.28,0
2011,"FRA",7,2.86268014263e+12,9.24800014496,77.81999899,0
2012,"FRA",4,2.68141610854e+12,9.81499958038,81.44,0
2013,"FRA",3,2.80851120319e+12,10.3520002365,81.9198,0
2014,"FRA",0,2.84930532268e+12,10.3050003052,83.75,0
1960,"FRO",0,0,0,0,0
1961,"FRO",0,0,0,0,0
1962,"FRO",0,0,0,0,0
1963,"FRO",0,0,0,0,0
1964,"FRO",0,0,0,0,0
1965,"FRO",0,0,0,0,0
1966,"FRO",0,0,0,0,0
1967,"FRO",0,0,0,0,0
1968,"FRO",0,0,0,0,0
1969,"FRO",0,0,0,0,0
1970,"FRO",0,0,0,0,0
1971,"FRO",0,0,0,0,0
1972,"FRO",0,0,0,0,0
1973,"FRO",0,0,0,0,0
1974,"FRO",0,0,0,0,0
1975,"FRO",0,0,0,0,0
1976,"FRO",0,0,0,0,0
1977,"FRO",0,0,0,0,0
1978,"FRO",0,0,0,0,0
1979,"FRO",0,0,0,0,0
1980,"FRO",0,0,0,0,0
1981,"FRO",0,0,0,0,0
1982,"FRO",0,0,0,0,0
1983,"FRO",0,0,0,0,0
1984,"FRO",0,0,0,0,0
1985,"FRO",0,0,0,0,0
1986,"FRO",0,0,0,0,0
1987,"FRO",0,0,0,0,0
1988,"FRO",0,0,0,0,0
1989,"FRO",0,0,0,0,0
1990,"FRO",0,0,0,0.0,0
1991,"FRO",0,0,0,0.0,0
1992,"FRO",0,0,0,0.0,0
1993,"FRO",0,0,0,0.0,0
1994,"FRO",0,0,0,0.0,0
1995,"FRO",0,0,0,0.0,0
1996,"FRO",0,0,0,2.318786811,0
1997,"FRO",0,0,0,4.601297566,0
1998,"FRO",0,1105688872.97,0,11.33786848,0
1999,"FRO",0,1125684470.06,0,22.29753835,0
2000,"FRO",0,1062339943.83,0,32.91639236,0
2001,"FRO",0,1154899793.34,0,43.24698352,0
2002,"FRO",0,1268445919.41,0,53.29922183,0
2003,"FRO",0,1486861878.96,0,58.91264097,0
2004,"FRO",0,1683997930.26,0,66.53359947,0
2005,"FRO",0,1730891409.08,0,67.90263174,0
2006,"FRO",0,1970142377.92,0,69.35944512,0
2007,"FRO",0,2278229533.05,0,75.98,0
2008,"FRO",0,2413237402.15,0,75.57,0
2009,"FRO",1,2257097731.55,0,75.18,0
2010,"FRO",0,2301178416.01,0,75.2,0
2011,"FRO",0,2468748767.98,0,80.7321728,0
2012,"FRO",0,2356505419.1,0,85.33518924,0
2013,"FRO",0,2613458942.48,0,90.0,0
2014,"FRO",0,0,0,93.3,0
1960,"GBR",0,72328047042.2,0,0,0
1961,"GBR",0,76694360635.9,0,0,0
1962,"GBR",1,80601939635.2,0,0,0
1963,"GBR",0,85443766670.4,0,0,0
1964,"GBR",0,93387598813.9,0,0,0
1965,"GBR",0,1.00595782309e+11,0,0,0
1966,"GBR",3,1.07090721447e+11,0,0,0
1967,"GBR",0,1.1118538341e+11,0,0,0
1968,"GBR",1,1.04702736248e+11,0,0,0
1969,"GBR",0,1.12676874822e+11,0,0,0
1970,"GBR",6,1.30671946244e+11,0,0,0
1971,"GBR",5,1.48113896325e+11,0,0,0
1972,"GBR",6,1.69965034965e+11,0,0,0
1973,"GBR",1,1.92537971583e+11,0,0,0
1974,"GBR",7,2.06131369799e+11,0,0,0
1975,"GBR",5,2.41756637168e+11,0,0,0
1976,"GBR",10,2.32614555256e+11,0,0,0
1977,"GBR",5,2.63066457352e+11,0,0,0
1978,"GBR",13,3.35883029722e+11,0,0,0
1979,"GBR",10,4.38994070309e+11,0,0,0
1980,"GBR",12,5.64947710899e+11,0,0,0
1981,"GBR",2,5.40765675241e+11,0,0,0
1982,"GBR",4,5.15048916841e+11,0,0,0
1983,"GBR",6,4.89618008186e+11,0,0,0
1984,"GBR",7,4.61487097632e+11,0,0,0
1985,"GBR",3,4.89285164271e+11,0,0,0
1986,"GBR",6,6.01452653181e+11,0,0,0
1987,"GBR",9,7.45162608269e+11,0,0,0
1988,"GBR",6,9.10122732124e+11,0,0,0
1989,"GBR",5,9.26884816754e+11,0,0,0
1990,"GBR",6,1.0931693892e+12,0,0.087355319,0
1991,"GBR",3,1.14279717813e+12,8.55200004578,0.174230922,0
1992,"GBR",8,1.17965952966e+12,9.77700042725,0.260615159,0
1993,"GBR",16,1.06138872226e+12,10.3479995728,0.519762001,0
1994,"GBR",12,1.14048974594e+12,9.64999961853,1.036609166,0
1995,"GBR",19,1.32025564147e+12,8.69400024414,1.895168284,0
1996,"GBR",32,1.39297971919e+12,8.1920003891,4.123650336,0
1997,"GBR",44,1.53709070072e+12,7.0720000267,7.385398957,0
1998,"GBR",48,1.62356409407e+12,6.20300006866,13.6699831,0
1999,"GBR",65,1.65216793399e+12,6.04300022125,21.29363827,0
2000,"GBR",110,1.63544106521e+12,5.56199979782,26.82175435,0
2001,"GBR",143,1.61303440334e+12,4.69600009918,33.48109487,0
2002,"GBR",163,1.75757194245e+12,5.03700017929,56.48,0
2003,"GBR",158,2.02848816327e+12,4.80700016022,64.82,0
2004,"GBR",145,2.38900402783e+12,4.59399986267,65.61,0
2005,"GBR",151,2.50810363636e+12,4.75,70.0,0
2006,"GBR",202,2.67827782889e+12,5.34999990463,68.82,0
2007,"GBR",168,3.06300520208e+12,5.26200008392,75.09,0
2008,"GBR",187,2.87546323529e+12,5.61499977112,78.39,0
2009,"GBR",263,2.36712727839e+12,7.53700017929,83.56,0
2010,"GBR",133,2.42968044451e+12,7.78700017929,85.0,0
2011,"GBR",63,2.60882465424e+12,8.03699970245,85.37999855,0
2012,"GBR",100,2.64600263406e+12,7.8860001564,87.47999842,0
2013,"GBR",63,2.71950947249e+12,7.52600002289,89.8441,0
2014,"GBR",27,2.9988335592e+12,6.11100006104,91.61,0
1960,"GEO",0,0,0,0,0
1961,"GEO",0,0,0,0,0
1962,"GEO",0,0,0,0,0
1963,"GEO",0,0,0,0,0
1964,"GEO",0,0,0,0,0
1965,"GEO",0,0,0,0,0
1966,"GEO",0,0,0,0,0
1967,"GEO",0,0,0,0,0
1968,"GEO",0,0,0,0,0
1969,"GEO",0,0,0,0,0
1970,"GEO",0,0,0,0,0
1971,"GEO",0,0,0,0,0
1972,"GEO",0,0,0,0,0
1973,"GEO",0,0,0,0,0
1974,"GEO",0,0,0,0,0
1975,"GEO",0,0,0,0,0
1976,"GEO",0,0,0,0,0
1977,"GEO",0,0,0,0,0
1978,"GEO",0,0,0,0,0
1979,"GEO",0,0,0,0,0
1980,"GEO",0,0,0,0,0
1981,"GEO",0,0,0,0,0
1982,"GEO",0,0,0,0,0
1983,"GEO",0,0,0,0,0
1984,"GEO",0,0,0,0,0
1985,"GEO",0,0,0,0,0
1986,"GEO",0,0,0,0,0
1987,"GEO",0,0,0,0,0
1988,"GEO",0,0,0,0,0
1989,"GEO",0,0,0,0,0
1990,"GEO",0,7753501867.76,0,0.0,0
1991,"GEO",0,6357615894.04,12.3269996643,0.0,0
1992,"GEO",0,3690328963.64,12.1180000305,0.0,0
1993,"GEO",0,2701181331.31,12.0799999237,0.0,0
1994,"GEO",0,2513870586.73,12.4729995728,0.0,0
1995,"GEO",0,2693731865.97,11.1260004044,0.011836885,0
1996,"GEO",0,3094915505.91,12.4239997864,0.040065419,0
1997,"GEO",0,3510540809.25,12.345000267,0.060930333,0
1998,"GEO",0,3613500117.25,14.5,0.102830957,0
1999,"GEO",0,2800024313.95,13.8000001907,0.416343567,0
2000,"GEO",0,3057453482.56,10.8199996948,0.484746299,0
2001,"GEO",0,3219487824.88,11.1599998474,0.992344436,0
2002,"GEO",0,3395778673.79,12.5900001526,1.58787563,0
2003,"GEO",0,3991374548.51,11.5100002289,2.558816481,0
2004,"GEO",0,5125273880.75,12.6199998856,3.886221354,0
2005,"GEO",1,6410941012.59,13.8100004196,6.079457629,0
2006,"GEO",0,7745406200.85,13.6000003815,7.526876845,0
2007,"GEO",0,10172869679.7,13.279999733,8.26,0
2008,"GEO",0,12795044472.8,16.4699993134,10.01,0
2009,"GEO",1,10766809099.1,16.8400001526,20.07,0
2010,"GEO",0,11638536834.4,16.2999992371,26.9,0
2011,"GEO",0,14434619982.2,15.0600004196,31.52,0
2012,"GEO",0,15846474595.8,15.0399999619,36.94,0
2013,"GEO",0,16140047012.1,14.5600004196,43.3,0
2014,"GEO",0,16509305827.7,12.3500003815,44.0,0
1960,"GHA",0,1217230094.97,0,0,0
1961,"GHA",0,1302674324.88,0,0,0
1962,"GHA",0,1382515654.47,0,0,0
1963,"GHA",0,1540797588.57,0,0,0
1964,"GHA",0,1731296199.52,0,0,0
1965,"GHA",0,2053462968.04,0,0,0
1966,"GHA",0,2126300672.23,0,0,0
1967,"GHA",0,1747187644.9,0,0,0
1968,"GHA",0,1666909517.65,0,0,0
1969,"GHA",0,1962050555.78,0,0,0
1970,"GHA",0,2215028588.46,0,0,0
1971,"GHA",0,2417108577.53,0,0,0
1972,"GHA",0,2112293279.99,0,0,0
1973,"GHA",0,2465493032.26,0,0,0
1974,"GHA",0,2894409912.17,0,0,0
1975,"GHA",0,2810106390.11,0,0,0
1976,"GHA",0,2765254360.21,0,0,0
1977,"GHA",0,3189428571.43,0,0,0
1978,"GHA",0,3662478172.8,0,0,0
1979,"GHA",0,4020227931.15,0,0,0
1980,"GHA",0,4445228057.45,0,0,0
1981,"GHA",0,4222441673.17,0,0,0
1982,"GHA",0,4035994383.38,0,0,0
1983,"GHA",0,4057275077.68,0,0,0
1984,"GHA",0,4412279865.4,0,0,0
1985,"GHA",0,4504342152.99,0,0,0
1986,"GHA",0,5727602648.76,0,0,0
1987,"GHA",0,5074829931.97,0,0,0
1988,"GHA",0,5197840972.69,0,0,0
1989,"GHA",0,5251764269.92,0,0,0
1990,"GHA",0,5889174833.9,0,0.0,0
1991,"GHA",0,6596546195.65,6.08099985123,0.0,0
1992,"GHA",0,6413901601.83,4.69999980927,0.0,0
1993,"GHA",0,5966255778.12,5.24800014496,0.0,0
1994,"GHA",0,5444560669.46,6.20399999619,0.0,0
1995,"GHA",0,6465137614.68,7.80499982834,0.000347918,0
1996,"GHA",0,6934984709.48,8.50699996948,0.005648763,0
1997,"GHA",0,6891308593.75,7.70900011063,0.027537542,0
1998,"GHA",0,7480968858.13,8.19999980927,0.032240443,0
1999,"GHA",0,7719354838.71,10.1000003815,0.104895466,0
2000,"GHA",0,4983024408.15,10.3599996567,0.153615298,0
2001,"GHA",0,5314909953.93,7.57299995422,0.20000806,0
2002,"GHA",0,6166330136.29,9.18700027466,0.830284034,0
2003,"GHA",0,7632406552.84,6.48099994659,1.193057911,0
2004,"GHA",0,8881368538.08,5.3189997673,1.716797704,0
2005,"GHA",1,10731634116.7,4.93300008774,1.831197461,0
2006,"GHA",0,20409257610.5,3.59999990463,2.723175973,0
2007,"GHA",0,24758819717.7,9.43000030518,3.85,0
2008,"GHA",0,28526891010.5,5.58699989319,4.27,0
2009,"GHA",0,25977847813.7,8.43099975586,5.44,0
2010,"GHA",0,32174772956.0,4.19999980927,7.8,0
2011,"GHA",0,39566292432.9,3.98300004005,9.0,0
2012,"GHA",0,41939728978.7,4.09100008011,10.6,0
2013,"GHA",0,47805069494.9,5.19999980927,15.0,0
2014,"GHA",0,38616536131.6,5.13700008392,25.51773743,0
1960,"GMB",0,0,0,0,0
1961,"GMB",0,0,0,0,0
1962,"GMB",0,0,0,0,0
1963,"GMB",0,0,0,0,0
1964,"GMB",0,0,0,0,0
1965,"GMB",0,0,0,0,0
1966,"GMB",0,44212353.6988,0,0,0
1967,"GMB",0,46695363.1559,0,0,0
1968,"GMB",0,41160658.5705,0,0,0
1969,"GMB",0,45168722.6996,0,0,0
