"unique.id";"datetime";"country";"Year";"WeekDay";"Hour"
31889;2003-03-15 16:17:00;"GBR";"2003";"Sáb";"16"
31890;2003-03-15 18:00:00;"AUS";"2003";"Sáb";"18"
31891;2003-03-15 18:30:00;"CAN";"2003";"Sáb";"18"
31892;2003-03-15 19:00:00;"USA";"2003";"Sáb";"19"
31893;2003-03-15 19:30:00;"KHM";"2003";"Sáb";"19"
31894;2003-03-15 20:30:00;"USA";"2003";"Sáb";"20"
31895;2003-03-15 20:50:00;"USA";"2003";"Sáb";"20"
31896;2003-03-15 23:15:00;"USA";"2003";"Sáb";"23"
31897;2003-03-15 23:30:00;"USA";"2003";"Sáb";"23"
31898;2004-03-15 00:00:00;"USA";"2004";"Seg";"00"
31899;2004-03-15 02:45:00;"USA";"2004";"Seg";"02"
31900;2004-03-15 03:00:00;"USA";"2004";"Seg";"03"
31901;2004-03-15 13:30:00;"USA";"2004";"Seg";"13"
31902;2004-03-15 15:00:00;"USA";"2004";"Seg";"15"
31903;2004-03-15 15:42:00;"CAN";"2004";"Seg";"15"
31904;2004-03-15 18:00:00;"USA";"2004";"Seg";"18"
31905;2004-03-15 19:00:00;"USA";"2004";"Seg";"19"
31906;2004-03-15 19:27:00;"USA";"2004";"Seg";"19"
31907;2004-03-15 19:30:00;"USA";"2004";"Seg";"19"
31908;2004-03-15 19:30:00;"USA";"2004";"Seg";"19"
31909;2004-03-15 19:44:00;"USA";"2004";"Seg";"19"
31910;2004-03-15 19:45:00;"USA";"2004";"Seg";"19"
31911;2004-03-15 20:00:00;"AUS";"2004";"Seg";"20"
31912;2004-03-15 20:30:00;"USA";"2004";"Seg";"20"
31913;2004-03-15 20:45:00;"USA";"2004";"Seg";"20"
31914;2004-03-15 22:00:00;"USA";"2004";"Seg";"22"
31915;2005-03-15 00:00:00;"USA";"2005";"Ter";"00"
31916;2005-03-15 00:00:00;"USA";"2005";"Ter";"00"
31917;2005-03-15 01:00:00;"USA";"2005";"Ter";"01"
31918;2005-03-15 01:00:00;"USA";"2005";"Ter";"01"
31919;2005-03-15 06:20:00;"USA";"2005";"Ter";"06"
31920;2005-03-15 15:00:00;"USA";"2005";"Ter";"15"
31921;2005-03-15 16:00:00;"USA";"2005";"Ter";"16"
31922;2005-03-15 19:00:00;"USA";"2005";"Ter";"19"
31923;2005-03-15 19:00:00;"USA";"2005";"Ter";"19"
31924;2005-03-15 19:15:00;"USA";"2005";"Ter";"19"
31925;2005-03-15 20:00:00;"USA";"2005";"Ter";"20"
31926;2005-03-15 20:00:00;"USA";"2005";"Ter";"20"
31927;2005-03-15 21:00:00;"USA";"2005";"Ter";"21"
31928;2005-03-15 21:30:00;"USA";"2005";"Ter";"21"
31929;2005-03-15 21:50:00;"USA";"2005";"Ter";"21"
31930;2006-03-15 01:00:00;"USA";"2006";"Qua";"01"
31931;2006-03-15 01:00:00;"USA";"2006";"Qua";"01"
31932;2006-03-15 04:00:00;"USA";"2006";"Qua";"04"
31933;2006-03-15 10:15:00;"USA";"2006";"Qua";"10"
31934;2006-03-15 12:00:00;"USA";"2006";"Qua";"12"
31935;2006-03-15 13:00:00;"USA";"2006";"Qua";"13"
31936;2006-03-15 13:00:00;"USA";"2006";"Qua";"13"
31937;2006-03-15 14:00:00;"USA";"2006";"Qua";"14"
31938;2006-03-15 17:30:00;"USA";"2006";"Qua";"17"
31939;2006-03-15 19:00:00;"USA";"2006";"Qua";"19"
31940;2006-03-15 20:10:00;"USA";"2006";"Qua";"20"
31941;2006-03-15 21:00:00;"USA";"2006";"Qua";"21"
31942;2006-03-15 21:30:00;"USA";"2006";"Qua";"21"
31943;2006-03-15 22:30:00;"USA";"2006";"Qua";"22"
31944;2006-03-15 22:35:00;"USA";"2006";"Qua";"22"
31945;2006-03-15 22:40:00;"USA";"2006";"Qua";"22"
31946;2006-03-15 23:00:00;"USA";"2006";"Qua";"23"
31947;2006-03-15 23:00:00;"USA";"2006";"Qua";"23"
31948;2006-03-15 00:00:00;"USA";"2006";"Qua";"00"
31949;2007-03-15 02:00:00;"USA";"2007";"Qui";"02"
31950;2007-03-15 09:00:00;"CAN";"2007";"Qui";"09"
31951;2007-03-15 09:26:00;"USA";"2007";"Qui";"09"
31952;2007-03-15 09:27:00;"USA";"2007";"Qui";"09"
31953;2007-03-15 11:00:00;"GBR";"2007";"Qui";"11"
31954;2007-03-15 12:00:00;"CAN";"2007";"Qui";"12"
31955;2007-03-15 14:00:00;"USA";"2007";"Qui";"14"
31956;2007-03-15 16:00:00;"CAN";"2007";"Qui";"16"
31957;2007-03-15 19:00:00;"USA";"2007";"Qui";"19"
31958;2007-03-15 19:30:00;"USA";"2007";"Qui";"19"
31959;2007-03-15 21:30:00;"USA";"2007";"Qui";"21"
31960;2007-03-15 22:00:00;"USA";"2007";"Qui";"22"
31961;2007-03-15 22:30:00;"USA";"2007";"Qui";"22"
31962;2007-03-15 22:30:00;"GBR";"2007";"Qui";"22"
31963;2007-03-15 23:00:00;"USA";"2007";"Qui";"23"
31964;2007-03-15 23:18:00;"USA";"2007";"Qui";"23"
31965;2008-03-15 00:00:00;"USA";"2008";"Sáb";"00"
31966;2008-03-15 01:45:00;"USA";"2008";"Sáb";"01"
31967;2008-03-15 02:00:00;"USA";"2008";"Sáb";"02"
31968;2008-03-15 02:00:00;"USA";"2008";"Sáb";"02"
31969;2008-03-15 02:15:00;"USA";"2008";"Sáb";"02"
31970;2008-03-15 02:30:00;"USA";"2008";"Sáb";"02"
31971;2008-03-15 14:00:00;"USA";"2008";"Sáb";"14"
31972;2008-03-15 14:00:00;"USA";"2008";"Sáb";"14"
31973;2008-03-15 18:43:00;"USA";"2008";"Sáb";"18"
31974;2008-03-15 19:00:00;"USA";"2008";"Sáb";"19"
31975;2008-03-15 20:00:00;"USA";"2008";"Sáb";"20"
31976;2008-03-15 21:30:00;"USA";"2008";"Sáb";"21"
31977;2008-03-15 22:40:00;"USA";"2008";"Sáb";"22"
31978;2008-03-15 23:00:00;"USA";"2008";"Sáb";"23"
31979;2008-03-15 23:15:00;"USA";"2008";"Sáb";"23"
31980;2008-03-15 23:45:00;"USA";"2008";"Sáb";"23"
31981;2009-03-15 00:00:00;"GBR";"2009";"Dom";"00"
31982;2009-03-15 00:30:00;"USA";"2009";"Dom";"00"
31983;2009-03-15 01:30:00;"USA";"2009";"Dom";"01"
31984;2009-03-15 05:45:00;"USA";"2009";"Dom";"05"
31985;2009-03-15 08:23:00;"USA";"2009";"Dom";"08"
31986;2009-03-15 17:30:00;"USA";"2009";"Dom";"17"
31987;2009-03-15 19:00:00;"USA";"2009";"Dom";"19"
31988;2009-03-15 19:06:00;"USA";"2009";"Dom";"19"
31989;2009-03-15 19:30:00;"IND";"2009";"Dom";"19"
31990;2009-03-15 19:30:00;"CAN";"2009";"Dom";"19"
31991;2009-03-15 19:48:00;"USA";"2009";"Dom";"19"
31992;2009-03-15 19:53:00;"BHS";"2009";"Dom";"19"
31993;2009-03-15 19:58:00;"USA";"2009";"Dom";"19"
31994;2009-03-15 20:05:00;"USA";"2009";"Dom";"20"
31995;2009-03-15 20:15:00;"MEX";"2009";"Dom";"20"
31996;2009-03-15 22:00:00;"GBR";"2009";"Dom";"22"
31997;2009-03-15 22:00:00;"USA";"2009";"Dom";"22"
31998;2009-03-15 22:15:00;"USA";"2009";"Dom";"22"
31999;2009-03-15 23:00:00;"USA";"2009";"Dom";"23"
32000;2009-03-15 23:30:00;"USA";"2009";"Dom";"23"
32001;2010-03-15 05:45:00;"USA";"2010";"Seg";"05"
32002;2010-03-15 07:00:00;"USA";"2010";"Seg";"07"
32003;2010-03-15 18:00:00;"USA";"2010";"Seg";"18"
32004;2010-03-15 19:25:00;"GBR";"2010";"Seg";"19"
32005;2010-03-15 20:00:00;"USA";"2010";"Seg";"20"
32006;2010-03-15 00:00:00;"USA";"2010";"Seg";"00"
32007;2011-03-15 00:00:00;"USA";"2011";"Ter";"00"
32008;2011-03-15 00:03:00;"USA";"2011";"Ter";"00"
32009;2011-03-15 12:00:00;"USA";"2011";"Ter";"12"
32010;2011-03-15 13:10:00;"USA";"2011";"Ter";"13"
32011;2011-03-15 14:00:00;"USA";"2011";"Ter";"14"
32012;2011-03-15 15:00:00;"USA";"2011";"Ter";"15"
32013;2011-03-15 20:30:00;"USA";"2011";"Ter";"20"
32014;2011-03-15 20:35:00;"IND";"2011";"Ter";"20"
32015;2012-03-15 03:00:00;"USA";"2012";"Qui";"03"
32016;2012-03-15 14:00:00;"USA";"2012";"Qui";"14"
32017;2012-03-15 19:00:00;"USA";"2012";"Qui";"19"
32018;2012-03-15 20:00:00;"USA";"2012";"Qui";"20"
32019;2012-03-15 20:00:00;"USA";"2012";"Qui";"20"
32020;2012-03-15 21:00:00;"USA";"2012";"Qui";"21"
32021;2012-03-15 21:00:00;"USA";"2012";"Qui";"21"
32022;2012-03-15 21:00:00;"USA";"2012";"Qui";"21"
32023;2012-03-15 21:20:00;"USA";"2012";"Qui";"21"
32024;2012-03-15 21:30:00;"USA";"2012";"Qui";"21"
32025;2012-03-15 21:45:00;"USA";"2012";"Qui";"21"
32026;2012-03-15 22:00:00;"USA";"2012";"Qui";"22"
32027;2012-03-15 22:03:00;"USA";"2012";"Qui";"22"
32028;2012-03-15 23:15:00;"IRL";"2012";"Qui";"23"
32029;2013-03-15 02:00:00;"USA";"2013";"Sex";"02"
32030;2013-03-15 06:03:00;"GTM";"2013";"Sex";"06"
32031;2013-03-15 09:00:00;"USA";"2013";"Sex";"09"
32032;2013-03-15 11:45:00;"USA";"2013";"Sex";"11"
32033;2013-03-15 19:45:00;"USA";"2013";"Sex";"19"
32034;2013-03-15 20:00:00;"USA";"2013";"Sex";"20"
32035;2013-03-15 20:00:00;"USA";"2013";"Sex";"20"
32036;2013-03-15 20:19:00;"USA";"2013";"Sex";"20"
32037;2013-03-15 20:34:00;"USA";"2013";"Sex";"20"
32038;2013-03-15 20:45:00;"USA";"2013";"Sex";"20"
32039;2013-03-15 22:00:00;"NZL";"2013";"Sex";"22"
32040;2013-03-15 22:00:00;"USA";"2013";"Sex";"22"
32041;2013-03-15 22:00:00;"USA";"2013";"Sex";"22"
32042;2013-03-15 23:00:00;"USA";"2013";"Sex";"23"
32043;2013-03-15 23:00:00;"USA";"2013";"Sex";"23"
32044;2013-03-15 23:30:00;"USA";"2013";"Sex";"23"
32045;2013-03-15 23:30:00;"CAN";"2013";"Sex";"23"
32046;2014-03-15 00:00:00;"USA";"2014";"Sáb";"00"
32047;2014-03-15 00:00:00;"USA";"2014";"Sáb";"00"
32048;2014-03-15 02:30:00;"USA";"2014";"Sáb";"02"
32049;2014-03-15 06:55:00;"USA";"2014";"Sáb";"06"
32050;2014-03-15 07:45:00;"USA";"2014";"Sáb";"07"
32051;2014-03-15 15:30:00;"USA";"2014";"Sáb";"15"
32052;2014-03-15 19:23:00;"USA";"2014";"Sáb";"19"
32053;2014-03-15 20:10:00;"CAN";"2014";"Sáb";"20"
32054;2014-03-15 20:40:00;"USA";"2014";"Sáb";"20"
32055;2014-03-15 21:16:00;"USA";"2014";"Sáb";"21"
32056;2014-03-15 21:30:00;"USA";"2014";"Sáb";"21"
32057;2014-03-15 21:50:00;"USA";"2014";"Sáb";"21"
32058;2014-03-15 22:00:00;"USA";"2014";"Sáb";"22"
32059;2014-03-15 23:00:00;"USA";"2014";"Sáb";"23"
32060;2014-03-15 23:00:00;"USA";"2014";"Sáb";"23"
32061;2014-03-15 23:30:00;"USA";"2014";"Sáb";"23"
32062;2014-03-15 23:30:00;"USA";"2014";"Sáb";"23"
32063;1966-03-16 08:00:00;"USA";"1966";"Qua";"08"
32064;1966-03-16 22:00:00;"USA";"1966";"Qua";"22"
32065;1995-03-16 23:45:00;"USA";"1995";"Qui";"23"
32066;1995-03-16 00:00:00;"USA";"1995";"Qui";"00"
32067;1997-03-16 11:30:00;"USA";"1997";"Dom";"11"
32068;1997-03-16 17:39:00;"USA";"1997";"Dom";"17"
32069;1997-03-16 18:48:00;"USA";"1997";"Dom";"18"
32070;1997-03-16 21:00:00;"USA";"1997";"Dom";"21"
32071;1998-03-16 03:15:00;"USA";"1998";"Seg";"03"
32072;1998-03-16 03:22:00;"USA";"1998";"Seg";"03"
32073;1998-03-16 13:30:00;"USA";"1998";"Seg";"13"
32074;1998-03-16 20:30:00;"USA";"1998";"Seg";"20"
32075;1998-03-16 20:56:00;"USA";"1998";"Seg";"20"
32076;1998-03-16 23:00:00;"USA";"1998";"Seg";"23"
32077;1999-03-16 11:40:00;"USA";"1999";"Ter";"11"
32078;1999-03-16 23:30:00;"USA";"1999";"Ter";"23"
32079;2000-03-16 00:30:00;"GBR";"2000";"Qui";"00"
32080;2000-03-16 03:30:00;"USA";"2000";"Qui";"03"
32081;2000-03-16 09:00:00;"USA";"2000";"Qui";"09"
32082;2000-03-16 17:15:00;"USA";"2000";"Qui";"17"
32083;2001-03-16 01:35:00;"USA";"2001";"Sex";"01"
32084;2001-03-16 19:45:00;"USA";"2001";"Sex";"19"
32085;2002-03-16 03:30:00;"USA";"2002";"Sáb";"03"
32086;2002-03-16 14:00:00;"USA";"2002";"Sáb";"14"
32087;2002-03-16 19:10:00;"USA";"2002";"Sáb";"19"
32088;2002-03-16 20:20:00;"USA";"2002";"Sáb";"20"
32089;2002-03-16 20:30:00;"USA";"2002";"Sáb";"20"
32090;2002-03-16 22:00:00;"USA";"2002";"Sáb";"22"
32091;2003-03-16 02:00:00;"USA";"2003";"Dom";"02"
32092;2003-03-16 16:30:00;"USA";"2003";"Dom";"16"
32093;2003-03-16 19:30:00;"USA";"2003";"Dom";"19"
32094;2003-03-16 19:30:00;"USA";"2003";"Dom";"19"
32095;2003-03-16 21:00:00;"USA";"2003";"Dom";"21"
32096;2004-03-16 02:00:00;"ARE";"2004";"Ter";"02"
32097;2004-03-16 15:00:00;"GBR";"2004";"Ter";"15"
32098;2004-03-16 18:22:00;"GBR";"2004";"Ter";"18"
32099;2004-03-16 18:23:00;"GBR";"2004";"Ter";"18"
32100;2004-03-16 20:00:00;"USA";"2004";"Ter";"20"
32101;2004-03-16 21:15:00;"USA";"2004";"Ter";"21"
32102;2004-03-16 21:30:00;"USA";"2004";"Ter";"21"
32103;2004-03-16 22:00:00;"USA";"2004";"Ter";"22"
32104;2004-03-16 22:10:00;"USA";"2004";"Ter";"22"
32105;2005-03-16 07:47:00;"ISR";"2005";"Qua";"07"
32106;2005-03-16 07:56:00;"USA";"2005";"Qua";"07"
32107;2005-03-16 07:59:00;"USA";"2005";"Qua";"07"
32108;2005-03-16 08:45:00;"GBR";"2005";"Qua";"08"
32109;2005-03-16 13:35:00;"ESP";"2005";"Qua";"13"
32110;2005-03-16 16:00:00;"USA";"2005";"Qua";"16"
32111;2005-03-16 18:00:00;"USA";"2005";"Qua";"18"
32112;2005-03-16 20:00:00;"USA";"2005";"Qua";"20"
32113;2005-03-16 20:00:00;"USA";"2005";"Qua";"20"
32114;2005-03-16 20:58:00;"USA";"2005";"Qua";"20"
32115;2005-03-16 22:32:00;"USA";"2005";"Qua";"22"
32116;2006-03-16 06:00:00;"USA";"2006";"Qui";"06"
32117;2006-03-16 19:30:00;"USA";"2006";"Qui";"19"
32118;2006-03-16 20:00:00;"USA";"2006";"Qui";"20"
32119;2006-03-16 20:00:00;"USA";"2006";"Qui";"20"
32120;2006-03-16 20:00:00;"USA";"2006";"Qui";"20"
32121;2006-03-16 20:30:00;"USA";"2006";"Qui";"20"
32122;2006-03-16 20:32:00;"USA";"2006";"Qui";"20"
32123;2006-03-16 21:00:00;"USA";"2006";"Qui";"21"
32124;2006-03-16 23:50:00;"USA";"2006";"Qui";"23"
32125;2007-03-16 08:45:00;"CAN";"2007";"Sex";"08"
32126;2007-03-16 10:15:00;"USA";"2007";"Sex";"10"
32127;2007-03-16 10:15:00;"USA";"2007";"Sex";"10"
32128;2007-03-16 10:15:00;"USA";"2007";"Sex";"10"
32129;2007-03-16 11:45:00;"USA";"2007";"Sex";"11"
32130;2007-03-16 18:20:00;"CAN";"2007";"Sex";"18"
32131;2007-03-16 21:30:00;"USA";"2007";"Sex";"21"
32132;2007-03-16 22:00:00;"USA";"2007";"Sex";"22"
32133;2007-03-16 22:15:00;"AUS";"2007";"Sex";"22"
32134;2007-03-16 22:30:00;"USA";"2007";"Sex";"22"
32135;2007-03-16 22:30:00;"USA";"2007";"Sex";"22"
32136;2007-03-16 23:00:00;"USA";"2007";"Sex";"23"
32137;2007-03-16 23:43:00;"USA";"2007";"Sex";"23"
32138;2008-03-16 02:30:00;"USA";"2008";"Dom";"02"
32139;2008-03-16 03:15:00;"USA";"2008";"Dom";"03"
32140;2008-03-16 14:30:00;"USA";"2008";"Dom";"14"
32141;2008-03-16 18:30:00;"IRL";"2008";"Dom";"18"
32142;2008-03-16 20:00:00;"AUS";"2008";"Dom";"20"
32143;2008-03-16 20:35:00;"USA";"2008";"Dom";"20"
32144;2008-03-16 21:30:00;"USA";"2008";"Dom";"21"
32145;2008-03-16 23:16:00;"USA";"2008";"Dom";"23"
32146;2009-03-16 01:00:00;"USA";"2009";"Seg";"01"
32147;2009-03-16 06:15:00;"USA";"2009";"Seg";"06"
32148;2009-03-16 14:45:00;"USA";"2009";"Seg";"14"
32149;2009-03-16 20:00:00;"USA";"2009";"Seg";"20"
32150;2009-03-16 20:00:00;"USA";"2009";"Seg";"20"
32151;2009-03-16 20:00:00;"USA";"2009";"Seg";"20"
32152;2009-03-16 20:00:00;"USA";"2009";"Seg";"20"
32153;2009-03-16 20:00:00;"USA";"2009";"Seg";"20"
32154;2009-03-16 21:00:00;"USA";"2009";"Seg";"21"
32155;2009-03-16 21:07:00;"USA";"2009";"Seg";"21"
32156;2009-03-16 21:10:00;"USA";"2009";"Seg";"21"
32157;2009-03-16 21:30:00;"USA";"2009";"Seg";"21"
32158;2010-03-16 00:15:00;"USA";"2010";"Ter";"00"
32159;2010-03-16 02:00:00;"USA";"2010";"Ter";"02"
32160;2010-03-16 06:10:00;"USA";"2010";"Ter";"06"
32161;2010-03-16 10:00:00;"USA";"2010";"Ter";"10"
32162;2010-03-16 12:45:00;"USA";"2010";"Ter";"12"
32163;2010-03-16 15:30:00;"USA";"2010";"Ter";"15"
32164;2010-03-16 16:45:00;"USA";"2010";"Ter";"16"
32165;2010-03-16 20:10:00;"FRA";"2010";"Ter";"20"
32166;2010-03-16 20:20:00;"PHL";"2010";"Ter";"20"
32167;2010-03-16 21:30:00;"USA";"2010";"Ter";"21"
32168;2010-03-16 21:40:00;"USA";"2010";"Ter";"21"
32169;2010-03-16 22:00:00;"USA";"2010";"Ter";"22"
32170;2010-03-16 23:00:00;"USA";"2010";"Ter";"23"
32171;2010-03-16 23:30:00;"USA";"2010";"Ter";"23"
32172;2011-03-16 02:39:00;"USA";"2011";"Qua";"02"
32173;2011-03-16 10:30:00;"USA";"2011";"Qua";"10"
32174;2011-03-16 10:30:00;"USA";"2011";"Qua";"10"
32175;2011-03-16 15:20:00;"USA";"2011";"Qua";"15"
32176;2011-03-16 16:30:00;"USA";"2011";"Qua";"16"
32177;2011-03-16 21:16:00;"USA";"2011";"Qua";"21"
32178;2011-03-16 21:35:00;"USA";"2011";"Qua";"21"
32179;2011-03-16 21:45:00;"USA";"2011";"Qua";"21"
32180;2012-03-16 00:10:00;"USA";"2012";"Sex";"00"
32181;2012-03-16 00:15:00;"USA";"2012";"Sex";"00"
32182;2012-03-16 09:00:00;"USA";"2012";"Sex";"09"
32183;2012-03-16 12:00:00;"USA";"2012";"Sex";"12"
32184;2012-03-16 12:35:00;"USA";"2012";"Sex";"12"
32185;2012-03-16 20:00:00;"USA";"2012";"Sex";"20"
32186;2012-03-16 20:00:00;"USA";"2012";"Sex";"20"
32187;2012-03-16 20:12:00;"USA";"2012";"Sex";"20"
32188;2012-03-16 20:15:00;"USA";"2012";"Sex";"20"
32189;2012-03-16 20:30:00;"USA";"2012";"Sex";"20"
32190;2012-03-16 20:30:00;"USA";"2012";"Sex";"20"
32191;2012-03-16 20:30:00;"USA";"2012";"Sex";"20"
32192;2012-03-16 20:44:00;"USA";"2012";"Sex";"20"
32193;2012-03-16 21:00:00;"USA";"2012";"Sex";"21"
32194;2012-03-16 21:00:00;"USA";"2012";"Sex";"21"
32195;2012-03-16 21:03:00;"USA";"2012";"Sex";"21"
32196;2012-03-16 21:20:00;"USA";"2012";"Sex";"21"
32197;2012-03-16 22:00:00;"USA";"2012";"Sex";"22"
32198;2012-03-16 23:20:00;"USA";"2012";"Sex";"23"
32199;2012-03-16 23:39:00;"USA";"2012";"Sex";"23"
32200;2012-03-16 23:40:00;"USA";"2012";"Sex";"23"
32201;2013-03-16 05:10:00;"USA";"2013";"Sáb";"05"
32202;2013-03-16 08:35:00;"USA";"2013";"Sáb";"08"
32203;2013-03-16 10:47:00;"USA";"2013";"Sáb";"10"
32204;2013-03-16 18:45:00;"USA";"2013";"Sáb";"18"
32205;2013-03-16 20:10:00;"CAN";"2013";"Sáb";"20"
32206;2013-03-16 20:15:00;"USA";"2013";"Sáb";"20"
32207;2013-03-16 20:50:00;"USA";"2013";"Sáb";"20"
32208;2013-03-16 21:00:00;"USA";"2013";"Sáb";"21"
32209;2013-03-16 21:30:00;"USA";"2013";"Sáb";"21"
32210;2013-03-16 22:10:00;"PHL";"2013";"Sáb";"22"
32211;2013-03-16 22:30:00;"AUS";"2013";"Sáb";"22"
32212;2013-03-16 23:20:00;"USA";"2013";"Sáb";"23"
32213;2013-03-16 23:30:00;"USA";"2013";"Sáb";"23"
32214;2013-03-16 23:48:00;"USA";"2013";"Sáb";"23"
32215;2014-03-16 00:05:00;"USA";"2014";"Dom";"00"
32216;2014-03-16 00:15:00;"USA";"2014";"Dom";"00"
32217;2014-03-16 00:40:00;"USA";"2014";"Dom";"00"
32218;2014-03-16 01:00:00;"AUS";"2014";"Dom";"01"
32219;2014-03-16 01:25:00;"USA";"2014";"Dom";"01"
32220;2014-03-16 02:20:00;"USA";"2014";"Dom";"02"
32221;2014-03-16 03:00:00;"USA";"2014";"Dom";"03"
32222;2014-03-16 07:00:00;"USA";"2014";"Dom";"07"
32223;2014-03-16 20:10:00;"USA";"2014";"Dom";"20"
32224;2014-03-16 20:30:00;"GBR";"2014";"Dom";"20"
32225;2014-03-16 22:00:00;"USA";"2014";"Dom";"22"
32226;2014-03-16 22:18:00;"USA";"2014";"Dom";"22"
32227;1975-03-17 19:00:00;"MEX";"1975";"Seg";"19"
32228;1977-03-17 18:00:00;"USA";"1977";"Qui";"18"
32229;1978-03-17 19:00:00;"USA";"1978";"Sex";"19"
32230;1987-03-17 21:00:00;"USA";"1987";"Ter";"21"
32231;1988-03-17 19:30:00;"USA";"1988";"Qui";"19"
32232;1988-03-17 20:00:00;"USA";"1988";"Qui";"20"
32233;1988-03-17 22:00:00;"USA";"1988";"Qui";"22"
32234;1995-03-17 16:00:00;"USA";"1995";"Sex";"16"
32235;1995-03-17 19:40:00;"USA";"1995";"Sex";"19"
32236;1995-03-17 22:00:00;"USA";"1995";"Sex";"22"
32237;1995-03-17 23:30:00;"USA";"1995";"Sex";"23"
32238;1997-03-17 01:30:00;"CAN";"1997";"Seg";"01"
32239;1997-03-17 08:30:00;"GBR";"1997";"Seg";"08"
32240;1997-03-17 09:00:00;"USA";"1997";"Seg";"09"
32241;1997-03-17 10:00:00;"USA";"1997";"Seg";"10"
32242;1997-03-17 20:00:00;"USA";"1997";"Seg";"20"
32243;1997-03-17 20:35:00;"USA";"1997";"Seg";"20"
32244;1997-03-17 21:00:00;"USA";"1997";"Seg";"21"
32245;1997-03-17 21:00:00;"USA";"1997";"Seg";"21"
32246;1997-03-17 22:25:00;"SWE";"1997";"Seg";"22"
32247;1999-03-17 04:30:00;"USA";"1999";"Qua";"04"
32248;1999-03-17 19:30:00;"USA";"1999";"Qua";"19"
32249;1999-03-17 19:55:00;"USA";"1999";"Qua";"19"
32250;1999-03-17 20:00:00;"USA";"1999";"Qua";"20"
32251;1999-03-17 20:15:00;"USA";"1999";"Qua";"20"
32252;1999-03-17 20:30:00;"USA";"1999";"Qua";"20"
32253;1999-03-17 20:30:00;"USA";"1999";"Qua";"20"
32254;2000-03-17 00:26:00;"USA";"2000";"Sex";"00"
32255;2000-03-17 03:15:00;"USA";"2000";"Sex";"03"
32256;2000-03-17 04:00:00;"USA";"2000";"Sex";"04"
32257;2000-03-17 10:15:00;"USA";"2000";"Sex";"10"
32258;2001-03-17 01:45:00;"USA";"2001";"Sáb";"01"
32259;2001-03-17 02:46:00;"USA";"2001";"Sáb";"02"
32260;2001-03-17 04:00:00;"USA";"2001";"Sáb";"04"
32261;2001-03-17 14:00:00;"USA";"2001";"Sáb";"14"
32262;2001-03-17 15:00:00;"USA";"2001";"Sáb";"15"
32263;2002-03-17 00:15:00;"USA";"2002";"Dom";"00"
32264;2002-03-17 01:47:00;"USA";"2002";"Dom";"01"
32265;2002-03-17 01:55:00;"USA";"2002";"Dom";"01"
32266;2002-03-17 11:20:00;"USA";"2002";"Dom";"11"
32267;2002-03-17 11:33:00;"USA";"2002";"Dom";"11"
32268;2002-03-17 18:30:00;"USA";"2002";"Dom";"18"
32269;2002-03-17 18:34:00;"USA";"2002";"Dom";"18"
32270;2002-03-17 22:00:00;"USA";"2002";"Dom";"22"
32271;2003-03-17 10:30:00;"GBR";"2003";"Seg";"10"
32272;2003-03-17 20:30:00;"USA";"2003";"Seg";"20"
32273;2003-03-17 22:50:00;"USA";"2003";"Seg";"22"
32274;2004-03-17 00:00:00;"USA";"2004";"Qua";"00"
32275;2004-03-17 08:45:00;"USA";"2004";"Qua";"08"
32276;2004-03-17 12:15:00;"USA";"2004";"Qua";"12"
32277;2004-03-17 14:00:00;"USA";"2004";"Qua";"14"
32278;2004-03-17 16:30:00;"USA";"2004";"Qua";"16"
32279;2004-03-17 18:00:00;"USA";"2004";"Qua";"18"
32280;2004-03-17 18:15:00;"GBR";"2004";"Qua";"18"
32281;2004-03-17 19:00:00;"USA";"2004";"Qua";"19"
32282;2004-03-17 20:00:00;"GBR";"2004";"Qua";"20"
32283;2004-03-17 20:10:00;"USA";"2004";"Qua";"20"
32284;2004-03-17 20:28:00;"USA";"2004";"Qua";"20"
32285;2004-03-17 20:30:00;"USA";"2004";"Qua";"20"
32286;2004-03-17 21:30:00;"USA";"2004";"Qua";"21"
32287;2004-03-17 22:00:00;"USA";"2004";"Qua";"22"
32288;2004-03-17 22:22:00;"USA";"2004";"Qua";"22"
32289;2004-03-17 22:50:00;"USA";"2004";"Qua";"22"
32290;2004-03-17 23:15:00;"FRA";"2004";"Qua";"23"
32291;2004-03-17 23:50:00;"USA";"2004";"Qua";"23"
32292;2005-03-17 00:00:00;"USA";"2005";"Qui";"00"
32293;2005-03-17 08:30:00;"USA";"2005";"Qui";"08"
32294;2005-03-17 14:30:00;"USA";"2005";"Qui";"14"
32295;2005-03-17 19:25:00;"USA";"2005";"Qui";"19"
32296;2005-03-17 20:30:00;"USA";"2005";"Qui";"20"
32297;2005-03-17 21:00:00;"USA";"2005";"Qui";"21"
32298;2005-03-17 22:15:00;"GBR";"2005";"Qui";"22"
32299;2005-03-17 22:30:00;"GBR";"2005";"Qui";"22"
32300;2005-03-17 23:07:00;"USA";"2005";"Qui";"23"
32301;2006-03-17 01:40:00;"USA";"2006";"Sex";"01"
32302;2006-03-17 02:00:00;"USA";"2006";"Sex";"02"
32303;2006-03-17 09:00:00;"VEN";"2006";"Sex";"09"
32304;2006-03-17 13:30:00;"CAN";"2006";"Sex";"13"
32305;2006-03-17 20:00:00;"USA";"2006";"Sex";"20"
32306;2006-03-17 21:00:00;"USA";"2006";"Sex";"21"
32307;2007-03-17 06:30:00;"USA";"2007";"Sáb";"06"
