"unique.id";"datetime";"country";"Year";"WeekDay";"Hour"
2536;2008-10-17 21:30:00;"IRL";"2008";"Sex";"21"
2537;2008-10-17 21:30:00;"USA";"2008";"Sex";"21"
2538;2008-10-17 22:00:00;"GBR";"2008";"Sex";"22"
2539;2008-10-17 23:00:00;"USA";"2008";"Sex";"23"
2540;2008-10-17 23:00:00;"USA";"2008";"Sex";"23"
2541;2008-10-17 23:15:00;"USA";"2008";"Sex";"23"
2542;2009-10-17 00:00:00;"USA";"2009";"Sáb";"00"
2543;2009-10-17 00:00:00;"GBR";"2009";"Sáb";"00"
2544;2009-10-17 01:45:00;"USA";"2009";"Sáb";"01"
2545;2009-10-17 01:50:00;"USA";"2009";"Sáb";"01"
2546;2009-10-17 06:30:00;"USA";"2009";"Sáb";"06"
2547;2009-10-17 08:30:00;"USA";"2009";"Sáb";"08"
2548;2009-10-17 12:50:00;"USA";"2009";"Sáb";"12"
2549;2009-10-17 14:00:00;"USA";"2009";"Sáb";"14"
2550;2009-10-17 18:30:00;"USA";"2009";"Sáb";"18"
2551;2009-10-17 19:15:00;"USA";"2009";"Sáb";"19"
2552;2009-10-17 19:30:00;"USA";"2009";"Sáb";"19"
2553;2009-10-17 19:35:00;"USA";"2009";"Sáb";"19"
2554;2009-10-17 20:40:00;"USA";"2009";"Sáb";"20"
2555;2009-10-17 21:00:00;"USA";"2009";"Sáb";"21"
2556;2009-10-17 21:30:00;"USA";"2009";"Sáb";"21"
2557;2009-10-17 21:40:00;"USA";"2009";"Sáb";"21"
2558;2009-10-17 21:50:00;"USA";"2009";"Sáb";"21"
2559;2009-10-17 22:00:00;"USA";"2009";"Sáb";"22"
2560;2009-10-17 22:00:00;"USA";"2009";"Sáb";"22"
2561;2010-10-17 01:00:00;"USA";"2010";"Dom";"01"
2562;2010-10-17 02:00:00;"USA";"2010";"Dom";"02"
2563;2010-10-17 04:00:00;"USA";"2010";"Dom";"04"
2564;2010-10-17 04:53:00;"USA";"2010";"Dom";"04"
2565;2010-10-17 18:40:00;"USA";"2010";"Dom";"18"
2566;2010-10-17 20:00:00;"USA";"2010";"Dom";"20"
2567;2010-10-17 20:35:00;"USA";"2010";"Dom";"20"
2568;2011-10-17 07:15:00;"USA";"2011";"Seg";"07"
2569;2011-10-17 15:00:00;"USA";"2011";"Seg";"15"
2570;2011-10-17 16:00:00;"USA";"2011";"Seg";"16"
2571;2011-10-17 18:42:00;"USA";"2011";"Seg";"18"
2572;2011-10-17 19:00:00;"USA";"2011";"Seg";"19"
2573;2011-10-17 19:25:00;"USA";"2011";"Seg";"19"
2574;2011-10-17 19:28:00;"USA";"2011";"Seg";"19"
2575;2011-10-17 19:35:00;"USA";"2011";"Seg";"19"
2576;2011-10-17 19:45:00;"USA";"2011";"Seg";"19"
2577;2011-10-17 19:45:00;"USA";"2011";"Seg";"19"
2578;2011-10-17 20:00:00;"USA";"2011";"Seg";"20"
2579;2011-10-17 20:00:00;"USA";"2011";"Seg";"20"
2580;2011-10-17 20:58:00;"USA";"2011";"Seg";"20"
2581;2011-10-17 21:20:00;"USA";"2011";"Seg";"21"
2582;2011-10-17 21:30:00;"USA";"2011";"Seg";"21"
2583;2011-10-17 21:30:00;"USA";"2011";"Seg";"21"
2584;2011-10-17 21:40:00;"USA";"2011";"Seg";"21"
2585;2011-10-17 21:45:00;"USA";"2011";"Seg";"21"
2586;2011-10-17 23:00:00;"USA";"2011";"Seg";"23"
2587;2012-10-17 01:00:00;"USA";"2012";"Qua";"01"
2588;2012-10-17 01:05:00;"USA";"2012";"Qua";"01"
2589;2012-10-17 02:15:00;"USA";"2012";"Qua";"02"
2590;2012-10-17 03:20:00;"USA";"2012";"Qua";"03"
2591;2012-10-17 05:33:00;"USA";"2012";"Qua";"05"
2592;2012-10-17 07:00:00;"USA";"2012";"Qua";"07"
2593;2012-10-17 12:22:00;"POL";"2012";"Qua";"12"
2594;2012-10-17 14:00:00;"USA";"2012";"Qua";"14"
2595;2012-10-17 17:55:00;"USA";"2012";"Qua";"17"
2596;2012-10-17 19:00:00;"USA";"2012";"Qua";"19"
2597;2012-10-17 19:00:00;"USA";"2012";"Qua";"19"
2598;2012-10-17 19:00:00;"USA";"2012";"Qua";"19"
2599;2012-10-17 19:45:00;"USA";"2012";"Qua";"19"
2600;2012-10-17 20:10:00;"USA";"2012";"Qua";"20"
2601;2012-10-17 20:30:00;"USA";"2012";"Qua";"20"
2602;2012-10-17 20:45:00;"USA";"2012";"Qua";"20"
2603;2012-10-17 21:00:00;"USA";"2012";"Qua";"21"
2604;2012-10-17 21:30:00;"GBR";"2012";"Qua";"21"
2605;2012-10-17 23:05:00;"USA";"2012";"Qua";"23"
2606;2012-10-17 23:30:00;"USA";"2012";"Qua";"23"
2607;2013-10-17 01:00:00;"CAN";"2013";"Qui";"01"
2608;2013-10-17 06:45:00;"USA";"2013";"Qui";"06"
2609;2013-10-17 07:00:00;"USA";"2013";"Qui";"07"
2610;2013-10-17 08:17:00;"USA";"2013";"Qui";"08"
2611;2013-10-17 18:50:00;"GBR";"2013";"Qui";"18"
2612;2013-10-17 19:40:00;"USA";"2013";"Qui";"19"
2613;2013-10-17 20:00:00;"USA";"2013";"Qui";"20"
2614;2013-10-17 20:00:00;"USA";"2013";"Qui";"20"
2615;2013-10-17 20:26:00;"USA";"2013";"Qui";"20"
2616;2013-10-17 20:45:00;"USA";"2013";"Qui";"20"
2617;2013-10-17 21:00:00;"USA";"2013";"Qui";"21"
2618;2013-10-17 21:15:00;"USA";"2013";"Qui";"21"
2619;2013-10-17 21:35:00;"USA";"2013";"Qui";"21"
2620;2013-10-17 22:18:00;"USA";"2013";"Qui";"22"
2621;2013-10-17 23:00:00;"USA";"2013";"Qui";"23"
2622;2013-10-17 00:00:00;"CAN";"2013";"Qui";"00"
2623;1973-10-18 20:00:00;"USA";"1973";"Qui";"20"
2624;1973-10-18 00:00:00;"USA";"1973";"Qui";"00"
2625;1974-10-18 01:00:00;"USA";"1974";"Sex";"01"
2626;1978-10-18 23:30:00;"USA";"1978";"Qua";"23"
2627;1981-10-18 07:30:00;"USA";"1981";"Dom";"07"
2628;1981-10-18 16:00:00;"USA";"1981";"Dom";"16"
2629;1984-10-18 22:00:00;"USA";"1984";"Qui";"22"
2630;1989-10-18 13:00:00;"USA";"1989";"Qua";"13"
2631;1989-10-18 21:00:00;"USA";"1989";"Qua";"21"
2632;1989-10-18 21:30:00;"USA";"1989";"Qua";"21"
2633;1990-10-18 01:00:00;"USA";"1990";"Qui";"01"
2634;1995-10-18 03:00:00;"USA";"1995";"Qua";"03"
2635;1995-10-18 18:45:00;"USA";"1995";"Qua";"18"
2636;1996-10-18 23:30:00;"USA";"1996";"Sex";"23"
2637;1997-10-18 15:00:00;"USA";"1997";"Sáb";"15"
2638;1998-10-18 00:01:00;"USA";"1998";"Dom";"00"
2639;1998-10-18 04:30:00;"USA";"1998";"Dom";"04"
2640;1998-10-18 09:30:00;"USA";"1998";"Dom";"09"
2641;1998-10-18 18:00:00;"USA";"1998";"Dom";"18"
2642;1998-10-18 23:35:00;"IRL";"1998";"Dom";"23"
2643;1998-10-18 23:54:00;"USA";"1998";"Dom";"23"
2644;1999-10-18 01:45:00;"USA";"1999";"Seg";"01"
2645;1999-10-18 03:00:00;"USA";"1999";"Seg";"03"
2646;1999-10-18 04:30:00;"USA";"1999";"Seg";"04"
2647;1999-10-18 04:33:00;"USA";"1999";"Seg";"04"
2648;1999-10-18 20:00:00;"USA";"1999";"Seg";"20"
2649;1999-10-18 23:38:00;"USA";"1999";"Seg";"23"
2650;2000-10-18 06:02:00;"USA";"2000";"Qua";"06"
2651;2000-10-18 20:25:00;"USA";"2000";"Qua";"20"
2652;2000-10-18 20:43:00;"USA";"2000";"Qua";"20"
2653;2000-10-18 20:45:00;"USA";"2000";"Qua";"20"
2654;2000-10-18 20:45:00;"CAN";"2000";"Qua";"20"
2655;2000-10-18 22:15:00;"USA";"2000";"Qua";"22"
2656;2001-10-18 00:00:00;"CAN";"2001";"Qui";"00"
2657;2001-10-18 01:30:00;"USA";"2001";"Qui";"01"
2658;2001-10-18 07:36:00;"USA";"2001";"Qui";"07"
2659;2001-10-18 17:51:00;"USA";"2001";"Qui";"17"
2660;2001-10-18 18:32:00;"USA";"2001";"Qui";"18"
2661;2001-10-18 22:00:00;"USA";"2001";"Qui";"22"
2662;2001-10-18 22:30:00;"USA";"2001";"Qui";"22"
2663;2002-10-18 05:30:00;"USA";"2002";"Sex";"05"
2664;2002-10-18 20:35:00;"GBR";"2002";"Sex";"20"
2665;2002-10-18 20:45:00;"NZL";"2002";"Sex";"20"
2666;2002-10-18 21:30:00;"USA";"2002";"Sex";"21"
2667;2002-10-18 00:00:00;"USA";"2002";"Sex";"00"
2668;2003-10-18 00:00:00;"USA";"2003";"Sáb";"00"
2669;2003-10-18 01:00:00;"USA";"2003";"Sáb";"01"
2670;2003-10-18 01:44:00;"USA";"2003";"Sáb";"01"
2671;2003-10-18 02:00:00;"USA";"2003";"Sáb";"02"
2672;2003-10-18 03:30:00;"USA";"2003";"Sáb";"03"
2673;2003-10-18 11:15:00;"USA";"2003";"Sáb";"11"
2674;2003-10-18 12:34:00;"USA";"2003";"Sáb";"12"
2675;2003-10-18 12:48:00;"USA";"2003";"Sáb";"12"
2676;2003-10-18 13:30:00;"USA";"2003";"Sáb";"13"
2677;2003-10-18 14:23:00;"USA";"2003";"Sáb";"14"
2678;2003-10-18 15:00:00;"USA";"2003";"Sáb";"15"
2679;2003-10-18 15:45:00;"USA";"2003";"Sáb";"15"
2680;2003-10-18 16:10:00;"USA";"2003";"Sáb";"16"
2681;2003-10-18 17:00:00;"USA";"2003";"Sáb";"17"
2682;2003-10-18 17:00:00;"USA";"2003";"Sáb";"17"
2683;2003-10-18 17:35:00;"USA";"2003";"Sáb";"17"
2684;2003-10-18 18:43:00;"USA";"2003";"Sáb";"18"
2685;2003-10-18 18:45:00;"USA";"2003";"Sáb";"18"
2686;2003-10-18 20:00:00;"USA";"2003";"Sáb";"20"
2687;2003-10-18 20:00:00;"USA";"2003";"Sáb";"20"
2688;2003-10-18 20:15:00;"USA";"2003";"Sáb";"20"
2689;2003-10-18 20:45:00;"USA";"2003";"Sáb";"20"
2690;2003-10-18 21:00:00;"USA";"2003";"Sáb";"21"
2691;2003-10-18 21:00:00;"USA";"2003";"Sáb";"21"
2692;2003-10-18 21:00:00;"USA";"2003";"Sáb";"21"
2693;2003-10-18 21:00:00;"USA";"2003";"Sáb";"21"
2694;2003-10-18 21:00:00;"USA";"2003";"Sáb";"21"
2695;2003-10-18 21:30:00;"USA";"2003";"Sáb";"21"
2696;2003-10-18 21:30:00;"USA";"2003";"Sáb";"21"
2697;2003-10-18 21:30:00;"USA";"2003";"Sáb";"21"
2698;2003-10-18 21:40:00;"USA";"2003";"Sáb";"21"
2699;2003-10-18 23:00:00;"CAN";"2003";"Sáb";"23"
2700;2003-10-18 23:20:00;"USA";"2003";"Sáb";"23"
2701;2004-10-18 00:00:00;"USA";"2004";"Seg";"00"
2702;2004-10-18 01:00:00;"GBR";"2004";"Seg";"01"
2703;2004-10-18 08:00:00;"USA";"2004";"Seg";"08"
2704;2004-10-18 08:00:00;"USA";"2004";"Seg";"08"
2705;2004-10-18 16:00:00;"USA";"2004";"Seg";"16"
2706;2004-10-18 16:45:00;"USA";"2004";"Seg";"16"
2707;2004-10-18 17:45:00;"USA";"2004";"Seg";"17"
2708;2004-10-18 18:00:00;"USA";"2004";"Seg";"18"
2709;2004-10-18 19:41:00;"USA";"2004";"Seg";"19"
2710;2004-10-18 20:00:00;"USA";"2004";"Seg";"20"
2711;2004-10-18 22:30:00;"USA";"2004";"Seg";"22"
2712;2005-10-18 01:00:00;"USA";"2005";"Ter";"01"
2713;2005-10-18 01:15:00;"USA";"2005";"Ter";"01"
2714;2005-10-18 06:50:00;"USA";"2005";"Ter";"06"
2715;2005-10-18 18:00:00;"USA";"2005";"Ter";"18"
2716;2005-10-18 19:23:00;"USA";"2005";"Ter";"19"
2717;2005-10-18 19:30:00;"USA";"2005";"Ter";"19"
2718;2005-10-18 20:30:00;"USA";"2005";"Ter";"20"
2719;2005-10-18 23:00:00;"USA";"2005";"Ter";"23"
2720;2006-10-18 00:40:00;"USA";"2006";"Qua";"00"
2721;2006-10-18 17:00:00;"USA";"2006";"Qua";"17"
2722;2006-10-18 18:00:00;"USA";"2006";"Qua";"18"
2723;2006-10-18 19:30:00;"USA";"2006";"Qua";"19"
2724;2006-10-18 19:45:00;"USA";"2006";"Qua";"19"
2725;2006-10-18 21:00:00;"USA";"2006";"Qua";"21"
2726;2006-10-18 21:48:00;"USA";"2006";"Qua";"21"
2727;2006-10-18 22:00:00;"USA";"2006";"Qua";"22"
2728;2006-10-18 23:00:00;"USA";"2006";"Qua";"23"
2729;2007-10-18 15:00:00;"USA";"2007";"Qui";"15"
2730;2007-10-18 21:10:00;"GBR";"2007";"Qui";"21"
2731;2007-10-18 21:30:00;"USA";"2007";"Qui";"21"
2732;2007-10-18 21:45:00;"USA";"2007";"Qui";"21"
2733;2007-10-18 23:15:00;"USA";"2007";"Qui";"23"
2734;2007-10-18 23:45:00;"GBR";"2007";"Qui";"23"
2735;2008-10-18 01:00:00;"USA";"2008";"Sáb";"01"
2736;2008-10-18 03:40:00;"USA";"2008";"Sáb";"03"
2737;2008-10-18 13:45:00;"USA";"2008";"Sáb";"13"
2738;2008-10-18 17:00:00;"USA";"2008";"Sáb";"17"
2739;2008-10-18 17:30:00;"USA";"2008";"Sáb";"17"
2740;2008-10-18 19:50:00;"USA";"2008";"Sáb";"19"
2741;2008-10-18 20:00:00;"USA";"2008";"Sáb";"20"
2742;2008-10-18 20:00:00;"USA";"2008";"Sáb";"20"
2743;2008-10-18 20:30:00;"USA";"2008";"Sáb";"20"
2744;2008-10-18 23:00:00;"USA";"2008";"Sáb";"23"
2745;2008-10-18 23:00:00;"USA";"2008";"Sáb";"23"
2746;2008-10-18 23:45:00;"BEL";"2008";"Sáb";"23"
2747;2009-10-18 00:00:00;"USA";"2009";"Dom";"00"
2748;2009-10-18 01:25:00;"USA";"2009";"Dom";"01"
2749;2009-10-18 04:00:00;"USA";"2009";"Dom";"04"
2750;2009-10-18 19:45:00;"ZAF";"2009";"Dom";"19"
2751;2009-10-18 20:00:00;"USA";"2009";"Dom";"20"
2752;2009-10-18 20:45:00;"ZAF";"2009";"Dom";"20"
2753;2009-10-18 22:00:00;"ZAF";"2009";"Dom";"22"
2754;2010-10-18 01:00:00;"USA";"2010";"Seg";"01"
2755;2010-10-18 02:45:00;"USA";"2010";"Seg";"02"
2756;2010-10-18 04:00:00;"USA";"2010";"Seg";"04"
2757;2010-10-18 05:00:00;"USA";"2010";"Seg";"05"
2758;2010-10-18 06:30:00;"USA";"2010";"Seg";"06"
2759;2010-10-18 07:30:00;"USA";"2010";"Seg";"07"
2760;2010-10-18 15:00:00;"GBR";"2010";"Seg";"15"
2761;2010-10-18 16:00:00;"USA";"2010";"Seg";"16"
2762;2010-10-18 20:40:00;"USA";"2010";"Seg";"20"
2763;2011-10-18 00:00:00;"USA";"2011";"Ter";"00"
2764;2011-10-18 00:15:00;"USA";"2011";"Ter";"00"
2765;2011-10-18 01:40:00;"USA";"2011";"Ter";"01"
2766;2011-10-18 03:15:00;"USA";"2011";"Ter";"03"
2767;2011-10-18 03:30:00;"USA";"2011";"Ter";"03"
2768;2011-10-18 05:00:00;"USA";"2011";"Ter";"05"
2769;2011-10-18 06:00:00;"USA";"2011";"Ter";"06"
2770;2011-10-18 07:30:00;"USA";"2011";"Ter";"07"
2771;2011-10-18 15:13:00;"USA";"2011";"Ter";"15"
2772;2011-10-18 19:00:00;"USA";"2011";"Ter";"19"
2773;2011-10-18 20:00:00;"USA";"2011";"Ter";"20"
2774;2011-10-18 20:15:00;"USA";"2011";"Ter";"20"
2775;2011-10-18 20:20:00;"USA";"2011";"Ter";"20"
2776;2011-10-18 20:35:00;"USA";"2011";"Ter";"20"
2777;2011-10-18 21:30:00;"USA";"2011";"Ter";"21"
2778;2011-10-18 22:15:00;"USA";"2011";"Ter";"22"
2779;2011-10-18 23:15:00;"USA";"2011";"Ter";"23"
2780;2011-10-18 23:55:00;"USA";"2011";"Ter";"23"
2781;2012-10-18 01:00:00;"USA";"2012";"Qui";"01"
2782;2012-10-18 05:00:00;"CAN";"2012";"Qui";"05"
2783;2012-10-18 05:50:00;"GBR";"2012";"Qui";"05"
2784;2012-10-18 07:45:00;"USA";"2012";"Qui";"07"
2785;2012-10-18 09:00:00;"CAN";"2012";"Qui";"09"
2786;2012-10-18 16:30:00;"USA";"2012";"Qui";"16"
2787;2012-10-18 19:45:00;"USA";"2012";"Qui";"19"
2788;2012-10-18 19:50:00;"USA";"2012";"Qui";"19"
2789;2012-10-18 20:15:00;"USA";"2012";"Qui";"20"
2790;2012-10-18 20:50:00;"USA";"2012";"Qui";"20"
2791;2012-10-18 21:00:00;"USA";"2012";"Qui";"21"
2792;2012-10-18 21:30:00;"USA";"2012";"Qui";"21"
2793;2012-10-18 22:00:00;"USA";"2012";"Qui";"22"
2794;2012-10-18 22:30:00;"USA";"2012";"Qui";"22"
2795;2012-10-18 23:40:00;"USA";"2012";"Qui";"23"
2796;2012-10-18 23:45:00;"USA";"2012";"Qui";"23"
2797;2013-10-18 00:00:00;"USA";"2013";"Sex";"00"
2798;2013-10-18 01:45:00;"USA";"2013";"Sex";"01"
2799;2013-10-18 08:00:00;"USA";"2013";"Sex";"08"
2800;2013-10-18 17:30:00;"USA";"2013";"Sex";"17"
2801;2013-10-18 19:00:00;"USA";"2013";"Sex";"19"
2802;2013-10-18 19:15:00;"USA";"2013";"Sex";"19"
2803;2013-10-18 19:19:00;"BEL";"2013";"Sex";"19"
2804;2013-10-18 19:30:00;"CAN";"2013";"Sex";"19"
2805;2013-10-18 19:40:00;"USA";"2013";"Sex";"19"
2806;2013-10-18 19:45:00;"USA";"2013";"Sex";"19"
2807;2013-10-18 20:00:00;"USA";"2013";"Sex";"20"
2808;2013-10-18 20:12:00;"USA";"2013";"Sex";"20"
2809;2013-10-18 20:15:00;"USA";"2013";"Sex";"20"
2810;2013-10-18 20:15:00;"USA";"2013";"Sex";"20"
2811;2013-10-18 21:30:00;"USA";"2013";"Sex";"21"
2812;2013-10-18 21:30:00;"USA";"2013";"Sex";"21"
2813;2013-10-18 21:30:00;"USA";"2013";"Sex";"21"
2814;2013-10-18 21:33:00;"USA";"2013";"Sex";"21"
2815;2013-10-18 21:40:00;"USA";"2013";"Sex";"21"
2816;2013-10-18 21:45:00;"USA";"2013";"Sex";"21"
2817;2013-10-18 22:34:00;"USA";"2013";"Sex";"22"
2818;2013-10-18 22:34:00;"USA";"2013";"Sex";"22"
2819;2013-10-18 22:35:00;"USA";"2013";"Sex";"22"
2820;2013-10-18 23:30:00;"USA";"2013";"Sex";"23"
2821;2013-10-18 23:30:00;"USA";"2013";"Sex";"23"
2822;1972-10-19 08:00:00;"PRI";"1972";"Qui";"08"
2823;1977-10-19 21:30:00;"PHL";"1977";"Qua";"21"
2824;1980-10-19 01:00:00;"USA";"1980";"Dom";"01"
2825;1983-10-19 04:55:00;"ISL";"1983";"Qua";"04"
2826;1992-10-19 14:00:00;"USA";"1992";"Seg";"14"
2827;1994-10-19 07:30:00;"USA";"1994";"Qua";"07"
2828;1995-10-19 01:00:00;"USA";"1995";"Qui";"01"
2829;1995-10-19 05:30:00;"USA";"1995";"Qui";"05"
2830;1995-10-19 09:15:00;"USA";"1995";"Qui";"09"
2831;1995-10-19 19:15:00;"USA";"1995";"Qui";"19"
2832;1995-10-19 00:00:00;"USA";"1995";"Qui";"00"
2833;1997-10-19 02:00:00;"USA";"1997";"Dom";"02"
2834;1997-10-19 02:00:00;"USA";"1997";"Dom";"02"
2835;1997-10-19 20:45:00;"USA";"1997";"Dom";"20"
2836;1998-10-19 00:34:00;"USA";"1998";"Seg";"00"
2837;1998-10-19 01:30:00;"USA";"1998";"Seg";"01"
2838;1998-10-19 04:40:00;"CAN";"1998";"Seg";"04"
2839;1998-10-19 12:42:00;"USA";"1998";"Seg";"12"
2840;1998-10-19 16:30:00;"USA";"1998";"Seg";"16"
2841;1998-10-19 18:00:00;"USA";"1998";"Seg";"18"
2842;1998-10-19 21:30:00;"USA";"1998";"Seg";"21"
2843;1998-10-19 21:35:00;"USA";"1998";"Seg";"21"
2844;1998-10-19 21:45:00;"USA";"1998";"Seg";"21"
2845;1998-10-19 22:30:00;"USA";"1998";"Seg";"22"
2846;1999-10-19 03:10:00;"USA";"1999";"Ter";"03"
2847;1999-10-19 05:45:00;"USA";"1999";"Ter";"05"
2848;1999-10-19 07:35:00;"USA";"1999";"Ter";"07"
2849;1999-10-19 17:30:00;"USA";"1999";"Ter";"17"
2850;1999-10-19 19:20:00;"USA";"1999";"Ter";"19"
2851;1999-10-19 20:00:00;"USA";"1999";"Ter";"20"
2852;1999-10-19 22:00:00;"USA";"1999";"Ter";"22"
2853;1999-10-19 22:45:00;"USA";"1999";"Ter";"22"
2854;1999-10-19 23:35:00;"USA";"1999";"Ter";"23"
2855;2000-10-19 00:15:00;"CAN";"2000";"Qui";"00"
2856;2000-10-19 05:28:00;"USA";"2000";"Qui";"05"
2857;2000-10-19 07:40:00;"USA";"2000";"Qui";"07"
2858;2000-10-19 20:00:00;"USA";"2000";"Qui";"20"
2859;2000-10-19 20:00:00;"CAN";"2000";"Qui";"20"
2860;2000-10-19 21:30:00;"AUS";"2000";"Qui";"21"
2861;2000-10-19 00:00:00;"USA";"2000";"Qui";"00"
2862;2001-10-19 00:30:00;"IRL";"2001";"Sex";"00"
2863;2001-10-19 04:00:00;"USA";"2001";"Sex";"04"
2864;2001-10-19 19:50:00;"USA";"2001";"Sex";"19"
2865;2001-10-19 20:05:00;"USA";"2001";"Sex";"20"
2866;2001-10-19 20:45:00;"USA";"2001";"Sex";"20"
2867;2001-10-19 22:00:00;"USA";"2001";"Sex";"22"
2868;2001-10-19 22:05:00;"USA";"2001";"Sex";"22"
2869;2002-10-19 00:34:00;"USA";"2002";"Sáb";"00"
2870;2002-10-19 01:30:00;"USA";"2002";"Sáb";"01"
2871;2002-10-19 08:45:00;"USA";"2002";"Sáb";"08"
2872;2002-10-19 17:50:00;"CAN";"2002";"Sáb";"17"
2873;2003-10-19 02:45:00;"USA";"2003";"Dom";"02"
2874;2003-10-19 05:45:00;"USA";"2003";"Dom";"05"
2875;2003-10-19 12:00:00;"USA";"2003";"Dom";"12"
2876;2003-10-19 12:00:00;"CAN";"2003";"Dom";"12"
2877;2003-10-19 12:30:00;"USA";"2003";"Dom";"12"
2878;2003-10-19 15:30:00;"USA";"2003";"Dom";"15"
2879;2003-10-19 16:00:00;"USA";"2003";"Dom";"16"
2880;2003-10-19 16:30:00;"USA";"2003";"Dom";"16"
2881;2003-10-19 17:05:00;"USA";"2003";"Dom";"17"
2882;2003-10-19 17:30:00;"USA";"2003";"Dom";"17"
2883;2003-10-19 19:00:00;"GBR";"2003";"Dom";"19"
2884;2003-10-19 20:40:00;"USA";"2003";"Dom";"20"
2885;2003-10-19 21:30:00;"USA";"2003";"Dom";"21"
2886;2003-10-19 23:30:00;"USA";"2003";"Dom";"23"
2887;2003-10-19 23:30:00;"CAN";"2003";"Dom";"23"
2888;2004-10-19 12:00:00;"USA";"2004";"Ter";"12"
2889;2004-10-19 20:00:00;"USA";"2004";"Ter";"20"
2890;2004-10-19 20:00:00;"CAN";"2004";"Ter";"20"
2891;2004-10-19 20:00:00;"CAN";"2004";"Ter";"20"
2892;2005-10-19 01:30:00;"GBR";"2005";"Qua";"01"
2893;2005-10-19 02:00:00;"USA";"2005";"Qua";"02"
2894;2005-10-19 07:30:00;"USA";"2005";"Qua";"07"
2895;2005-10-19 18:00:00;"USA";"2005";"Qua";"18"
2896;2005-10-19 21:00:00;"USA";"2005";"Qua";"21"
2897;2005-10-19 21:15:00;"USA";"2005";"Qua";"21"
2898;2005-10-19 22:00:00;"USA";"2005";"Qua";"22"
2899;2005-10-19 22:45:00;"USA";"2005";"Qua";"22"
2900;2006-10-19 06:10:00;"USA";"2006";"Qui";"06"
2901;2006-10-19 07:05:00;"USA";"2006";"Qui";"07"
2902;2006-10-19 11:50:00;"GBR";"2006";"Qui";"11"
2903;2006-10-19 12:10:00;"USA";"2006";"Qui";"12"
2904;2006-10-19 18:50:00;"USA";"2006";"Qui";"18"
2905;2006-10-19 19:40:00;"USA";"2006";"Qui";"19"
2906;2006-10-19 22:15:00;"USA";"2006";"Qui";"22"
2907;2007-10-19 00:00:00;"USA";"2007";"Sex";"00"
2908;2007-10-19 02:00:00;"USA";"2007";"Sex";"02"
2909;2007-10-19 15:00:00;"USA";"2007";"Sex";"15"
2910;2007-10-19 16:45:00;"USA";"2007";"Sex";"16"
2911;2007-10-19 17:30:00;"GBR";"2007";"Sex";"17"
2912;2007-10-19 18:30:00;"USA";"2007";"Sex";"18"
2913;2007-10-19 19:00:00;"USA";"2007";"Sex";"19"
2914;2007-10-19 19:20:00;"USA";"2007";"Sex";"19"
2915;2007-10-19 19:30:00;"USA";"2007";"Sex";"19"
2916;2007-10-19 19:34:00;"USA";"2007";"Sex";"19"
2917;2007-10-19 19:35:00;"USA";"2007";"Sex";"19"
2918;2007-10-19 19:45:00;"USA";"2007";"Sex";"19"
2919;2007-10-19 20:00:00;"USA";"2007";"Sex";"20"
2920;2007-10-19 22:00:00;"USA";"2007";"Sex";"22"
2921;2007-10-19 22:30:00;"USA";"2007";"Sex";"22"
2922;2007-10-19 00:00:00;"USA";"2007";"Sex";"00"
2923;2008-10-19 01:00:00;"USA";"2008";"Dom";"01"
2924;2008-10-19 02:00:00;"USA";"2008";"Dom";"02"
2925;2008-10-19 03:00:00;"USA";"2008";"Dom";"03"
2926;2008-10-19 06:10:00;"USA";"2008";"Dom";"06"
2927;2008-10-19 06:40:00;"CRI";"2008";"Dom";"06"
2928;2008-10-19 09:40:00;"USA";"2008";"Dom";"09"
2929;2008-10-19 11:00:00;"USA";"2008";"Dom";"11"
2930;2008-10-19 11:10:00;"USA";"2008";"Dom";"11"
2931;2008-10-19 12:00:00;"USA";"2008";"Dom";"12"
2932;2008-10-19 14:00:00;"USA";"2008";"Dom";"14"
2933;2008-10-19 14:00:00;"USA";"2008";"Dom";"14"
2934;2008-10-19 17:00:00;"USA";"2008";"Dom";"17"
2935;2008-10-19 17:00:00;"USA";"2008";"Dom";"17"
2936;2008-10-19 18:00:00;"USA";"2008";"Dom";"18"
2937;2008-10-19 18:35:00;"USA";"2008";"Dom";"18"
2938;2008-10-19 19:00:00;"USA";"2008";"Dom";"19"
2939;2008-10-19 19:26:00;"USA";"2008";"Dom";"19"
2940;2008-10-19 19:30:00;"USA";"2008";"Dom";"19"
2941;2008-10-19 21:00:00;"USA";"2008";"Dom";"21"
2942;2008-10-19 22:30:00;"USA";"2008";"Dom";"22"
2943;2008-10-19 22:30:00;"USA";"2008";"Dom";"22"
2944;2008-10-19 23:09:00;"USA";"2008";"Dom";"23"
2945;2008-10-19 00:00:00;"USA";"2008";"Dom";"00"
2946;2009-10-19 00:50:00;"USA";"2009";"Seg";"00"
2947;2009-10-19 01:30:00;"USA";"2009";"Seg";"01"
2948;2009-10-19 01:41:00;"CAN";"2009";"Seg";"01"
2949;2009-10-19 06:15:00;"USA";"2009";"Seg";"06"
2950;2009-10-19 18:30:00;"USA";"2009";"Seg";"18"
2951;2009-10-19 19:15:00;"USA";"2009";"Seg";"19"
2952;2009-10-19 20:30:00;"USA";"2009";"Seg";"20"
2953;2009-10-19 21:00:00;"USA";"2009";"Seg";"21"
2954;2010-10-19 13:00:00;"USA";"2010";"Ter";"13"
