"Year";"Coutry";"WeakDay";"Hour";"x"
"1970";"USA";"Sex";"00";3
"1971";"USA";"Sex";"00";1
"1973";"USA";"Sex";"00";5
"1974";"USA";"Sex";"00";1
"1975";"USA";"Sex";"00";3
"1977";"USA";"Sex";"00";2
"1978";"USA";"Sex";"00";1
"1979";"USA";"Sex";"00";2
"1980";"USA";"Sex";"00";1
"1982";"USA";"Sex";"00";2
"1983";"USA";"Sex";"00";2
"1984";"USA";"Sex";"00";5
"1985";"USA";"Sex";"00";2
"1986";"USA";"Sex";"00";2
"1987";"USA";"Sex";"00";2
"1988";"USA";"Sex";"00";4
"1989";"USA";"Sex";"00";2
"1990";"USA";"Sex";"00";2
"1991";"USA";"Sex";"00";1
"1993";"USA";"Sex";"00";1
"1994";"USA";"Sex";"00";1
"1995";"USA";"Sex";"00";27
"1996";"USA";"Sex";"00";3
"1997";"USA";"Sex";"00";11
"1998";"USA";"Sex";"00";13
"1999";"USA";"Sex";"00";18
"2000";"USA";"Sex";"00";17
"2001";"USA";"Sex";"00";14
"2002";"USA";"Sex";"00";18
"2003";"USA";"Sex";"00";29
"2004";"USA";"Sex";"00";21
"2005";"USA";"Sex";"00";34
"2006";"USA";"Sex";"00";28
"2007";"USA";"Sex";"00";31
"2008";"USA";"Sex";"00";35
"2009";"USA";"Sex";"00";34
"2010";"USA";"Sex";"00";62
"2011";"USA";"Sex";"00";38
"2012";"USA";"Sex";"00";39
"2013";"USA";"Sex";"00";46
"2014";"USA";"Sex";"00";17
"2000";"VEN";"Sex";"00";1
"2006";"ZAF";"Sex";"00";1
"1980";"AUS";"Ter";"00";1
"1997";"AUS";"Ter";"00";1
"1998";"AUS";"Ter";"00";2
"2001";"AUS";"Ter";"00";1
"2005";"AUS";"Ter";"00";3
"2007";"AUS";"Ter";"00";1
"2008";"AUS";"Ter";"00";1
"2013";"AUS";"Ter";"00";2
"1999";"AUT";"Ter";"00";1
"1975";"CAN";"Ter";"00";2
"1982";"CAN";"Ter";"00";1
"1993";"CAN";"Ter";"00";1
"1997";"CAN";"Ter";"00";5
"1998";"CAN";"Ter";"00";1
"1999";"CAN";"Ter";"00";1
"2000";"CAN";"Ter";"00";2
"2002";"CAN";"Ter";"00";1
"2003";"CAN";"Ter";"00";4
"2004";"CAN";"Ter";"00";2
"2005";"CAN";"Ter";"00";5
"2006";"CAN";"Ter";"00";2
"2007";"CAN";"Ter";"00";2
"2008";"CAN";"Ter";"00";1
"2009";"CAN";"Ter";"00";1
"2010";"CAN";"Ter";"00";1
"2013";"CAN";"Ter";"00";2
"2014";"CAN";"Ter";"00";1
"2008";"CHL";"Ter";"00";1
"2014";"DEU";"Ter";"00";1
"2003";"DNK";"Ter";"00";1
"1986";"ESP";"Ter";"00";1
"2004";"FIN";"Ter";"00";1
"2005";"FIN";"Ter";"00";1
"1970";"GBR";"Ter";"00";1
"1971";"GBR";"Ter";"00";1
"1976";"GBR";"Ter";"00";2
"1999";"GBR";"Ter";"00";1
"2000";"GBR";"Ter";"00";1
"2001";"GBR";"Ter";"00";1
"2002";"GBR";"Ter";"00";3
"2004";"GBR";"Ter";"00";1
"2005";"GBR";"Ter";"00";2
"2006";"GBR";"Ter";"00";2
"2007";"GBR";"Ter";"00";2
"2008";"GBR";"Ter";"00";2
"2009";"GBR";"Ter";"00";2
"2010";"GBR";"Ter";"00";1
"2011";"GBR";"Ter";"00";2
"2012";"GBR";"Ter";"00";1
"2013";"GBR";"Ter";"00";2
"2014";"GBR";"Ter";"00";1
"1987";"GRC";"Ter";"00";1
"2013";"HND";"Ter";"00";1
"2005";"HRV";"Ter";"00";1
"2006";"IND";"Ter";"00";1
"2012";"IND";"Ter";"00";1
"1999";"IRL";"Ter";"00";1
"2004";"IRL";"Ter";"00";1
"2011";"IRN";"Ter";"00";1
"2003";"IRQ";"Ter";"00";1
"2011";"ITA";"Ter";"00";1
"2010";"JPN";"Ter";"00";1
"2002";"MEX";"Ter";"00";1
"2008";"MEX";"Ter";"00";1
"2012";"NLD";"Ter";"00";1
"1970";"NOR";"Ter";"00";1
"1992";"NZL";"Ter";"00";1
"2008";"PAK";"Ter";"00";1
"2009";"PER";"Ter";"00";1
"2013";"PHL";"Ter";"00";1
"2013";"PRI";"Ter";"00";1
"2004";"PRT";"Ter";"00";1
"2014";"SRB";"Ter";"00";1
"2013";"SVK";"Ter";"00";1
"2000";"SWE";"Ter";"00";1
"1972";"TUR";"Ter";"00";1
"2006";"UKR";"Ter";"00";1
"1966";"USA";"Ter";"00";2
"1968";"USA";"Ter";"00";3
"1970";"USA";"Ter";"00";1
"1971";"USA";"Ter";"00";1
"1973";"USA";"Ter";"00";1
"1975";"USA";"Ter";"00";1
"1976";"USA";"Ter";"00";3
"1978";"USA";"Ter";"00";1
"1979";"USA";"Ter";"00";1
"1980";"USA";"Ter";"00";2
"1981";"USA";"Ter";"00";4
"1982";"USA";"Ter";"00";4
"1984";"USA";"Ter";"00";2
"1985";"USA";"Ter";"00";4
"1986";"USA";"Ter";"00";1
"1987";"USA";"Ter";"00";2
"1988";"USA";"Ter";"00";2
"1989";"USA";"Ter";"00";4
"1991";"USA";"Ter";"00";1
"1992";"USA";"Ter";"00";3
"1993";"USA";"Ter";"00";8
"1994";"USA";"Ter";"00";2
"1995";"USA";"Ter";"00";9
"1996";"USA";"Ter";"00";5
"1997";"USA";"Ter";"00";9
"1998";"USA";"Ter";"00";14
"1999";"USA";"Ter";"00";21
"2000";"USA";"Ter";"00";10
"2001";"USA";"Ter";"00";18
"2002";"USA";"Ter";"00";17
"2003";"USA";"Ter";"00";33
"2004";"USA";"Ter";"00";19
"2005";"USA";"Ter";"00";36
"2006";"USA";"Ter";"00";28
"2007";"USA";"Ter";"00";19
"2008";"USA";"Ter";"00";38
"2009";"USA";"Ter";"00";29
"2010";"USA";"Ter";"00";33
"2011";"USA";"Ter";"00";34
"2012";"USA";"Ter";"00";44
"2013";"USA";"Ter";"00";64
"2014";"USA";"Ter";"00";12
"2003";"VEN";"Ter";"00";1
"2008";"VEN";"Ter";"00";1
"2009";"ZAF";"Ter";"00";1
"2013";"ZAF";"Ter";"00";1
"1975";"AUS";"Dom";"01";1
"1996";"AUS";"Dom";"01";1
"2000";"AUS";"Dom";"01";1
"2005";"AUS";"Dom";"01";1
"2009";"AUS";"Dom";"01";1
"2014";"AUS";"Dom";"01";1
"2002";"BIH";"Dom";"01";1
"1997";"BOL";"Dom";"01";1
"1979";"CAN";"Dom";"01";1
"1980";"CAN";"Dom";"01";1
"1999";"CAN";"Dom";"01";1
"2000";"CAN";"Dom";"01";2
"2001";"CAN";"Dom";"01";1
"2002";"CAN";"Dom";"01";2
"2003";"CAN";"Dom";"01";3
"2004";"CAN";"Dom";"01";2
"2005";"CAN";"Dom";"01";1
"2006";"CAN";"Dom";"01";3
"2007";"CAN";"Dom";"01";5
"2008";"CAN";"Dom";"01";4
"2009";"CAN";"Dom";"01";1
"2010";"CAN";"Dom";"01";3
"2012";"CAN";"Dom";"01";5
"2013";"CAN";"Dom";"01";2
"1989";"CHL";"Dom";"01";1
"1999";"COG";"Dom";"01";1
"2012";"DNK";"Dom";"01";1
"2000";"ESP";"Dom";"01";1
"2006";"EST";"Dom";"01";1
"2008";"EST";"Dom";"01";1
"2004";"FIN";"Dom";"01";1
"2010";"FRA";"Dom";"01";1
"2012";"FRA";"Dom";"01";1
"1997";"GBR";"Dom";"01";1
"2000";"GBR";"Dom";"01";2
"2001";"GBR";"Dom";"01";1
"2003";"GBR";"Dom";"01";1
"2004";"GBR";"Dom";"01";1
"2005";"GBR";"Dom";"01";1
"2007";"GBR";"Dom";"01";1
"2008";"GBR";"Dom";"01";2
"2009";"GBR";"Dom";"01";1
"2010";"GBR";"Dom";"01";2
"2012";"GBR";"Dom";"01";1
"2014";"GBR";"Dom";"01";1
"2006";"GMB";"Dom";"01";1
"2004";"GRC";"Dom";"01";1
"2012";"HRV";"Dom";"01";1
"2001";"IRL";"Dom";"01";1
"2012";"JAM";"Dom";"01";1
"2002";"LTU";"Dom";"01";1
"2012";"MEX";"Dom";"01";1
"2014";"MYS";"Dom";"01";1
"2006";"NZL";"Dom";"01";1
"2004";"PAN";"Dom";"01";1
"2007";"SVN";"Dom";"01";1
"2005";"SWE";"Dom";"01";1
"2006";"TUR";"Dom";"01";1
"2002";"UKR";"Dom";"01";1
"1966";"USA";"Dom";"01";1
"1968";"USA";"Dom";"01";3
"1972";"USA";"Dom";"01";1
"1973";"USA";"Dom";"01";1
"1975";"USA";"Dom";"01";1
"1976";"USA";"Dom";"01";2
"1978";"USA";"Dom";"01";3
"1979";"USA";"Dom";"01";4
"1980";"USA";"Dom";"01";2
"1981";"USA";"Dom";"01";1
"1982";"USA";"Dom";"01";2
"1985";"USA";"Dom";"01";1
"1986";"USA";"Dom";"01";3
"1987";"USA";"Dom";"01";1
"1988";"USA";"Dom";"01";1
"1990";"USA";"Dom";"01";4
"1991";"USA";"Dom";"01";1
"1992";"USA";"Dom";"01";2
"1993";"USA";"Dom";"01";1
"1995";"USA";"Dom";"01";9
"1996";"USA";"Dom";"01";10
"1997";"USA";"Dom";"01";8
"1998";"USA";"Dom";"01";9
"1999";"USA";"Dom";"01";16
"2000";"USA";"Dom";"01";20
"2001";"USA";"Dom";"01";26
"2002";"USA";"Dom";"01";16
"2003";"USA";"Dom";"01";28
"2004";"USA";"Dom";"01";20
"2005";"USA";"Dom";"01";22
"2006";"USA";"Dom";"01";21
"2007";"USA";"Dom";"01";24
"2008";"USA";"Dom";"01";29
"2009";"USA";"Dom";"01";21
"2010";"USA";"Dom";"01";24
"2011";"USA";"Dom";"01";34
"2012";"USA";"Dom";"01";45
"2013";"USA";"Dom";"01";24
"2014";"USA";"Dom";"01";9
"1998";"ATG";"Qua";"01";1
"1988";"AUS";"Qua";"01";1
"1997";"AUS";"Qua";"01";1
"2001";"AUS";"Qua";"01";1
"2003";"AUS";"Qua";"01";1
"2005";"AUS";"Qua";"01";1
"2006";"AUS";"Qua";"01";1
"2007";"AUS";"Qua";"01";1
"2014";"AUS";"Qua";"01";1
"2013";"BGR";"Qua";"01";1
"2009";"BRA";"Qua";"01";1
"1987";"CAN";"Qua";"01";1
"1995";"CAN";"Qua";"01";1
"1998";"CAN";"Qua";"01";1
"2001";"CAN";"Qua";"01";2
"2003";"CAN";"Qua";"01";3
"2004";"CAN";"Qua";"01";3
"2006";"CAN";"Qua";"01";1
"2008";"CAN";"Qua";"01";1
"2009";"CAN";"Qua";"01";2
"2010";"CAN";"Qua";"01";1
"2013";"CAN";"Qua";"01";2
"2014";"CAN";"Qua";"01";1
"2004";"CHN";"Qua";"01";1
"2008";"DEU";"Qua";"01";1
"2012";"DEU";"Qua";"01";1
"2013";"DNK";"Qua";"01";1
"1995";"GBR";"Qua";"01";1
"2000";"GBR";"Qua";"01";1
"2003";"GBR";"Qua";"01";1
"2004";"GBR";"Qua";"01";1
"2005";"GBR";"Qua";"01";2
"2006";"GBR";"Qua";"01";1
"2007";"GBR";"Qua";"01";1
"2010";"GBR";"Qua";"01";1
"2013";"GBR";"Qua";"01";1
"1999";"GRC";"Qua";"01";1
"2003";"IND";"Qua";"01";1
"1998";"IRL";"Qua";"01";1
"1983";"JAM";"Qua";"01";1
"2010";"JOR";"Qua";"01";1
"2011";"KOR";"Qua";"01";1
"2004";"MEX";"Qua";"01";1
"1999";"NOR";"Qua";"01";1
"2009";"PHL";"Qua";"01";1
"1993";"PRI";"Qua";"01";1
"1994";"RUS";"Qua";"01";1
"1966";"USA";"Qua";"01";1
"1972";"USA";"Qua";"01";3
"1974";"USA";"Qua";"01";1
"1976";"USA";"Qua";"01";2
"1977";"USA";"Qua";"01";6
"1978";"USA";"Qua";"01";3
"1979";"USA";"Qua";"01";1
"1980";"USA";"Qua";"01";2
"1984";"USA";"Qua";"01";3
"1986";"USA";"Qua";"01";1
"1987";"USA";"Qua";"01";2
"1988";"USA";"Qua";"01";3
"1990";"USA";"Qua";"01";2
"1991";"USA";"Qua";"01";1
"1992";"USA";"Qua";"01";2
"1993";"USA";"Qua";"01";2
"1994";"USA";"Qua";"01";1
"1995";"USA";"Qua";"01";6
"1996";"USA";"Qua";"01";7
"1997";"USA";"Qua";"01";6
"1998";"USA";"Qua";"01";14
"1999";"USA";"Qua";"01";11
"2000";"USA";"Qua";"01";8
"2001";"USA";"Qua";"01";16
"2002";"USA";"Qua";"01";18
"2003";"USA";"Qua";"01";19
"2004";"USA";"Qua";"01";13
"2005";"USA";"Qua";"01";16
"2006";"USA";"Qua";"01";23
"2007";"USA";"Qua";"01";14
"2008";"USA";"Qua";"01";25
"2009";"USA";"Qua";"01";18
"2010";"USA";"Qua";"01";19
"2011";"USA";"Qua";"01";29
"2012";"USA";"Qua";"01";25
"2013";"USA";"Qua";"01";30
"2014";"USA";"Qua";"01";18
"1998";"VIR";"Qua";"01";1
"2004";"AFG";"Qui";"01";1
"2001";"AUS";"Qui";"01";1
"2004";"AUS";"Qui";"01";2
"2006";"AUS";"Qui";"01";1
"2007";"AUS";"Qui";"01";1
"2008";"AUS";"Qui";"01";1
"1994";"BRA";"Qui";"01";1
"1970";"CAN";"Qui";"01";1
"1971";"CAN";"Qui";"01";1
"1978";"CAN";"Qui";"01";1
"1996";"CAN";"Qui";"01";1
"2000";"CAN";"Qui";"01";2
"2001";"CAN";"Qui";"01";1
"2002";"CAN";"Qui";"01";1
"2003";"CAN";"Qui";"01";4
"2004";"CAN";"Qui";"01";3
"2005";"CAN";"Qui";"01";3
"2006";"CAN";"Qui";"01";1
"2007";"CAN";"Qui";"01";1
"2008";"CAN";"Qui";"01";1
"2010";"CAN";"Qui";"01";1
"2012";"CAN";"Qui";"01";2
"2013";"CAN";"Qui";"01";2
"2005";"DNK";"Qui";"01";1
"1966";"FRA";"Qui";"01";1
"1972";"GBR";"Qui";"01";1
"1978";"GBR";"Qui";"01";1
"1991";"GBR";"Qui";"01";1
"1994";"GBR";"Qui";"01";1
"2001";"GBR";"Qui";"01";1
"2002";"GBR";"Qui";"01";2
"2003";"GBR";"Qui";"01";1
"2004";"GBR";"Qui";"01";1
"2006";"GBR";"Qui";"01";1
"2007";"GBR";"Qui";"01";1
"2008";"GBR";"Qui";"01";1
"2009";"GBR";"Qui";"01";1
"2014";"GBR";"Qui";"01";1
"2008";"JPN";"Qui";"01";1
"2003";"MEX";"Qui";"01";2
"2004";"NZL";"Qui";"01";1
"2011";"NZL";"Qui";"01";1
"2004";"PER";"Qui";"01";1
"2010";"PHL";"Qui";"01";1
"2008";"PRI";"Qui";"01";1
"2003";"SWE";"Qui";"01";1
"1966";"USA";"Qui";"01";1
"1970";"USA";"Qui";"01";2
"1973";"USA";"Qui";"01";2
"1975";"USA";"Qui";"01";3
"1976";"USA";"Qui";"01";1
"1977";"USA";"Qui";"01";1
"1978";"USA";"Qui";"01";1
"1980";"USA";"Qui";"01";4
"1981";"USA";"Qui";"01";2
"1982";"USA";"Qui";"01";2
"1983";"USA";"Qui";"01";2
"1985";"USA";"Qui";"01";2
"1987";"USA";"Qui";"01";3
"1988";"USA";"Qui";"01";1
"1989";"USA";"Qui";"01";1
"1990";"USA";"Qui";"01";2
"1991";"USA";"Qui";"01";2
"1992";"USA";"Qui";"01";3
"1993";"USA";"Qui";"01";2
"1994";"USA";"Qui";"01";2
"1995";"USA";"Qui";"01";5
"1996";"USA";"Qui";"01";6
"1997";"USA";"Qui";"01";10
"1998";"USA";"Qui";"01";13
"1999";"USA";"Qui";"01";12
"2000";"USA";"Qui";"01";13
"2001";"USA";"Qui";"01";20
"2002";"USA";"Qui";"01";14
"2003";"USA";"Qui";"01";10
"2004";"USA";"Qui";"01";18
"2005";"USA";"Qui";"01";10
"2006";"USA";"Qui";"01";17
"2007";"USA";"Qui";"01";16
"2008";"USA";"Qui";"01";19
"2009";"USA";"Qui";"01";20
"2010";"USA";"Qui";"01";23
"2011";"USA";"Qui";"01";29
"2012";"USA";"Qui";"01";33
"2013";"USA";"Qui";"01";11
"2014";"USA";"Qui";"01";6
"2005";"VGB";"Qui";"01";1
"2012";"ZAF";"Qui";"01";1
"2000";"AUS";"Sáb";"01";1
"2001";"AUS";"Sáb";"01";1
"2003";"AUS";"Sáb";"01";1
"2004";"AUS";"Sáb";"01";2
"2002";"BEL";"Sáb";"01";1
"1978";"CAN";"Sáb";"01";1
"1988";"CAN";"Sáb";"01";1
"1994";"CAN";"Sáb";"01";1
"1998";"CAN";"Sáb";"01";1
"1999";"CAN";"Sáb";"01";1
"2000";"CAN";"Sáb";"01";2
"2001";"CAN";"Sáb";"01";2
"2002";"CAN";"Sáb";"01";4
"2003";"CAN";"Sáb";"01";4
"2004";"CAN";"Sáb";"01";1
"2005";"CAN";"Sáb";"01";2
"2006";"CAN";"Sáb";"01";1
"2007";"CAN";"Sáb";"01";2
"2008";"CAN";"Sáb";"01";1
"2010";"CAN";"Sáb";"01";1
"2011";"CAN";"Sáb";"01";2
"2012";"CAN";"Sáb";"01";3
"2013";"CAN";"Sáb";"01";2
"2014";"CAN";"Sáb";"01";1
"2000";"CHE";"Sáb";"01";1
"2003";"CHE";"Sáb";"01";1
"2006";"CHE";"Sáb";"01";1
"2011";"ESP";"Sáb";"01";1
"1980";"GBR";"Sáb";"01";1
"1986";"GBR";"Sáb";"01";1
"1997";"GBR";"Sáb";"01";1
"1999";"GBR";"Sáb";"01";1
"2000";"GBR";"Sáb";"01";2
"2001";"GBR";"Sáb";"01";2
"2002";"GBR";"Sáb";"01";2
"2003";"GBR";"Sáb";"01";2
"2004";"GBR";"Sáb";"01";3
"2006";"GBR";"Sáb";"01";1
"2007";"GBR";"Sáb";"01";1
"2008";"GBR";"Sáb";"01";2
"2009";"GBR";"Sáb";"01";3
"2012";"GBR";"Sáb";"01";1
"2011";"GRC";"Sáb";"01";1
"2004";"IND";"Sáb";"01";1
"2010";"IND";"Sáb";"01";1
"2000";"LBN";"Sáb";"01";1
"2008";"MEX";"Sáb";"01";1
"2013";"MYS";"Sáb";"01";1
"2002";"NLD";"Sáb";"01";1
"2003";"NLD";"Sáb";"01";1
"2001";"NZL";"Sáb";"01";1
"2002";"NZL";"Sáb";"01";1
"2005";"PRI";"Sáb";"01";1
"2011";"PRI";"Sáb";"01";1
"2003";"SWE";"Sáb";"01";1
"2004";"SWE";"Sáb";"01";1
"1968";"THA";"Sáb";"01";1
"2003";"TUR";"Sáb";"01";1
"2006";"TUR";"Sáb";"01";1
"1966";"USA";"Sáb";"01";2
"1968";"USA";"Sáb";"01";3
"1973";"USA";"Sáb";"01";1
"1974";"USA";"Sáb";"01";1
"1976";"USA";"Sáb";"01";1
"1978";"USA";"Sáb";"01";2
"1979";"USA";"Sáb";"01";3
"1980";"USA";"Sáb";"01";1
"1981";"USA";"Sáb";"01";1
"1982";"USA";"Sáb";"01";1
"1985";"USA";"Sáb";"01";1
"1987";"USA";"Sáb";"01";2
"1988";"USA";"Sáb";"01";2
"1989";"USA";"Sáb";"01";2
"1992";"USA";"Sáb";"01";1
"1994";"USA";"Sáb";"01";4
"1995";"USA";"Sáb";"01";11
"1996";"USA";"Sáb";"01";7
"1997";"USA";"Sáb";"01";7
"1998";"USA";"Sáb";"01";6
"1999";"USA";"Sáb";"01";14
"2000";"USA";"Sáb";"01";14
"2001";"USA";"Sáb";"01";12
"2002";"USA";"Sáb";"01";19
"2003";"USA";"Sáb";"01";23
"2004";"USA";"Sáb";"01";26
"2005";"USA";"Sáb";"01";43
"2006";"USA";"Sáb";"01";34
"2007";"USA";"Sáb";"01";32
"2008";"USA";"Sáb";"01";34
"2009";"USA";"Sáb";"01";15
"2010";"USA";"Sáb";"01";23
"2011";"USA";"Sáb";"01";30
"2012";"USA";"Sáb";"01";30
"2013";"USA";"Sáb";"01";42
"2014";"USA";"Sáb";"01";15
"1996";"AUS";"Seg";"01";1
"2006";"AUS";"Seg";"01";1
"2008";"AUS";"Seg";"01";1
"2012";"BIH";"Seg";"01";1
"1987";"CAN";"Seg";"01";1
"1988";"CAN";"Seg";"01";1
"1992";"CAN";"Seg";"01";1
"1997";"CAN";"Seg";"01";1
"1998";"CAN";"Seg";"01";1
"1999";"CAN";"Seg";"01";2
"2002";"CAN";"Seg";"01";1
"2003";"CAN";"Seg";"01";3
"2004";"CAN";"Seg";"01";2
"2005";"CAN";"Seg";"01";2
"2006";"CAN";"Seg";"01";2
"2007";"CAN";"Seg";"01";2
"2008";"CAN";"Seg";"01";1
"2009";"CAN";"Seg";"01";4
"2010";"CAN";"Seg";"01";2
"2011";"CAN";"Seg";"01";1
"2012";"CAN";"Seg";"01";1
"2013";"CAN";"Seg";"01";1
"2007";"DEU";"Seg";"01";1
"2001";"ESP";"Seg";"01";1
"2005";"ESP";"Seg";"01";1
"2002";"FIN";"Seg";"01";1
"1998";"GBR";"Seg";"01";1
"2000";"GBR";"Seg";"01";4
"2002";"GBR";"Seg";"01";2
"2003";"GBR";"Seg";"01";2
"2004";"GBR";"Seg";"01";1
"2005";"GBR";"Seg";"01";1
"2007";"GBR";"Seg";"01";1
"2008";"GBR";"Seg";"01";1
"2009";"GBR";"Seg";"01";2
"2012";"GBR";"Seg";"01";1
"2013";"GBR";"Seg";"01";1
"2014";"GBR";"Seg";"01";1
"1986";"IRL";"Seg";"01";1
"2003";"IRN";"Seg";"01";1
"2005";"ISR";"Seg";"01";1
"2012";"ISR";"Seg";"01";1
"2001";"ITA";"Seg";"01";1
"2007";"JPN";"Seg";"01";1
"2012";"LBN";"Seg";"01";1
"2007";"MEX";"Seg";"01";1
"2010";"MEX";"Seg";"01";1
"2003";"MYS";"Seg";"01";1
"1994";"NLD";"Seg";"01";1
"2003";"NLD";"Seg";"01";3
"2008";"NOR";"Seg";"01";1
"2004";"POL";"Seg";"01";1
"2009";"PRI";"Seg";"01";1
"2012";"SWE";"Seg";"01";1
"1968";"THA";"Seg";"01";1
"2001";"THA";"Seg";"01";1
"2012";"TTO";"Seg";"01";1
"1970";"USA";"Seg";"01";1
"1972";"USA";"Seg";"01";1
"1973";"USA";"Seg";"01";1
"1974";"USA";"Seg";"01";1
"1975";"USA";"Seg";"01";2
"1976";"USA";"Seg";"01";1
"1977";"USA";"Seg";"01";1
"1980";"USA";"Seg";"01";1
"1981";"USA";"Seg";"01";1
"1983";"USA";"Seg";"01";1
"1984";"USA";"Seg";"01";1
"1987";"USA";"Seg";"01";2
"1988";"USA";"Seg";"01";3
"1989";"USA";"Seg";"01";3
"1990";"USA";"Seg";"01";1
"1991";"USA";"Seg";"01";2
"1992";"USA";"Seg";"01";3
"1995";"USA";"Seg";"01";3
"1996";"USA";"Seg";"01";4
"1997";"USA";"Seg";"01";6
"1998";"USA";"Seg";"01";12
"1999";"USA";"Seg";"01";9
"2000";"USA";"Seg";"01";10
"2001";"USA";"Seg";"01";16
"2002";"USA";"Seg";"01";12
"2003";"USA";"Seg";"01";22
"2004";"USA";"Seg";"01";16
"2005";"USA";"Seg";"01";9
"2006";"USA";"Seg";"01";11
"2007";"USA";"Seg";"01";18
"2008";"USA";"Seg";"01";22
"2009";"USA";"Seg";"01";24
"2010";"USA";"Seg";"01";14
"2011";"USA";"Seg";"01";26
"2012";"USA";"Seg";"01";32
"2013";"USA";"Seg";"01";21
"2014";"USA";"Seg";"01";6
"2000";"VEN";"Seg";"01";1
"1998";"AUS";"Sex";"01";1
"2003";"AUS";"Sex";"01";1
"2000";"BIH";"Sex";"01";1
"1971";"CAN";"Sex";"01";1
"1990";"CAN";"Sex";"01";1
"1996";"CAN";"Sex";"01";2
"1997";"CAN";"Sex";"01";1
"1999";"CAN";"Sex";"01";1
"2000";"CAN";"Sex";"01";1
"2001";"CAN";"Sex";"01";1
"2002";"CAN";"Sex";"01";4
"2003";"CAN";"Sex";"01";2
"2004";"CAN";"Sex";"01";4
"2005";"CAN";"Sex";"01";4
"2006";"CAN";"Sex";"01";2
"2007";"CAN";"Sex";"01";2
"2008";"CAN";"Sex";"01";1
"2009";"CAN";"Sex";"01";2
"2010";"CAN";"Sex";"01";1
"2012";"CAN";"Sex";"01";1
"2013";"CAN";"Sex";"01";1
"2003";"CRI";"Sex";"01";1
"2005";"CYP";"Sex";"01";1
"2002";"DEU";"Sex";"01";1
"1988";"FRA";"Sex";"01";1
"2002";"FRA";"Sex";"01";1
"1972";"GBR";"Sex";"01";1
"1990";"GBR";"Sex";"01";1
"2000";"GBR";"Sex";"01";1
"2002";"GBR";"Sex";"01";1
"2003";"GBR";"Sex";"01";4
"2004";"GBR";"Sex";"01";1
"2005";"GBR";"Sex";"01";1
"2007";"GBR";"Sex";"01";2
"2009";"GBR";"Sex";"01";1
"2010";"GBR";"Sex";"01";2
"1992";"IND";"Sex";"01";1
"2006";"IND";"Sex";"01";1
"2008";"IND";"Sex";"01";1
"2006";"IRL";"Sex";"01";1
"2010";"IRL";"Sex";"01";1
"2010";"ISL";"Sex";"01";1
"2011";"ISR";"Sex";"01";1
"2010";"ITA";"Sex";"01";1
"1993";"MEX";"Sex";"01";1
"2005";"MEX";"Sex";"01";1
"2011";"NOR";"Sex";"01";1
"1993";"NZL";"Sex";"01";1
"1997";"NZL";"Sex";"01";1
"2006";"NZL";"Sex";"01";1
"2004";"PHL";"Sex";"01";1
"2006";"SYR";"Sex";"01";1
"1966";"USA";"Sex";"01";1
"1972";"USA";"Sex";"01";1
"1973";"USA";"Sex";"01";1
"1974";"USA";"Sex";"01";2
"1975";"USA";"Sex";"01";1
"1976";"USA";"Sex";"01";1
"1977";"USA";"Sex";"01";2
"1978";"USA";"Sex";"01";3
"1979";"USA";"Sex";"01";1
"1982";"USA";"Sex";"01";2
"1983";"USA";"Sex";"01";1
"1984";"USA";"Sex";"01";1
"1985";"USA";"Sex";"01";1
"1986";"USA";"Sex";"01";2
"1987";"USA";"Sex";"01";2
"1988";"USA";"Sex";"01";1
"1989";"USA";"Sex";"01";3
"1990";"USA";"Sex";"01";2
"1991";"USA";"Sex";"01";3
"1992";"USA";"Sex";"01";1
"1993";"USA";"Sex";"01";1
"1994";"USA";"Sex";"01";4
"1995";"USA";"Sex";"01";8
"1996";"USA";"Sex";"01";5
"1997";"USA";"Sex";"01";5
"1998";"USA";"Sex";"01";7
"1999";"USA";"Sex";"01";12
"2000";"USA";"Sex";"01";12
"2001";"USA";"Sex";"01";15
"2002";"USA";"Sex";"01";16
"2003";"USA";"Sex";"01";25
"2004";"USA";"Sex";"01";13
"2005";"USA";"Sex";"01";16
"2006";"USA";"Sex";"01";26
"2007";"USA";"Sex";"01";21
"2008";"USA";"Sex";"01";28
"2009";"USA";"Sex";"01";21
"2010";"USA";"Sex";"01";28
"2011";"USA";"Sex";"01";28
"2012";"USA";"Sex";"01";24
"2013";"USA";"Sex";"01";24
"2014";"USA";"Sex";"01";6
"1999";"VEN";"Sex";"01";1
"2012";"AFG";"Ter";"01";1
"2003";"AUS";"Ter";"01";2
"2004";"AUS";"Ter";"01";1
"2005";"AUS";"Ter";"01";1
"2007";"AUS";"Ter";"01";1
"1970";"CAN";"Ter";"01";1
"1972";"CAN";"Ter";"01";1
"1978";"CAN";"Ter";"01";1
"1985";"CAN";"Ter";"01";1
"1996";"CAN";"Ter";"01";1
"1997";"CAN";"Ter";"01";1
"1999";"CAN";"Ter";"01";2
"2000";"CAN";"Ter";"01";1
"2002";"CAN";"Ter";"01";4
"2003";"CAN";"Ter";"01";3
"2004";"CAN";"Ter";"01";2
"2006";"CAN";"Ter";"01";1
"2007";"CAN";"Ter";"01";1
"2008";"CAN";"Ter";"01";1
"2009";"CAN";"Ter";"01";5
"2010";"CAN";"Ter";"01";2
"2011";"CAN";"Ter";"01";3
"2012";"CAN";"Ter";"01";1
"2013";"CAN";"Ter";"01";4
"2000";"DEU";"Ter";"01";1
